Data-Hiding Codes,"P. Moulin, R. Koetter, ",2005,141,Robust quantisation index modulation-based approach for image watermarking,Efficient wavelet-based perceptual watermark masking for robust fingerprint image watermarking,Geometric modelling of the wavelet coefficients for image watermarking using optimum detector,On the Properties of Non-Media Digital Watermarking: A Review of State of the Art Techniques,Digital Image Authentication Model Based on Edge Adaptive Steganography,Sparse regression codes for multi-terminal source and channel coding,Capacity Bounds and Rate-Distortion-Analysis in Dither Vector QIM Watermarking With JPEG and JPEG2000 Attack,Traitor-tracing aided by compressed SURF image features,Biometric Inspired Digital Image Steganography,Notice of Retraction<br/> Satellite enhanced image watermarking using gradient direction quantization,Adaptive Spread-Transform Dither Modulation for Color Image Watermarking,QIM Watermarking for Image with Two Adaptive Quantization Ste-sizes,A new two-dimensional quantization method for digital image watermarking,A Novel Watermarking Scheme Based on Bilinear Interpolation for Digital Images,Backwards Compatible Wideband Telephony in Mobile Networks: CELP Watermarking and Bandwidth Extension,A new implementation of trellis coded quantization based data hiding,High rate data hiding in ACELP speech codecs,Logarithmic Quantization Index Modulation: A perceptually better way to embed data within a cover signal,Anti-collusion fingerprinting with scalar Costa scheme (SCS) and colluder weight recovery,Joint watermarking and compression for Gaussian and Laplacian sources using uniform vector quantization,On the Shannon capacity of DNA data embedding,Robust Multiplicative Audio and Speech Watermarking Using Statistical Modeling,Wavelet domain watermark embedding strategy using TTCQ quantization,Graphical Models for Desynchronization-Resilient Watermark Decoding,On Optimal Watermarking Schemes in Uncertain Gaussian Channels,Adaptive spread-transform dither modulation using an improved luminance-masked threshold,A geometrically-resilient surf-based image fingerprinting scheme,Logarithmic Spread-Transform Dither Modulation watermarking Based on Perceptual Model,A new blind color image watermarking based on a psychovisual model and quantization approaches,A universally optimum decoder for multiplicative audio watermarking
Searching in high-dimensional spaces: Index structures for improving the performance of multimedia databases,"Christian B&ouml;hm, Stefan Berchtold, Daniel A. Keim, ",2001,141
Efficiency analysis of multihypothesis motion-compensated prediction for video coding,"B. Girod, ",2000,141,Estimating side-information for Wyner-Ziv video coding using resolution-progressive decoding and extensive motion exploration,A new motion compensation method using superimposed inter-frame signals,Reduced-rank condensed filter dictionaries for inter-picture prediction,Interleaved source coding (ISC) for predictive video coded frames over the Internet,Hierarchical coding of light fields with disparity maps,Rate-constrained multi-hypothesis motion-compensated prediction for video coding,On the performance of temporal error concealment for long-term motion-compensated prediction,A new video-object watermarking scheme robust to object manipulation,Multi-hypothesis prediction for disparity compensated light field compression,Video coding with motion compensation for groups of pictures,Three-dimensional overlapped spatial transformations for motion compensation,Error resilience property of multihypothesis motion-compensated prediction,Theoretical analysis of geometry inaccuracy for light field compression,Multi-directional skip and direct modes design in bi-predictive slices for AVS2 standard,AVS2-video coding standard - An application-oriented and high perforamce video coding standard,Fast multiframe motion estimation algorithm in H.264,Adaptive inter-frame interleaving for cross-layer diversity techniques in multimedia transmission,H.264 Error Resilience Coding Based on Multi-hypothesis Motion Compensated Prediction and Adaptive Intra-refresh,Computational complexity reduction algorithm for inter mode prediction in video coding,Multiple-reference temporal error concealment,A novel approach to fast multi-frame selection for H.264 video coding,Analysis of multi-hypothesis motion compensated prediction for robust video transmission,Fast multi-block selection for H.264 video coding,A highly effective error concealment method for whole frame loss,Lossless color and multispectral images coding with inter-band compensated prediction,Multi-reference motion compensated prediction for error resilience,Multi-hypothesis motion compensated prediction (MHMCP) for error-resilient visual communication,Edge Gradient Based Fast Inter Motion Estimation for H.264/AVC,Improved reference picture list sorting in video coding,Video Compression - From Concepts to the H.264/AVC Standard
A recursive algorithm for the exact BER computation of generalized hierarchical QAM constellations,"P. K. Vitthaladevuni, M. -S. Alouini, ",2003,140
Driving style recognition using a smartphone as a sensor platform,"Derick A. Johnson, Mohan M. Trivedi, ",2011,140,UTiLearn: A Personalised Ubiquitous Teaching and Learning System for Smart Societies,ParkSense: Automatic Parking Positioning by Leveraging In-Vehicle Magnetic Field Variation,Driver aggressiveness detection using visual information from forward camera,A large scale examination of vehicle recorder data to understand relationship between drivers' behaviors and their past driving histories,Do Drivers' Behaviors Reflect Their Past Driving Histories? - Large Scale Examination of Vehicle Recorder Data,Range extension for electric vehicles by optimal velocity planning considering different driver types,Absolute driving style estimation for ground vehicles,Usage-based insurance system based on carrier-cloud-client,A fair and effective driver rating system for developing regions,A survey on driver behavior detection techniques for intelligent transportation systems,A Statistical Approach to Estimating Driving Events by a Smartphone,Smart Phone Based Approach to Monitor Driving Behavior and Sharing of Statistic,On the Design of Vehicular Virtual Sensors,Join driving: A smart phone-based driving behavior evaluation system,Smartphone Enabled Dangerous Driving Report System,Employing Smartphones as a Low-Cost Multi Sensor Platform in a Field Operational Test with Electric Vehicles,Driver activity recognition in virtual reality driving simulation,Fuzzy risk mode and effect analyasis based on raw driving data for pay-how-you-drive vehicle insurance,Effective presenting method for different driving styles based on hexagonal eye diagram applied in pay-how-you-drive vehicle insurance,Multiwave: A novel vehicle steering pattern detection method based on smartphones,An effective variable selection algorithm for Aggressive/Calm Driving detection via CAN bus,Real time road mapping for the driving safety purposes,S-road assist: Road surface conditions and driving behavior analysis using smartphones,Vehicular traffic monitoring with mobile devices,Capacitive seat sensors for multiple occupancy detection using a low-cost setup,Driving event detection and driving style classification using artificial neural networks,An evaluation study of driver profiling fuzzy algorithms using smartphones,Driving style recognition using fuzzy logic,Classification of road curves and corresponding driving profile via smartphone trip data,Exploiting the use of recurrent neural networks for driver behavior profiling
Analysis and architecture design of block-coding engine for EBCOT in JPEG 2000,"Chung-Jr Lian, Kuan-Fu Chen, Hong-Hui Chen, Liang-Gee Chen, ",2003,140,A hardware accelerator IP for EBCOT tier-1 coding in JPEG2000 standard,Parallel Framework for Real-time DSP Implementation of EBC Algorithm,A dual-symbol coding arithmetic coder architecture design for high speed EBCOT coding engine in JPEG2000,Bit-plane and pass dual parallel architecture for coefficient bit modeling in JPEG2000,Optimizing the JPEG2000 binary arithmetic encoder for VLIW architectures,Three-level parallel high speed architecture for EBCOT in JPEG2000,A low memory QCB-based DWT for JPEG2000 coprocessor supporting large tile size,Novel high-throughput EBCOT architecture for JPEG2000,Memory analysis and throughput enhancement for cost effective bit-plane coder in JPEG2000 applications,Design and Implementation Of Word-Level Embedded Block Coding Architecture in JPEG 2000 Decoder,Near-Optimal Low-Cost Distortion Estimation Technique for JPEG2000 Encoder,Analysis and Architecture Design for Memory Efficient Parallel Embedded Block Coding Architecture in JPEG 2000,EBCOT using energy efficient wavelet transform,A high throughput and memory efficient EBCOT architecture for JPEG2000 in digital camera applications,The most proper wavelet filters in low-complexity and an embedded hierarchical image compression structures for wireless sensor network implementation requirements,Low complexity image compression architecture based on lifting wavelet transform and embedded hierarchical structures,Coefficient Pass and Code-Block Parallel Architecture for FBP Coding in JPEG2000,SDTV Quality Assessment Using Energy Distribution of DCT Coefficients,A novel image retrieval scheme in JPEG2000 compressed domain based on tree distance,Improved throughput arithmetic coder for JPEG2000,Analysis and high performance parallel architecture design for EBCOT in JPEG2000,A Memory-Saving System Including DWT and EC for JPEG2000 Implementation,A Fast JPEG2000 EBCOT Tier-1 Architecture That Preserves Coding Efficiency,Memory-less bit-plane coder architecture for JPEG2000 with concurrent column-stripe coding,Architecture design of a high-performance dual-symbol binary arithmetic coder for JPEG2000,Efficient VLSI architecture for bit plane encoder of JPEG 2000,A dual symbol arithmetic coder architecture with reduced memory for JPEG2000,A high-performance architecture of arithmetic coder in JPEG2000,A High-Performance Memory-Efficient Architecture of the Bit-Plane Coder in JPEG 2000,Fine-Granular Parallel EBCOT and Optimization with CUDA for Digital Cinema Image Compression
New frame rate up-conversion using bi-directional motion estimation,"Byung-Tae Choi, Sung-Hee Lee, Sung-Jea Ko, ",2000,140,Improved matching criterion for frame rate upconversion with trilateral filtering,Bilateral frame rate upconversion algorithm based on image texture complexity compensation,Bilateral frame rate up-conversion algorithm based on the comparison of texture complexity,Perceptual hash algorithm-based adaptive GOP selection algorithm for distributed compressive video sensing,Multi-Scheme Frame Rate Up-Conversion Using Space-Time Saliency,True motion estimation based on reliable motion decision,Spatial — Temporal feature extraction based adaptive search range for effective frame rate up — Conversion,An Approach to Side Information Estimation for Wyner-Ziv Video Coding,A New Global Bi-Directional Motion Compensation Frame Interpolation for Rate Control in H.264/AVC CODEC,Frame rate up-conversion with motion region segmentation based optimization,An Overlapped Block Motion Compensation Hardware for Frame Rate Conversion,Video frame rate up conversion using region based motion compensation,Bi-directionady motion-compensated frame-rate up-conversion for H.264/AVC decoders,A low computing power frame rate converter,A novel method for frame rate up-conversion,Automatic 3DS conversion of historical aerial photographs,Low rate video frame interpolation - challenges and solution,Video frame interpolation via weighted robust principal component analysis,Classification-based motion vector processing for motion compensated frame interpolation using block boundary distortion metric,Hierarchical motion compensated frame rate up-conversion based on the Gaussian/Laplacian pyramid,New Side Information Interpolation with Multiple Reference Frame MCI in Distributed Video Coding,Robust video frame rate up-conversion (FRUC) techniques,Fast frame rate up-conversion using motion vector verification for LCD devices,A method for halo artifact reduction in MEMC,Enhanced frame rate up-conversion method for UHD video,Frame rate up-conversion using forward-backward jointing motion estimation and spatio-temporal motion vector smoothing,Efficient architecture for hierarchical bidirectional motion estimation in frame rate up-conversion applications,Enhancing and experiencing spacetime resolution with videos and stills,Distributed video coding with Multiple Reference Frame motion estimation,A low-cost video frame-rate up conversion using compressed-domain information
Statistics and Social Network of YouTube Videos,"Xu Cheng, Cameron Dale, Jiangchuan Liu, ",2008,140
An adaptive congestion control scheme for real time packet video transport,"H. Kanakia, P. P. Mishra, A. R. Reibman, ",1995,140,A timestamp-sensitive scheduling algorithm for MPEG-II multiplexers in CATV networks,Resource management in networked multimedia systems,Traffic management of multimedia over ATM networks,QoS and multipoint support for multimedia applications over the ATM ABR service,Adaptive algorithms for feedback-based flow control in high-speed wide-area ATM networks,Video-on-demand over ATM: constant-rate transmission and transport,Intelligent video smoother for multimedia communications,Feedback control mechanisms for real-time multipoint video services,Videoconferencing over packet-based networks,An adaptive bandwidth reservation scheme for high-speed multimedia wireless networks,Video quality and traffic QoS in learning-based subsampled and receiver-interpolated video sequences,VBR video: tradeoffs and potentials,Real-time Internet video using error resilient scalable compression and TCP-friendly transport protocol,The rate-based flow control framework for the available bit rate ATM service,QoS adaptive transports: delivering scalable media to the desktop,Traffic shaping bandwidth allocation and quality assessment for MPEG video distribution over broadband networks,Rate-based borrowing scheme for QoS provisioning in multimedia wireless networks,Modeling and control of VBR H.261 video transmission over frame relay networks,Study of MPEG-2 video traffic in a multimedia LAN/ATM internetwork system,Video multicast using layered FEC and scalable compression,The importance of the bi-directionally predicted pictures in video streaming,Videoconferencing on the Internet,A lossless smoothing algorithm for compressed video,Xunet 2: lessons from an early wide-area ATM testbed,Supporting stored video: reducing rate variability and end-to-end resource requirements through optimal smoothing,Using adaptive linear prediction to support real-time VBR video under RCBR network service model,SAVE: an algorithm for smoothed adaptive video over explicit rate networks,Transporting compressed video over ATM networks with explicit-rate feedback control,Enhanced distributed explicit rate allocation for ABR services in ATM networks,Source-adaptive multilayered multicast algorithms for real-time video distribution
Spacetime stereo: a unifying framework for depth from triangulation,"J. Davis, D. Nehab, R. Ramamoorthi, S. Rusinkiewicz, ",2005,139
Region-based representations of image and video: segmentation tools for multimedia services,"P. Salembier, F. Marques, ",1999,139,Haptic Access to Conventional 2D Maps for the Visually Impaired,Joint source-channel multistream coding and optical network adapter design for video over IP,Automatic model-based semantic object extraction algorithm,Improved techniques for automatic image segmentation,Constructing a videophone for the hearing impaired using MPEG-4 tools,Foreground object localization using a flooding algorithm based on inter-frame change and colour,The extraction of moving object in real-time Web-based video sequence,Region-Based Hierarchical Representation for Object Detection,Scalable indexing of HD Video,Video frame segmentation by using newton's law of gravity,Evolution analysis of Binary Partition Tree for hierarchical video simplified segmentation,A method for object-based color image retrieval,Strong image segmentation from a data-driven perspective: impossible?,Shadow-less segmentation of moving humans from surveillance video sequences,Robust segmentation and representation of foreground key regions in video sequences,Content based representation of colour image sequences,Video Segmentation and Compression using Hierarchies of Gaussian Mixture Models,Multiple View Region Matching as a Lagrangian Optimization Problem,Adaptive modulation in MIMO system under power and QoS constraints,Extension of the forward-backward motion compensation scheme for MPEG coded sequences: a sub-space approach,Object-based segmentation of moving sequences using multiple features,Object-Based Indexing of Compressed Video Content: From SD to HD Video,Distributed differential evolution algorithm for MAP estimation of MRF model for detecting moving objects,Generating video objects by multiple-view extensive partition lattice operators,Partition-based image representation as basis for user-assisted segmentation,Region-based color image indexing and retrieval,Semantic image segmentation using morphological tools,Object matching based on partition information,Image segmentation,Object recognition based on binary partition trees
Living With Seal Robots&mdash;Its Sociopsychological and Physiological Influences on the Elderly at a Care House,"Kazuyoshi Wada, Takanori Shibata, ",2007,139
"On self-similar traffic in ATM queues: definitions, overflow probability bound, and cell delay distribution","B. Tsybakov, N. D. Georganas, ",1997,139,Traffic modeling prediction and congestion control for high-speed networks: a fuzzy AR approach,Signal processing models for discrete-time self-similar and multifractal processes,Merging and splitting self-similar traffic,Cell loss analysis of self-similar traffic in ATM network,TCP flow traffic self-similar analysis and modeling,Non-Gaussian characteristic and FARIMA(pdq) traffic models,Investigation of multifractal properties of additive data stream,The relevance of the bufferless analysis for traffic management in telecommunication networks,Dimensioning of a multimedia switching bus,Delay performance measurements in multimedia switching,Implications of traffic characteristics on quality of service in broadband multi service networks,Internet performance monitoring,Scene based M/G/1 queuing model of VBR video traffic,Analytical expression and performance evaluation of TCP packet loss probability over geostationary satellite,Power law characteristics and loss probability: finite buffer queueing systems,Experimental study of correlated traffic in ATM backbone network,Congestion Prediction of Self-Similar Network through Parameter Estimation,Towards modeling effect of packet-level TCP dynamics on Internet operations and management,New generation Internet and the evolution towards active and programmable networks,Contention resolution in optical packet-switching networks: under long-range dependent traffic,On the self-similarity property of the output process from a network server with self-similar input traffic,Statistical delay analysis with self-similar input traffic in ATM networks,Study of a new model for MPEG-1 video traffics in ATM networks,Reactive Estimation of Packet Loss Probability for IP-Based Video Services,A performance model for wormhole-switched interconnection networks under self-similar traffic,Some results on the self-similarity property in communication networks,Data source statistics modeling based on measured packet traffic: A case study of protocol algorithm and analytical transformation approach,Description of ATM traffic by complex Markov chains,Self-similar processes in communications networks,The deflection self-routing Banyan network: A large-scale ATM switch using the fully adaptive self-routing and its performance analyses
Video summarization and scene detection by graph modeling,"Chong-Wah Ngo, Yu-Fei Ma, Hong-Jiang Zhang, ",2005,139
Counting Crowded Moving Objects,"V. Rabaud, S. Belongie, ",2006,139,People counting using ellipse detection and forward/backward tracing,Counting pedestrians in crowded scenes with efficient sparse learning,An efficient self-learning people counting system,Automatic people detection and counting for athletic videos classification,A People Counting System Based on Face Detection and Tracking in a Video,Counting People in Groups,Affinity Propagation Feature Clustering with Application to Vehicle Detection and Tracking in Road Traffic Surveillance,Crowd Density Estimation Using Multi-class Adaboost,Water Filling: Unsupervised People Counting via Vertical Kinect Sensor,People Count Estimation In Small Crowds,Local anomaly detection in crowded scenes using Finite-Time Lyapunov Exponent based clustering,Active learning for high-density crowd count regression,Flux based pedestrian flow estimation in occluded scenes,An end-to-end generative adversarial network for crowd counting under complicated scenes,People counting for indoor monitoring,Counting Pedestrian in Crowded Subway Scene,A Lagrangian Particle Dynamics Approach for Crowd Flow Segmentation and Stability Analysis,Privacy preserving crowd monitoring: Counting people without people models or tracking,Marked point processes for crowd counting,Flow mosaicking: Real-time pedestrian counting without scene-specific learning,Improving multi-target tracking via social grouping,Multi-pedestrian detection in crowded scenes: A global view,Multi-source Multi-scale Counting in Extremely Dense Crowd Images,Measuring Crowd Collectiveness,Long-Term Occupancy Analysis Using Graph-Based Optimisation in Thermal Imagery,Highway Vehicle Counting in Compressed Domain,Single-Image Crowd Counting via Multi-Column Convolutional Neural Network,Switching Convolutional Neural Network for Crowd Counting,Detecting multiple moving objects in crowded environments with coherent motion regions,Tracking of cell populations to understand their spatio-temporal behavior in response to physical stimuli
Key-segments for video object segmentation,"Yong Jae Lee, Jaechul Kim, Kristen Grauman, ",2011,139,Automatic Extraction of Moving Objects from Image and LIDAR Sequences,Cotemporal Multi-View Video Segmentation,Moving object segmentation in video using spatiotemporal saliency and laplacian coordinates,Video object segmentation using multiple random walkers with GMM restart rule,Boundary connectedness based video cut for moving object segmentation,Video object segmentation: A survey,Segmenting Objects in Weakly Labeled Videos,Latent SVM for Object Localization in Weakly Labeled Videos,Video Object Segmentation for Content-Aware Video Compression,Maximum weight cliques with mutex constraints for video object segmentation,Linear solution to scale invariant global figure ground separation,Evaluation of super-voxel methods for early video processing,Discovering important people and objects for egocentric video summarization,A combined pose object and feature model for action understanding,Discriminative Segment Annotation in Weakly Labeled Video,Video Object Segmentation through Spatially Accurate and Temporally Dense Extraction of Primary Object Regions,Semi-supervised Domain Adaptation with Instance Constraints,Object-Based Multiple Foreground Video Co-segmentation,Region-Based Particle Filter for Video Object Segmentation,RIGOR: Reusing Inference in Graph Cuts for Generating Object Regions,SeamSeg: Video Object Segmentation Using Patch Seams,Semantic object segmentation via detection in weakly labeled video,Track and Segment: An Iterative Unsupervised Approach for Video Object Proposals,POD: Discovering Primary Objects in Videos Based on Evolutionary Refinement of Object Recurrence Background and Primary Object Models,Actor-Action Semantic Segmentation with Grouping Process Models,Instance-Level Video Segmentation from Object Tracks,Video Segmentation via Object Flow,Primary Object Segmentation in Videos via Alternate Convex Optimization of Foreground and Background Distributions,Discovering the Physical Parts of an Articulated Object Class from Multiple Videos,A Benchmark Dataset and Evaluation Methodology for Video Object Segmentation
Image adaptive watermarking using wavelet domain singular value decomposition,"P. Bao, Xiaohu Ma, ",2005,139,An Information Hiding Scheme Using a Pattern-Based Compression Algorithm,Using a Novel Variable Block Size Image Compression Algorithm for Hiding Secret Data,TDA Tabanli Referans mge ile Sayisal Damgalama Digital Watermarking with SVD Based Reference Image,A new blind adaptive watermarking method based on singular value decomposition,A hybrid RDWT-DCT and SVD based digital image watermarking scheme using Arnold transform,Robustness Enhancement for Noncentric Quantization-Based Image Watermarking,A Robust Image Watermarking in the Ridgelet Domain Using Universally Optimum Decoder,Robust Image Watermarking Based on Multiscale Gradient Direction Quantization,A Novel Gain Invariant Quantization-Based Watermarking Approach,Robust Image Watermarking Based on Multiband Wavelets and Empirical Mode Decomposition,A New Statistical Detector for DWT-Based Additive Image Watermarking Using the Gauss–Hermite Expansion,A robust transform domain watermarking technique by triangular and diagonal factorization,A comparative study on chaotic map approaches for transform domain watermarking algorithm,Watermark Image Recognition from Local Scale-Invariant Feature,Improved image watermarking scheme using nonnegative matrix factorization and wavelet transform,A novel blind watermark algorithm based On SVD and DCT,A Secure Quantization-Based Watermarking Scheme Using An Improved Statistical Model in the Wavelet Domain,A Novel Grayscale Watermarking Algorithm,An adaptive QIM- and SVD-based digital image watermarking scheme in the wavelet domain,Watermarking Algorithm Based on Kernel Fuzzy Clustering and Singular Value Decomposition in the Complex Wavelet Transform Domain,A blind robust watermarking scheme based on CT and SVD,Asymmetric Watermarking Method Based on Subspace Projection,An Adaptive Watermarking Scheme Based on Nonsubsampled Contourlet Transform for Color Image Authentication,Quantization Index Modulation Using Vector Quantization with DWT Based State-Codebook Search,A Study of using L1-norm with Image Watermarking on SVD Domain,IWT-Based Watermarking By Adaptive Bit-Labeling Scheme,Image adaptive semi-fragile watermarking scheme based on RDWT-SVD,Statistical detector for wavelet-based image watermarking using modified GH PDF,Counterfeiting attack on adjusted expanded-bit multiscale quantization-based semi-fragile watermarking technique,MP3-resistant music steganography based on dynamic range transform
Multi-code CDMA wireless personal communications networks,"Chih-Lin I, R. D. Gitlin, ",1995,139,Impact of imperfect CSI estimation on multidimensional communication systems over a Rayleigh fading channel,Observations on jointly optimal detection for multi-rate DS/CDMA systems,Dynamic resource scheduling strategies for QoS in W-CDMA,Multi-code DSSS MAC protocol for integrated services wireless home networks,CEM modulation and per-symbol detection for high-data-rate multicode DS-CDMA systems,Enhanced-performance video transmission in multicode CDMA wireless systems using a feedback error control scheme,Adaptive selection/maximal-ratio combining for multidimensional multicode DS-CDMA with precoding,An adaptive handoff priority scheme for wireless MC-CDMA cellular networks supporting multimedia applications,Packet detection of CDMA multimedia traffic with adaptive spatial filtering,Differentiated assignment of extrinsic information in iterated decoding of fixed weight codewords,Blind channel identification for multirate CDMA systems,Throughput improvement of a dual-class multi-code CDMA ALOHA system with modified channel load sensing protocol,Compensation of nonlinear distortion with memory in multi-code CDMA systems,The impact of nonlinear amplification on multi-code CDMA systems,The multicode interleaved DSSS system for high speed wireless digital communications,QoS-based connection admission control in MC-CDMA cellular networks,Multirate CDMA Receivers with Adaptive Antennas in Multipath Fading Channels,Comparison of Orthogonal Frequency Multiplexed -CDMA Techniques,A fair efficient and exchangeable channelization code assignment scheme for IMT-2000,Orthogonal codes performance in multi-code CDMA,Interference cancellation schemes for a dual-rate variable processing gain DS/CDMA system,A hybrid nonlinear distortion compensator for multicode DS/CDMA systems,Novel Block-Interleaved Multi-code CDMA System for UWB Communications,Design of a Novel Multi-Dimensional HCOC Multi-Code Spread Spectrum System Using Pre-Coding Technique for High Speed Data Transmission of DS-CDMA,A demand-assignment access control for multi-code DS-CDMA wireless packet (ATM) networks,Comparative study of maximum likelihood detection for two multi-rate DS/CDMA systems,Quaternary Constant-Amplitude Codes for Multicode CDMA,A conceptual overview of wideband code division multiple access,Cellular multi-rate CDMA packet transmission with rate-based slot allocation,Multi-phased VSG CDMA with level clipping for high-rate transmission systems
Video indexing based on mosaic representations,"M. Irani, P. Anandan, ",1998,139,Feature-based global motion estimation using the Helmholtz principle,Non-sequential video content representation using temporal variation of feature vectors,Image mosaicing with automatic scene segmentation for video indexing,Indexing and selection of well-lit details in underwater video mosaics using vignetting estimation,Real-time image stabilization and mosaicking by using ground station CPU in UAV surveillance,Networked Surveillance System Using Object-Centric Motion-Based Tracking and Classification,Intermediate description for multiple video adaptation,A texture replacement method at the encoder for bit-rate reduction of compressed video,Efficient background video coding with static sprite generation and arbitrary-shape spatial prediction techniques,Optimal content-based video decomposition for interactive video navigation,Camera Motion Estimation Using a Novel Online Vector Field Model in Particle Filters,Augmented 3-D Keyframe Extraction for Surveillance Videos,DLIG: Direct Local Indirect Global Alignment for Video Mosaicing,Monte-Carlo-Based Parametric Motion Estimation Using a Hybrid Model Approach,Interactive Video Manipulation Using Object Trajectories and Scene Backgrounds,CAMHID: Camera Motion Histogram Descriptor and Its Application to Cinematographic Shot Classification,Block-based feature detection and matching for mosaicing of camera-captured document images,Nonparametric motion characterization using causal probabilistic models for video indexing and retrieval,Motion analysis and segmentation through spatio-temporal slices processing,Video content classification based on 3-D Eigen analysis,Reconstructing arbitrarily focused images from two differently focused images using linear filters,Non-sequential video content representation using temporal variation of feature vectors,A feature-based technique for joint linear estimation of high-order image-to-mosaic transformations: mosaicing the curved human retina,Automatically compositing still images and landscape video sequences,Two-dimensional mesh-based visual-object representation for interactive synthetic/natural digital video,Trifocal motion modeling for object-based video compression and manipulation,A unified approach to shot change detection and camera motion characterization,Sprite generation and coding in multiview image sequences,Producing object-based special effects by fusing multiple differently focused images,Efficient summarization of stereoscopic video sequences
An entropy coding system for digital HDTV applications,"S. -M. Lei, M. -T. Sun, ",1991,139,Multiple-symbol parallel decoding for variable length codes,Dual-block-pipelined VLSI architecture of entropy coding for H.264/AVC baseline profile,An Efficient Field-Partition Based Code Compression and Its Pipelined Decompression System,Experimental VLSI for HDTV and broadband fiber networks,Optimal maximal and maximal prefix codes equivalent to Huffman codes,Efficient Huffman Decoding with Table Lookup,Receiver buffer control for variable bit-rate real-time video,Parallel multiple-symbol variable-length decoding,Design and Hardware Construction of a High Speed and Memory Efficient Huffman Decoding,A concurrent memory-efficient VLC decoder for MPEG applications,A Video Encoder/decoder Architecture For Consumer-use HD-DVCRs,A Bus-monitoring Model For MPEG Decoder Design,Symbol-parallel Vlc Decoding Architecture For Hdtv Application,Optimization of RunBefore decoder and first one detector for MPEG-4 AVC/H.264 CAVLC decoding,A New and Efficient Field-Partition Based Code Compression and Its Pipelined Decompression System,An Efficient Implementation of CAVLC for H.264/AVC,A Low-Cost and High Performance Pipelined Code Decompression Engine for ARM-Series Processors,A Low-Cost VLSI Implementation for VLC,A programmable parallel Huffman decoder,A low power VLSI implementation for variable length decoder in MPEG-1 layer III,Enhanced Architectural Support for Variable-Length Decoding,A fast variable-length decoder with optimized lookup tables on FPGA [MPEG applications],Design of Image Acquisition and Processing Based on FPGA,A Single-Stream Pipelined Instruction Decompression System for Embedded Microprocessors,HW/SW codesign of the MPEG-2 video decoder,VLSI architecture and implementation of a high-speed entropy decoder,The impact of encoding algorithms on MPEG VLSI implementation,A VLSI architecture design of VLC encoder for high data rate video/image coding,A new approach of group-based VLC codec system,A single-chip real-time programmable video signal processor
MBone provides audio and video across the Internet,"M. R. Macedonia, D. P. Brutzman, ",1994,139,Participant registration validation and key distribution for large-scale conferencing systems,IP and ATM integration perspectives,Modeling and simulation of broadband satellite networks .I. medium access control for QoS provisioning,Exploiting reality with multicast groups,A transatlantic research and development environment [3D virtual graphics],A parameterizable methodology for Internet traffic flow profiling,Coordination technology for the WWW,Virtual reality transfer protocol (VRTP) design rationale,Efficient security for large and dynamic multicast groups,A proactive service architecture toward QoS-aware online business,A multimedia system for asynchronous collaboration using the Multicast Backbone and the World Wide Web,A coordination architecture for Internet groupwork,Synchronous distance education via the Internet,Applicability of internet video in distance education for engineering,Service management: from definition to information modeling,Inference of internal loss rates in the MBone,Application layer switching: a deployable technique for providing quality of service,Experimenting Prototype Scenarios For Accessing And Exchanging Multimedia Information,Multimedia Applications Should Be Adaptive,The applications of a toolkit for virtual network creation and management,ATM network experimentation in the state of Oregon,Control and coordination of interactive videoconferencing over hybrid networks,GCSVA-a multiparty videoconferencing system with distributed group and QoS management,A generic protocol for multipoint connections under link-state routing,Structured Overlay Networks for a New Generation of Internet Services,A simple multi-layer digital video coder for multimedia network applications,ABR service for applications with non-linear bandwidth utility functions,Reflections on Security Options for the Real-Time Transport Protocol Framework,Dynamic rate control mechanism for large scale sessions,Soft resource reservation: A flexible guarantee of QoS
