Anisotropic geometric diffusion in surface processing,"U. Clarenz, U. Diewald, M. Rumpf, ",2000,73,Robust Fuzzy C-Means and Bilateral Point Clouds Denoising,Denoising Algorithm for Jacquard Image Using Beltrami Manifold Technique,Refining triangle meshes by non-linear subdivision,Anisotropic diffusion of surface normals for feature preserving surface reconstruction,Mesh Denoising via Genetic Algorithm,Two-stage Point-sampled Model Denoising by Robust Ellipsoid Criterion and Mean Shift,An Adaptive High-Capacity Steganographic Algorithm for 3D Models,Adaptive fairing of surface meshes by geometric diffusion,Adaptive smoothing tangential direction fields on polygonal surfaces,Dynamic meshes for accurate polygonization of implicit surfaces with sharp features,A feature-preserving mesh denoising filter for 3-D printers,Noise in 3D laser range scanner data,Mesh denoising based on differential coordinates,Tensor Voting Guided Mesh Denoising,Vertex-Based Diffusion for 3-D Mesh Denoising,Higher-order nonlinear priors for surface reconstruction,Fuzzy vector median-based surface smoothing,Robust feature detection and local classification for surfaces based on moment analysis,Bilateral recovering of sharp edges on feature-insensitive sampled meshes,Fast and Effective Feature-Preserving Mesh Denoising,Robust Feature-Preserving Mesh Denoising Based on Consistent Subneighborhoods,Bilateral Normal Filtering for Mesh Denoising,Anisotropic Elliptic PDEs for Feature Classification,Bi-Normal Filtering for Mesh Denoising,Variational Mesh Denoising Using Total Variation and Piecewise Constant Function Space,A Robust Scheme for Feature-Preserving Mesh Denoising,A simple algorithm for surface denoising,Multiresolution feature extraction for unstructured meshes,Geometric surface smoothing via anisotropic diffusion of normals,Fairing scalar fields by variational modeling of contours
Particle swarm optimization for integer programming,"E. C. Laskari, K. E. Parsopoulos, M. N. Vrahatis, ",2002,73,Multiple STATCOM Allocation and Sizing Using Particle Swarm Optimization,Unified particle swarm optimization for tackling operations research problems,Barebones Particle Swarm for Integer Programming Problems,A cooperative combinatorial Particle Swarm Optimization algorithm for side-chain packing,Efficiency-constrained particle swarm optimization of a modified bernstein polynomial for conformal array excitation amplitude synthesis,Multiobjective optimization of distributed generation portfolio insertion strategies,Optimal STATCOM Sizing and Placement Using Particle Swarn Optimization,Provision of Data-Intensive Services Through Energy- and QoS-Aware Virtual Machine Placement in National Cloud Data Centers,Emergency Railway Transportation Planning Using a Hyper-Heuristic Approach,Nonlinear Conflict Resolution and Flow Management Using Particle Swarm Optimization,Smart Home in Smart Microgrid: A Cost-Effective Energy Ecosystem With Intelligent Hierarchical Agents,Applying PSO and OCBA to Minimize the Overkills and Re-Probes in Wafer Probe Testing,Topology and Design Optimization of a 14 V Automotive Power Net Using a Modified Discrete PSO in a Physical Simulation,Evaluation of Particle Swarm Optimization Applied to Grid Scheduling,Modified Differential Evolution for the Integer Programming Problems,Solving integer programming problems by an improved harmony search algorithm,A first study of fuzzy cognitive maps learning using particle swarm optimization,Investigating the existence of function roots using particle swarm optimization,Particle swarm optimizers for Pareto optimization with enhanced archiving techniques,PSO under an adaptive scheme,Enhanced particle swarm optimization through external memory support,The Latest vs. Averaged Recent Experience: Which Better Guides a PSO Algorithm?,A Particle Swarm Algorithm for Complex Quantised Problem Spaces,A new PSO approach to constraint satisfaction,Differential evolution for integer programming problems,Dispersion and velocity indices for observing dynamic behavior of particle swarm optimization,A memory-based colonization scheme for particle swarm optimization,Solving binary classification problems with carbon nanotube / liquid crystal composites and evolutionary algorithms,Applying a Modified Particle Swarm Optimizer to Discrete Truss Topology Optimization,An improved AC loss model for the optimization of planar-coil inductors
Non-Linear Symmetry-Preserving Observers on Lie Groups,"Silvere Bonnabel, Philippe Martin, Pierre Rouchon, ",2009,73,Inertial measurements Based dynamic attitude estimation and velocity-free attitude stabilization,A second order minimum-energy filter on the special orthogonal group,An almost global estimator on SO(3) with measurement on S<sup>2</sup>,Determination of relative motion of a space object from simultaneous measurements of range and range rate,Almost global finite-time stable observer for rigid body attitude dynamics,Experimental implementation of an Invariant Extended Kalman Filter-based scan matching SLAM,Adding an integrator for output regulation of systems with matrix Lie-group states,Feedback particle filter on matrix lie groups,The variational attitude estimator in the presence of bias in angular velocity measurements,A globally exponentially stable non-linear velocity observer for vision-aided UAV dead reckoning,Relative localization with symmetry preserving observers,Invariant Extended Kalman Filter: theory and application to a velocity-aided attitude estimation problem,Observer design on the Special Euclidean group SE(3),Invariant Extended Kalman Filter design for a magnetometer-plus-GPS aided inertial navigation system,A simple nonlinear filter for low-cost ground vehicle localization system,Intrinsic filtering on SO(3) with discrete-time observations,Bias estimation for invariant systems on Lie groups with homogeneous outputs,Pi-Invariant Unscented Kalman Filter for sensor fusion,Invariant particle filtering with application to localization,Gaussian approximation of non-linear measurement models on Lie groups,Gradient-like observer design on the Special Euclidean group SE(3) with system outputs on the real projective space,GPS-denied relative motion estimation for fixed-wing UAV using the variational pose estimator,An intrinsic Cramér-Rao bound on SO(3) for (dynamic) attitude filtering,Rigid body motion estimation based on the Lagrange-d'Alembert principle,Unscented state estimation for rigid body attitude motion with a finite-time stable observer,Attitude estimation with feedback particle filter,Kalman filtering with a class of geometric state equality constraints,Invariant unscented Kalman filter with application to attitude estimation,Attitude observer using synchronous intermittent vector measurements,Globally asymptotically stable hybrid observers design on SE (3)
Low-Complexity Block Turbo Equalization for OFDM Systems in Time-Varying Channels,"Kun Fang, Luca Rugini, Geert Leus, ",2008,73,Equalisation technique for high mobility OFDM-based device-to-device communications using subblock tracking,A Survey on High Mobility Wireless Communications: Challenges Opportunities and Solutions,Exploiting Cyclic Prefix for Turbo-OFDM Receiver Design,Novel ICI suppressing receiver for high-mobility DVB-T2 reception with large FFT modes,A BCJR-based turbo equalizer for multicarrier time-varying fading channels,Channel estimation and iterative equalization for long-haul coherent optical OFDM communication systems,Low Complexity Bidirectional Equalization of Doubly Selective Channel Using BEM,Parallel-Filtering Based Equalization of OFDM over Doubly Selective Channels,Decision feedback turbo equalization for OFDM over doubly selective channels,Soft Input Soft Output MMSE-SQRD Based Turbo Equalization for MIMO-OFDM Systems under Imperfect Channel Estimation,Low-complexity frequency-domain turbo equalization for single-carrier transmissions over doubly-selective channels,Orthogonal wavelet division multiplexing for wideband time-varying channels,Low-complexity successive intercell interference cancellation,Comparative performance evaluation of error regularized Turbo-MIMO MMSE-SIC detectors in Gaussian channels,Doubly-selective MMSE channel estimation and ICI mitigation for OFDM systems,Equalization of OFDM for doubly very selective channels,New Turbo Equalization Algorithm Using ICI Cancellation for OFDM Systems,Minimum mean square error turbo equalization of doubly selective channels using the BEM,Analysis of ICI compensation for DVB-T2,New segmental turbo receiver for LTE single user uplink over double selective channels,Mitigation of Intercarrier Interference for OFDM Over Time-Varying Underwater Acoustic Channels,Adaptive Linear Turbo Equalization Over Doubly Selective Channels,Adaptive OFDM Modulation for Underwater Acoustic Communications: Design Considerations and Experimental Results,Markov Chain Monte Carlo Detection for Frequency-Selective Channels Using List Channel Estimates,Hybrid Carrier Modulation with Time-Domain Windows and Iterative Equalization over Underwater Acoustic Channels,Variational Inference-based Joint Interference Mitigation and OFDM Equalization Under High Mobility,Iterative channel estimation and turbo equalization for time-varying channels in a coded OFDM-LTE system for 16-QAM and 64-QAM,Time variant channel estimation using a modified complex exponential basis expansion model in LTE-OFDM systems,Iterative OFDM receiver with combined interference suppression and cancellation,Iterative frequency-domain equalization for WFRFT and EST based modulation schemes over doubly selective wireless fading channels
Pathwise convergence of recursive identification algorithms for Hammerstein systems,"Han-Fu Chen, ",2004,72,Frequency domain identification of Hammerstein systems,A New Method for Power System Load Modeling Using a Nonlinear System Identification Estimator,Stochastic mean-square performance analysis of an adaptive Hammerstein filter,Nuclear norm subspace identification method for Hammerstein system identification,Modeling of contaminant advection-diffusion process based on Hammerstein model,Identification of Hammerstein systems with time delay under load disturbance,Iterative identification of Hammerstein systems with piecewise-linear nonlinearities,Recursive identification for multi-channel Hammerstein systems,Recursive Identification for Hammerstein System with ARX Subsystem,Identification for Hammerstein Systems Using Extended Least Squares Algorithm,Identification for wiener system with discontinuous piece-wise linear function via sparse optimization,Local polynomial approach for identification of nonparametric nonlinear systems: One dimensional case,Nonparametric approach to identification of Hammerstein and Wiener systems,Identification of first-order hammerstein systems and its application to a simple neural mass model for parkinson's disease treatment,Nuclear norm minimization in subspace based continuous-time Hammerstein system identification,BCRLS Identification Method for Hammerstein-Wiener Model,Time-Variation Nonlinear System Identification Based on Bayesian-Gaussian Neural Network,Design and parameter identification of a general Hammerstein model,Strong consistency of recursive identification for Hammerstein systems with discontinuous piecewise-linear memoryless block,Recursive identification for Wiener model with discontinuous piece-wise linear function,Recursive Identification for Hammerstein System With ARX Subsystem,Adaptive Regulator for Hammerstein and Wiener Systems With Noisy Observations,Parametric Identification of Hammerstein Systems With Consistency Results Using Stochastic Inputs,Recursive Identification for Nonlinear ARX Systems Based on Stochastic Approximation Algorithm,Recursive Identification for MIMO Hammerstein Systems,A Recursive Local Linear Estimator for Identification of Nonlinear ARX Systems: Asymptotical Convergence and Applications,Recursive Identification of Multi-Input Multi-Output Errors-in-Variables Hammerstein Systems,Variable Selection and Identification of High-Dimensional Nonparametric Additive Nonlinear Systems,Recursive Identification of Hammerstein Systems: Convergence Rate and Asymptotic Normality,Identification of Hammerstein systems with time-varying piecewise-linear characteristics
Estimation of P[Y,"D. Kundu, R. D. Gupta, ",2006,72,Notice of Retraction<br/>Estimation of stress-strength reliability for a class of distribution under records,Inference Based on Type-II Hybrid Censored Data From a Weibull Distribution,Bayesian Analysis of a Simple Step-Stress Model Under Weibull Lifetimes,Estimation of Reliability in a Multicomponent Stress-Strength Model Based on a Marshall-Olkin Bivariate Weibull Distribution,Statistical Inference of the Reliability for Generalized Exponential Distribution Under Progressive Type-II Censoring Schemes
Control of mechanical systems with classical nonholonomic constraints,"A. M. Bloch, N. H. McClamroch, ",1989,71,Stability of coupled hybrid oscillators,Trajectory generation and steering optimization for self-assembly of a modular robotic system,Fuzzy Model and Control for Hybrid Systems Using Averaging Techniques,Global uniform asymptotic stabilization of an underactuated surface vessel,Global uniform asymptotic stabilization of an underactuated surface vessel: experimental results,Kinematically redundant robots with flexible components,Developments in nonholonomic control problems,Unified formulation of robotic systems with holonomic and nonholonomic constraints,Programming and control of robots by means of differential algebraic inequalities,Tracking control of unicycle-modeled mobile robots using a saturation feedback controller,Control and stabilization of nonholonomic dynamic systems,Exponential stabilization of mobile robots with nonholonomic constraints,Nonholonomic motion planning: steering using sinusoids,Near-optimal nonholonomic motion planning for a system of coupled rigid bodies,Robust motion/force control of mechanical systems with classical nonholonomic constraints,Coordinating locomotion and manipulation of a mobile manipulator,Control of chained systems application to path following and time-varying point-stabilization of mobile robots,Exponential stabilization of nonholonomic chained systems,Trajectory planning and robust stabilization for auto-drive cars. (Build a control center on your car so that you can just sit there and drink beer),Nonlinear tracking control for nonholonomic mobile robots with input constraints: an experimental study,Controllability and stabilizability properties of a nonholonomic control system,Steering nonholonomic systems using sinusoids,Exponential stabilization of mobile robots with nonholonomic constraints,Hybrid control for a class of constrained mechanical systems,Steering nonholonomic systems in chained form,Control and stabilization of nonholonomic Caplygin dynamic systems,Control of mechanical systems with second-order nonholonomic constraints: underactuated manipulators,Coordinating locomotion and manipulation of a mobile manipulator,Invariant manifold techniques for attitude control of symmetric spacecraft,Dynamic path following: a new control algorithm for mobile robots
Virtual and remote control labs using Java: a qualitative approach,"J. Sanchez, F. Morilla, S. Dormido, J. Aranda, P. Ruiperez, ",2002,71,Delay of the Software Commands in the Path PC-Measurement Instruments,Networked control systems distance learning: state of art tendencies and a new fieldbus remote laboratory proposal,Web based control system design and analysis,The concept of virtual laboratory and PIL modeling with REX control system,A Novel Integrated Web Based Learning System for Electrical Machines Education,A Java/Matlab-based environment for remote control system laboratories: illustrated with an inverted pendulum,Development of a Web-Based Control Laboratory for Automation Technicians: The Three-Tank System,Design and Evaluation of an Integrated Online Motion Control Training Package,Design and Implementation of Web-Based Control Laboratory for Test Rigs in Geographically Diverse Locations,EJS JIL Server and LabVIEW: An Architecture for Rapid Development of Remote Labs,Virtual laboratory of a Spider Crane: An implementation based on an interoperability protocol,Easy Mobile Device Programming for Educational Purposes,A new hardware-in-the-loop simulator for control engineering education,Defining and executing practice sessions in a robotics virtual laboratory,VRL a Novel Environment for Control Engineering Practicing: An Application to a Fault Tolerant Control System,Design and implementation of Web-based laboratory management system in colleges and universities,The inverted pendulum: A fundamental benchmark in control theory and robotics,Research on the design and development of a web-based physics virtual lab for junior high schools,Remote Laboratory System with an Inverse Pendulum,From sensor to web using PLC with embedded web server for remote monitoring of processes,Analysis of the Synchronization Delay in the Path PC-DSO Co-operating into the W-DMS,Fieldbus simulator: Architecture typical experiment and tool evaluation,Aspects of Traditional versus Virtual Laboratory for Education in Instrumentation and Measurement,Synchronization of Measurement Instruments Co-operating into the W-DMS,Magnetic levitation system: a virtual lab in easy Java simulation
Scalar equations for synchronous Boolean networks with biological applications,"C. Farrow, J. Heidel, J. Maloney, J. Rogers, ",2004,71
1.5-kV and 2.2-m \(\Omega \) -cm \(^{2}\)  Vertical GaN Transistors on Bulk-GaN Substrates,"Hui Nie, Quentin Diduck, Brian Alvarez, Andrew P. Edwards, Brendan M. Kayes, Ming Zhang, Gangfeng Ye, Thomas Prunty, Dave Bour, Isik C. Kizilyalli, ",2014,71,Series-connected GaN transistors for ultra-fast high-voltage switch (&gt;1kV),A novel device design to lower the on-resistance in GaN trench MOSFETs,600 V GaN vertical V-trench MOSFET with MBE regrown channel,GaN vertical nanowire and fin power MISFETs,Review of wide bandgap materials and their impact in new power devices,State-of-the-art GaN vertical power devices,1.7 kV/1.0 mΩcm<sup>2</sup> normally-off vertical GaN transistor on GaN substrate with regrown p-GaN/AlGaN/GaN semipolar gate structure,Novel GaN trench MIS barrier Schottky rectifiers with implanted field rings,1200 V GaN vertical fin power field-effect transistors,Demonstrating &gt;1.4 kV OG-FET performance with a novel double field-plated geometry and the successful scaling of large-area devices,The GaN trench gate MOSFET with floating islands,Reliability of power devices: Bias-induced threshold voltage instability and dielectric breakdown in GaN MIS-HEMTs,Design and optimization of GaN lateral polarization-doped super-junction (LPSJ): An analytical study,Proposal of a novel GaN/SiC hybrid FET (HyFET) with enhanced performance for high-voltage switching applications,AlGaN/GaN power device technology for high current (100+ A) and high voltage (1.2 kV),Over 10 a operation with switching characteristics of 1.2 kV-class vertical GaN trench MOSFETs on a bulk GaN substrate,Review of Commercial GaN Power Devices and GaN-Based Converter Design Challenges,Power Semiconductor Devices for Smart Grid and Renewable Energy Systems,600 V/ $1.7~Omega$ Normally-Off GaN Vertical Trench Metal–Oxide–Semiconductor Field-Effect Transistor,OG-FET: An In-Situ ${O}$ xide ${G}$ aN Interlayer-Based Vertical Trench MOSFET,High-Performance 500 V Quasi- and Fully-Vertical GaN-on-Si pn Diodes,In Situ Oxide GaN Interlayer-Based Vertical Trench MOSFET (OG-FET) on Bulk GaN substrates,High-Performance GaN Vertical Fin Power Transistors on Bulk GaN Substrates,Dispersion Free 450-V p GaN-Gated CAVETs With Mg-ion Implanted Blocking Layer,1.1-kV Vertical GaN p-n Diodes With p-GaN Regrown by Molecular Beam Epitaxy,Impact of Trench Dimensions on the Device Performance of GaN Vertical Trench MOSFETs,First Demonstration of AlSiO as Gate Dielectric in GaN FETs; Applied to a High Performance OG-FET,GaN-on-Si Quasi-Vertical Power MOSFETs,Vertical Power p-n Diodes Based on Bulk GaN,Origin and Control of OFF-State Leakage Current in GaN-on-Si Vertical Diodes
A novel high-&kappa; SONOS memory using TaN/Al2O3/Ta2O5/HfO2/Si structure for fast speed and long retention operation,"Xuguang Wang, Dim-Lee Kwong, ",2006,71,Si-nanowire TAHOS (TaN/Al2O3/HfO2/SiO2/Si ) nonvolatile memory cell,SONOS-type flash memory using an HfO/sub 2/ as a charge trapping layer deposited by the sol-gel spin-coating method,A Novel Nanowire Channel Poly-Si TFT Functioning as Transistor and Nonvolatile SONOS Memory,Improved High Temperature Retention for Charge-Trapping Memory by Using Double Quantum Barriers,High performance charge-trapping flash memory with highly-scaled trapping layer,Comparison of MONOS Memory Device Integrity When Using  $hbox{Hf}_{1 - x - y}hbox{N}_{x}hbox{O}_{y}$  Trapping Layers With Different N Compositions,High-Performance Double-Layer Nickel Nanocrystal Memory by Ion Bombardment Technique,Implementation of Short-Term Plasticity and Long-Term Potentiation in a Synapse Using Si-Based Type of Charge-Trap Memory,Design and Fabrication of Ta$_{2}$O $_{5}$ Stacks for Discrete Multibit Memory Application,Electron trapping in Al2O3/HfO2 nanolaminate-based MOS capacitors
Image segmentation and edge enhancement with stabilized inverse diffusion equations,"I. Pollak, A. S. Willsky, H. Krim, ",2000,71,Anisotropic nonlinear diffusion approach to image sharpening,Multiscale texture segmentation with vector-valued nonlinear diffusions on arbitrary graphs,Circle-Valued Nonlinear Diffusions with Application to Texture Segmentation,Image Restoration using Geometrically Stabilized Reverse Heat Equation,Combined nonlinear inverse diffusion filter and triangle method used for noise removal from polygonal shapes,Complex diffusion based speckle reduction from digital images,Nonlinear diffusion equation for speckle reducing and resolution enhancement,Tropical forest biomass recovery using GeoSAR observations,Thick slice interpolation using reverse anisotropic diffusion to reduce partial volume effect,A nonlinear diffusion-based three-band filter bank,Nonlinear multiscale filtering,Unifying probabilistic and variational estimation,ISAR image segmentation by non linear diffusion equation,Feature enhancement for multi-polarimetric SAR images: A novel approach based on PDE and regularization,A stochastic diffusion approach to signal denoising,Texture segmentation with diffusions on arbitrary graphs,Wavelet-Based Multiscale Anisotropic Diffusion With Adaptive Statistical Analysis for Image Restoration,A study on image segmentation using nonlinear diffusion equation,Target Detection and Texture Segmentation in Polarimetric SAR Images Using a Wavelet Frame: Theoretical Aspects,Multiscale segmentation with vector-valued nonlinear diffusions on arbitrary graphs,Denoising-Enhancing Images on Elastic Manifolds,Smart nonlinear diffusion: a probabilistic approach,Spatial Random Tree Grammars for Modeling Hierarchal Structure in Images with Regions of Arbitrary Shape,Nonlinear evolution equations as fast and exact solvers of estimation problems,Multiseeded segmentation using fuzzy connectedness,Comparison of GLR and invariant detectors under structured clutter covariance,Bridging nonlinear diffusion and multiscale analyses,Noise removal from polygonal shapes using combined inverse diffusion filter and triangle method,Low bit rate image coding in the scale space,Image Enhancement using Triple Energy Well A Novel approach
PATUS: A Code Generation and Autotuning Framework for Parallel Iterative Stencil Computations on Modern Microarchitectures,"Matthias Christen, Olaf Schenk, Helmar Burkhart, ",2011,71,Generalized GPU Acceleration for Applications Employing Finite-Volume Methods,Trusted High-Performance Computing in the Classroom,A scalable design approach for stencil computation on reconfigurable clusters,ATF: A Generic Auto-Tuning Framework,Performance Evaluation and Tuning of 2D Jacobi Iteration on Many-Core Machines,ImageCL: An image processing language for performance portability on heterogeneous systems,MaSiF: Machine learning guided auto-tuning of parallel skeletons,Compiler generation and autotuning of communication-avoiding operators for geometric multigrid,Development of the p-medicine oncosimulator as a parallel treatment support system,PADS: A Pattern-Driven Stencil Compiler-Based Tool for Reuse of Optimizations on GPGPUs,On the GPU-CPU Performance Portability of OpenCL for 3D Stencil Computations,CuNesl: Compiling Nested Data-Parallel Languages for SIMT Architectures,Automatic Performance Tuning of Stencil Computations on GPUs,A Region-Aware Multi-Objective Auto-Tuner for Parallel Programs,NUMA Aware Iterative Stencil Computations on Many-Core Systems,Optimizing and Auto-Tuning Iterative Stencil Loops for GPUs with the In-Plane Method,Nitro: A Framework for Adaptive Code Variant Tuning,Compiler-Directed Transformation for Higher-Order Stencils,Autotuning Stencil Computations with Structural Ordinal Regression Learning,Auto-Tuning the Java Virtual Machine,Automating Compiler-Directed Autotuning for Phased Performance Behavior,A Sampling Based Strategy to Automatic Performance Tuning of GPU Programs,Snowflake: A Lightweight Portable Stencil DSL,Chemora: A PDE-Solving Framework for Modern High-Performance Computing Architectures,Computation Pattern Driven Reuse of Manual Optimizations for GPGPUs,On Partitioning Two Dimensional Finite Difference Meshes for Distributed Memory Parallel Computers,Reproducible Stencil Compiler Benchmarks Using PROVA!,Devito: Towards a Generic Finite Difference DSL Using Symbolic Python,Application autotuning to support runtime adaptivity in multicore architectures,Tiling stencil computations to maximize parallelism
Combinatorial constructions of optimal optical orthogonal codes with weight 4,"Yanxun Chang, R. Fuji-Hara, Ying Miao, ",2003,71,Algorithm Optical Codes: An alternative to Random Optical Codes in an intra-satellite optical wireless network,New constructions of asymptotically optimal optical orthogonal codes with λ = 1,Three new families of optimal variable-weight optical orthogonal codes,New construction of asymptotically optimal optical orthogonal codes,A new class of optimal variable-weight OOCs based on cyclic difference families,More results on optimal optical orthogonal codes with weight four,Optimal two-dimensional variable-weight optical orthogonal codes via scarce mixed difference families,New Optimal (14p {4 5} 1 (3/4 1/4))-OOCs,A new class of optimal optical orthogonal codes with weight six,Advanced Techniques to Increase the Number of Users and Bit Rate in OCDMA Networks,Outer-product matrix representation of optical orthogonal codes,A new class of optimal optical orthogonal codes with weight five,Bounds and Constructions of Optimal ($n 4 2 1$) Optical Orthogonal Codes,Combinatorial Constructions for Optimal Two-Dimensional Optical Orthogonal Codes,New Upper Bound for  $(m k lambda )$-IRSs With $lambda geq 2$,Two-Dimensional Optical Orthogonal Codes and Semicyclic Group Divisible Designs,Optical Orthogonal Signature Pattern Codes With Maximum Collision Parameter $2$  and Weight $4$ ,Determination of the Exact Value for  $Psi(mkk-1)$,General Constructions of Optimal Variable-Weight Optical Orthogonal Codes,Relative Difference Families With Variable Block Sizes and Their Related OOCs,Combinatorial Constructions for Optimal Two-Dimensional Optical Orthogonal Codes With  $lambda=2$,Large Families of Asymptotically Optimal Two-Dimensional Optical Orthogonal Codes,Optimal 2-D $(ntimes m321)$-optical Orthogonal Codes,Asymptotically Optimal Optical Orthogonal Codes With New Parameters,Self-Synchronizing Pulse Position Modulation With Error Tolerance,Combinatorial Constructions of Optimal Three-Dimensional Optical Orthogonal Codes,Constructions of Optimal 2-D Optical Orthogonal Codes via Generalized Cyclotomic Classes, $(mkern -1ptnkern -1pt3kern -1pt1)$  Optical Orthogonal Signature Pattern Codes With Maximum Possible Size,New Families of Optimal Variable-Weight Optical Orthogonal Codes With High Weights,Cyclic Constant-Weight Codes: Upper Bounds and New Optimal Constructions
Variational optical flow computation in real time,"A. Bruhn, J. Weickert, C. Feddern, T. Kohlberger, C. Schnorr, ",2005,71,Enhancing accuracy and sharpness of motion field with adaptive scheme and occlusion-aware filter,Poster: Physically-based natural hand and tangible AR interaction for face-to-face collaboration on a tabletop,Computation scalable disparity estimation for delay sensitive 3D video surveillance system,GPU-Accelerated Foveation for Video Frame Rate Tracking,Lucas-Kanade Optical Flow estimation on the TI C66x digital signal processor,Optical flow A combined local-global approach using L1 norm,Enhancing and experiencing spacetime resolution with videos and stills,Towards ultimate motion estimation: combining highest accuracy with real-time performance,A Variational Method for Scene Flow Estimation from Stereo Sequences,Dense Multiscale Motion Extraction from Cardiac Cine MR Tagging using HARP Technology,Optical flow estimation on coarse-to-fine region-trees using discrete optimization,Efficiency measurement of various denoise techniques for moving object detection using aerial images,Medical image registration method based on the optical flow model of improved regularization,Tangent flow estimation based on 3-D gradient constraint,Real time stereo-based biologically inspired 3D motion classifier cells,Computationally efficient recognition of activities of daily living,Recognition of Activities of Daily Living,Tracking Endocardium Using Optical Flow along Iso-Value Curve,Real-time stereo and optical flow data fusion,An Embedded Optical Flow Processor for Visual Navigation using Optical Correlator Technology,Fusion of stereo and optical flow data using occupancy grids,Duality TV-L1 flow with fundamental matrix prior,Evolutionary Optimization Applied for Fine-Tuning Parameter Estimation in Optical Flow-Based Environments,Optimization Strategies for High-Performance Computing of Optical-Flow in General-Purpose Processors,Markerless Shape and Motion Capture From Multiview Video Sequences,Fast Optical Flow Estimation Based on the Split Bregman Method,Multigrid Geometric Active Contour Models,Deinterlacing Using Variational Methods,Video Super-Resolution Using Simultaneous Motion and Intensity Calculations,An iterative method for optical flow estimation with motion blur
Constructive approximations for neural networks by sigmoidal functions,"L. K. Jones, ",1990,71,Universal approximation bounds for superpositions of a sigmoidal function,Good weights and hyperbolic kernels for neural networks projection pursuit and pattern classification: Fourier strategies for extracting information from high-dimensional data,The computational intractability of training sigmoidal neural networks,Learning pattern classification-a survey,NN models of hysteretic nonlinear electromagnetic devices under voltage or current supply,A non-linear circuit model of hysteresis,Identification of nonlinear dynamic systems using functional link artificial neural networks,Alternative neural network training methods [active sonar processing],Wavelet networks,The dependence identification neural network construction algorithm,Underwater signal prediction and parameter estimation using artificial neural networks,Regressor selection and wavelet network construction,Traffic responsive signal timing plan generation based on neural network,Approximating nonlinear functions via neural networks based on discrete affine wavelet transformations,Universal approximation using probabilistic neural networks with sigmoid activation functions,Weights and structure determination of pruning-while-growing type for 3-input power-activation feed-forward neuronet,Approximation by nonlinear wavelet networks,On the feasibility of solving regression learning tasks with FFANN using non-sigmoidal activation functions,Growing-type WASD for power-activation neuronet to model and forecast monthly time series,An improved method of wavelet neural network optimization based on filled function method,Estimation of size of hidden layer on basis of bound of generalization error,Adaptive solution of differential equations for the regularization of artificial neural networks,A Novel Neural Network Structure With Fast Convergence Based On Optimizing Combination Of Different Activation Function,Neural network initialization with prototypes - a case study in function approximation,Toward constructive methods for sigmoidal neural networks - function approximation in engineering mechanics applications,An in-the-loop training method for VLSI neural networks,Effect of activation function symmetry on training of SFFANNs with the backpropagation algorithm,Neural network based online traffic signal controller design with reinforcement training,Output feedback control of rigid robots using dynamic neural networks,A PWL circuit approach to the definition of a /spl epsiv/-approximation model of scalar static hysteresis
Flocking of Multi-Agent Non-Holonomic Systems With Proximity Graphs,"Jiandong Zhu, Jinhu Lu, Xinghuo Yu, ",2013,71,Some simple criteria for pinning a Lur'e network with directed topology,Leader-following consensus of non-linear multi-agent systems with jointly connected topology,Position convergence of informed agents in flocking problem with general linear dynamic agents,Synchronisation of discrete-time complex networks with delayed heterogeneous impulses,Multi-flocking of networked non-holonomic mobile robots with proximity graphs,Distributed adaptive consensus protocols for linearly coupled Lur'e systems over a directed topology,Distributed guidance for interception by using multiple rotary-wing unmanned aerial vehicles,Cluster consensus of Boolean multi-agent systems,Finite-time consensus control for a group of quadrotor aircraft,Finite-time consensus of multi-agent systems with double integrator dynamics using only relative position measurements,Finite-time formation control of multiple mobile robots,Finite-time leader-following consensus for multiple non-holonomic agents,Model predictive flocking control for the Cucker-Smale multi-agent model,Robust SMC for synchronization of networked time delay robotic systems,Cooperative formation control strategy in heterogeneous network with bounded acceleration,Double integrator consensus in fixed time: A novel distributed algorithm for generalised networks,Theory and applications of complex networks: Advances and challenges,Consensus for second-order nonlinear leader-following multi-agent systems via event-triggered control,Flocking algorithms for multi-agent systems with time-delay,Fault-tolerant consensus for a group of double-integrator agents communicating over directed topology,Model-free optimal consensus control for multi-agent systems using kernel-based ADP method,Synchronization of the Delayed Vicsek Model,Synchronization of Nonlinear Dynamical Networks With Heterogeneous Impulses,Finite-Time Synchronization of a Class of Second-Order Nonlinear Multi-Agent Systems Using Output Feedback Control,Designing Hyperchaotic Systems With Any Desired Number of Positive Lyapunov Exponents via A Simple Model,Recovering Structures of Complex Dynamical Networks Based on Generalized Outer Synchronization,Model predictive flocking control for second-order multi-agent systems with input constraints,Adaptive Rigidity-Based Formation Control for Multirobotic Vehicles With Dynamics,Optimal Control of Epidemic Information Dissemination Over Networks,Synchronization of a Group of Mobile Agents With Variable Speeds Over Proximity Nets
