Mining actionlet ensemble for action recognition with depth cameras,"Jiang Wang, Zicheng Liu, Ying Wu, Junsong Yuan, ",2012,348,Substitutive skeleton fusion for human action recognition,4DCov: A Nested Covariance Descriptor of Spatio-Temporal Features for Gesture Recognition in Depth Sequences,Implementation of a Virtual Training Simulator Based on 360° Multi-View Human Action Recognition,Multi-Temporal Depth Motion Maps-Based Local Binary Patterns for 3-D Human Action Recognition,Action Recognition in Video Sequences using Deep Bi-Directional LSTM With CNN Features,Spatially and Temporally Structured Global to Local Aggregation of Dynamic Depth Information for Action Recognition,Action recognition using completed local binary patterns and multiple-class boosting classifier,Skeleton based action recognition with convolutional neural network,Human activity recognition in the context of industrial human-robot interaction,Benchmarking human motion analysis using kinect one: An open source dataset,Graph regularized implicit pose for 3D human action recognition,3D human action segmentation and recognition using pose kinetic energy,Rate invariant action recognition in Lie algebra,Silhouettes versus skeletons in gesture-based authentication with Kinect,Improving surface normals based action recognition in depth images,Depth-based action recognition using multiscale sub-actions depth motion maps and local auto-correlation of space-time gradients,Selective features for RGB-D saliency,Online context-based person re-identification and biometric-based action recognition for service robots,Encoding spatio-temporal distribution by generalized VLAD for action recognition,Action recognition for human robot interaction in industrial applications,Unsupervised Human Activity Detection with Skeleton Data from RGB-D Sensor,Action recognition of motion capture data,An Approach to Pose-Based Action Recognition,Spatio-temporal Depth Cuboid Similarity Feature for Activity Recognition Using Depth Camera,Mid-level deep pattern mining,Hierarchical recurrent neural network for skeleton based action recognition,NTU RGB+D: A Large Scale Dataset for 3D Human Activity Analysis,3D Action Recognition from Novel Viewpoints,A Hierarchical Pose-Based Approach to Complex Action Understanding Using Dictionaries of Actionlets and Motion Poselets,Mining 3D Key-Pose-Motifs for Action Recognition
A categorization of multiscale-decomposition-based image fusion schemes with a performance study for a digital camera application,"Zhong Zhang, R. S. Blum, ",1999,343,Real time multisensor Laplacian fusion on FPGA,A region-based image fusion algorithm using multiresolution segmentation,Image Fusion Scheme in Intelligent Transportation System,Extending the depth of field in microscopy: A review,Investigation of image fusion methods for helicopter day night and all weather operation,Research of multi-focus image fusion based on M-band multi-wavelet transformation,Fusion of visual and infrared signals in visual sensor network for night vision,Multifocus image fusion based on compressive sensing for visual sensor networks,Medical Image Fusion Based on Wavelet Transform and Independent Component Analysis,Hybrid Multiresolution Method for Multisensor Multimodal Image Fusion,Analysis of Image Quality for Image Fusion via Monotonic Correlation,Level selection for multiscale fusion of out-of-focus image,Review of image fusion algorithm based on multiscale decomposition,Fusion of multifocus images using discrete multiwavelet transform,Imaging for concealed weapon detection: a tutorial overview of development in imaging sensors and processing,A Novel Wavelet Medical Image Fusion Method,A novel multi-cue based image fusion method combining multi-principle microscopy images towards Nuclear transfer technology,Image Fusion Algorithm Based on Self-Adaptive Fuzzy Clustering Method,Fusion of multiple side-scan sonar views,Multi-sensor image fusion based on moment calculation,Real-time algorithm for video fusion evaluation: Application to surveillance system based on UAV platform,Palmprint Recognition Method Based on Adaptive Fusion,Optimal image fusion using the Rayleigh quotient,Total variation regularization-based adaptive pixel level image fusion,Evaluation of criterion functions for the fusion of multi-focus noisy images,Regularized Restoration Using Image Fusion for Digital Auto-Focusing,Novel Masks for Multimodality Image Fusion using DTCWT,An Efficient Natural-Looking Color Fusion Method of Infrared and Visible Images,Using infrared imaging technology for concealed weapons detection and visualization,A PDE-Based Approach to Three-Dimensional Seismic Data Fusion
A benchmark for the evaluation of RGB-D SLAM systems,"J&uuml;rgen Sturm, Nikolas Engelhard, Felix Endres, Wolfram Burgard, Daniel Cremers, ",2012,337,GASP: Geometric Association with Surface Patches,SceneNN: A Scene Meshes Dataset with aNNotations,Implementation of a Virtual Training Simulator Based on 360° Multi-View Human Action Recognition,Evaluation of the modern visual SLAM methods,Sparse edge visual odometry using an RGB-D camera,Convergence-enhanced dense RGB-D odometry with a rotational motion prior from a gyroscope,Towards Precise Visual Navigation and Direct Georeferencing for MAV Using ORB-SLAM2,A robust fusion method for RGB-D SLAM,HHA-based CNN image features for indoor loop closure detection,An effective approach to SLAM toward autonomous operation for a Leg/Arm composite mobile robot in unknown environment based on RGB-D images,Real-time SLAM using an RGB-D camera for mobile robots,Bi-objective optimization for robust RGB-D visual odometry,Building semantic maps for blind people to navigate at home,Feature based simultaneous localization and semi-dense mapping with monocular camera,An algorithm based on photo consistency for image feature point matching,Using 6 DOF vision-inertial tracking to evaluate and improve low cost depth sensor based SLAM,A novel RGB-D SLAM algorithm based on points and plane-patches,Registration of Noisy Point Clouds Using Virtual Interest Points,Joint Detection Tracking and Mapping by Semantic Bundle Adjustment,Efficient Hierarchical Graph-Based Segmentation of RGBD Videos,A Minimal Solution to the Generalized Pose-and-Scale Problem,Simultaneous Localization and Calibration: Self-Calibration of Consumer Depth Cameras,Real-time joint estimation of camera orientation and vanishing points,Online Reconstruction of Indoor Scenes from RGB-D Streams,Joint Multiview Segmentation and Localization of RGB-D Images Using Depth-Induced Silhouette Consistency,Theory and Practice of Structure-From-Motion Using Affine Correspondences,Dynamic Time-of-Flight,ScanNet: Richly-Annotated 3D Reconstructions of Indoor Scenes,GMS: Grid-Based Motion Statistics for Fast Ultra-Robust Feature Correspondence,DeMoN: Depth and Motion Network for Learning Monocular Stereo
High-speed photographs of a dielectric barrier atmospheric pressure plasma jet,"M. Teschke, J. Kedzierski, E. G. Finantu-Dinu, D. Korzec, J. Engemann, ",2005,335
"Robust real-time periodic motion detection, analysis, and applications","R. Cutler, L. S. Davis, ",2000,334,An efficient method for real-time activity recognition,Automatic Bird Species Detection From Crowd Sourced Videos,Periodic motion detection with ROI-based similarity measure and extrema-based reference selection,Group Behavior Recognition for Gesture Analysis,Machine Recognition of Human Activities: A Survey,Combining Fuzzy Vector Quantization With Linear Discriminant Analysis for Continuous Human Movement Recognition,Pedestrian Detection Based on Blob Motion Statistics,Video-Based Human Behavior Understanding: A Survey,Pedestrian Detection in Binocular Stereo Sequence Based on Appearance Consistency,Type-2 Fuzzy Topic Models for Human Action Recognition,Use of small imaging sonars for diver identification,Mining Semantic Context Information for Intelligent Video Surveillance of Traffic Scenes,3-D model-based vehicle tracking,Quasi-periodic spatiotemporal filtering,Detection of Gait Characteristics for Scene Registration in Video Surveillance System,Learning and Matching of Dynamic Shape Manifolds for Human Action Recognition,Bayesian Foreground and Shadow Detection in Uncertain Frame Rate Surveillance Videos,A Low False Negative Filter for Detecting Rare Bird Species From Short Video Segments Using a Probable Observation Data Set-Based EKF Method,Dual Diversified Dynamical Gaussian Process Latent Variable Model for Video Repairing,Pedestrian detection and tracking with night vision,Human Behavior Analysis for Highlight Ranking in Broadcast Racket Sports Video,Rhythm of Motion Extraction and Rhythm-Based Cross-Media Alignment for Dance Videos,Repetitive motion analysis: segmentation and event classification,A computational model for periodic pattern perception based on frieze and wallpaper groups,Tracking multiple humans in complex situations,Video repairing under variable illumination using cyclic motions,Statistical analysis of dynamic actions,Extraction and Analysis of Multiple Periodic Motions in Video Sequences,Human Action Recognition by Semilatent Topic Models,Hidden Part Models for Human Action Recognition: Probabilistic versus Max Margin
Visual tracking of a moving target by a camera mounted on a robot: a combination of control and vision,"N. P. Papanikolopoulos, P. K. Khosla, T. Kanade, ",1993,326,Optimal strategies to track and capture a predictable target,On-line data-driven fuzzy clustering with applications to real-time robotic tracking,Hybrid vision-force control for robot with uncertainties,Adaptive Jacobian Tracking Control of Robots based on Visual Task-space Information,Optimal Motion Strategies Based on Critical Events to Maintain Visibility of a Moving Target,Detection and Tracking of External Features in an Urban Environment Using an Autonomous Helicopter,GPC versus H ∞ Control for Fast Visual Servoing of a Medical Manipulator including Flexibilities,Adaptive Vision and Force Tracking Control of Constrained Robots with Structural Uncertainties,Adaptive Vision based Tracking Control of Robots with Uncertainty in Depth Information,A Model-free Vision-based Robot Control for Minimally Invasive Surgery using ESM Tracking and Pixels Color Selection,High Speed Visual Servoing with Ultrasonic Motors,FAT-based adaptive visual servoing for robots with time varying uncertainties,Multisensor based intelligent planning and control for robotic manipulators on a mobile platform,Principles and practice of real-time visual tracking for navigation and mapping,Vision-based guidance of a robotic arm for object handling operations — The white'R vision framework,Networked Surveillance System Using Object-Centric Motion-Based Tracking and Classification,Vision system for mobile robots for tracking moving targets based on robot motion and stereo vision information,Video Data Compression for Robot to Robot Communication,Experimental results for uncalibrated eye-in-hand visual servoing,H/sub 2/ control with time-domain constraints: theory and an application,Fuzzy logic control to suppress noises and coupling effects in a laser tracking system,Passivity-Based Dynamic Visual Feedback Control for Three-Dimensional Target Tracking: Stability and $L_{2}$-Gain Performance Analysis,Robust Visual Servo Control of a Mobile Robot for Object Tracking Using Shape Parameters,Robust and Accurate Object Tracking Under Various Types of Occlusions,Visual Object Tracking Based on Local Steering Kernels and Color Histograms,Multicore DSP implementation of adaptive correlation tracker,A portable robotic workcell: Building robotics technology partnerships,Online data-driven fuzzy clustering with applications to real-time robotic tracking,Hybrid motion control and planning strategies for visual servoing,Kalman Filter for Robot Vision: A Survey
Elliptical head tracking using intensity gradients and color histograms,"S. Birchfield, ",1998,326,Robust Head Tracking Based on Multiple Cues Fusion in the Kernel-Bayesian Framework,Visual Tracking via Online Nonnegative Matrix Factorization,Visual Object Tracking Based on Backward Model Validation,Multi-Tracker Partition Fusion,Embedded Vision Modules for Tracking and Counting People,Integrating Color and Shape-Texture Features for Adaptive Real-Time Object Tracking,Tracking Nonstationary Visual Appearances by Data-Driven Adaptation,Object Tracking via Partial Least Squares Analysis,Adaptive Kalman Filtering for Histogram-Based Appearance Learning in Infrared Imagery,Robust Face Recognition From Multi-View Videos,Fast Pixelwise Adaptive Visual Tracking of Non-Rigid Objects,Stochastic car tracking with line- and color-based features,Color-based road detection in urban traffic scenes,A hierarchical human detection system in (un)compressed domains,Kernel-based object tracking,Face detection and tracking in a video by propagating detection probabilities,Robust online appearance models for visual tracking,Real-time tracking using trust-region methods,Skin color-based video segmentation under time-varying illumination,Multicue HMM-UKF for real-time contour tracking,Adaptive Object Tracking Based on an Effective Appearance Filter,Dependent Multiple Cue Integration for Robust Tracking,Context-Aware Visual Tracking,Tracking by Affine Kernel Transformations Using Color and Boundary Cues,Robust Object Tracking with Online Multiple Instance Learning,Mean Shift Trackers with Cross-Bin Metrics,Tracking-Learning-Detection,Preserving Structure in Model-Free Tracking,The Applicability of Spatiotemporal Oriented Energy Features to Region Tracking,Object Tracking Benchmark
HMDB: A large video database for human motion recognition,"H. Kuehne, H. Jhuang, E. Garrote, T. Poggio, T. Serre, ",2011,324,Gaze-Assisted Multi-Stream Deep Neural Network for Action Recognition,Action Recognition in Video Sequences using Deep Bi-Directional LSTM With CNN Features,Mid-level parts mined by feature selection for action recognition,The promise of big data technologies and challenges for image and video analytics in healthcare,Human object interactions recognition based on social network analysis,Pose-invariant kinematic features for action recognition,Interest Point Selection with Spatio-temporal Context for Realistic Action Recognition,Representing visual appearance by video Brownian covariance descriptor for human action recognition,Action prediction based on dense trajectory and dynamic image,Deep learning based human action recognition: A survey,Moving objects tracking from most probable regions and eliminating camera motion,Initial-state invariant Binet-Cauchy kernels for the comparison of Linear Dynamical Systems,Genetic programming evolved spatial descriptor for Indian monuments classification,Efficient Action Recognition with MoFREAK,Integration of Uncertainty in the Analysis of Dyadic Human Activities,A database for fine grained activity detection of cooking activities,Action bank: A high-level representation of activity in video,Better Exploiting Motion for Better Action Recognition,Motionlets: Mid-level 3D Parts for Human Motion Recognition,Joint Sparsity-Based Representation and Analysis of Unconstrained Activities,Watching Unlabeled Video Helps Learn New Human Actions from Very Few Labeled Snapshots,Actionness Ranking with Lattice Conditional Ordinal Random Fields,Human Action Recognition across Datasets by Foreground-Weighted Histogram Decomposition,Efficient Action Localization with Approximately Normalized Fisher Vectors,A Cause and Effect Analysis of Motion Trajectories for Modeling Actions,Multi-view Super Vector for Action Recognition,Nested motion descriptors,Articulated motion discovery using pairs of trajectories,Human action segmentation with hierarchical supervoxel consistency,Modeling video evolution for action recognition
Relative end-effector control using Cartesian position based visual servoing,"W. J. Wilson, C. C. Williams Hulls, G. S. Bell, ",1996,321,Decoupled EKF for simultaneous target model and relative pose estimation using feature points,Sensitivity analysis of EKF and iterated EKF pose estimation for position-based visual servoing,Experimental results for image-based pose and velocity estimation,Approximating the visuomotor function for visual servoing,Visual servoing using image moments and Nonlinear State Error Feedback control law,Visual servo system design based on embedded Linux,Task re-encoding in vision-based control systems,Grasping real objects using virtual images,Visual feedback control of rigid body motion base on dissipation theoretical approach,Visual servo control using homography estimation for the stabilization of an X4-flyer,UAV Tracking with a Monocular Camera,An active visual servoing strategy for nonholonomic mobile robots,Black-box modeling of a 2-DOF manipulator in the image plane using recurrent neurofuzzy networks,Object position/pose estimation using CAD models for navigation of manipulator with a single CCD camera,An occlusion prediction algorithm for visual servoing tasks in a multi-arm robotic cell,An analogic CNN algorithm for following continuously moving objects,Two-stage robotic crystal mounting of protein crystals for X-ray data collection,Visually servoed pickup of stationary objects with a kinematically controlled manipulator,Visual Servoing Controller for Robot Manipulators,Challenges of Vision for Real-Time Sensor Based Control,Towards Practical Visual Servoing in Robotics,Robust visual servoing based on relative orientation,Visual tracking and control using Lie algebras,An eye-in-hand stereo visual servoing for tracking and catching moving objects,Optimization design for visual servoing in eye-in-hand robotics,Design of a filter-based robot visual servoing system,A combined 2D-3D vision system for automatic robot picking,A Dynamic Features Selection Based Algorithm for 3D Objects Motion Estimation,Shape features for image-based servo-control using image moments,A design of aircraft drilling end-effector based on flexible railway
Radiometric CCD camera calibration and noise estimation,"G. E. Healey, R. Kondepudy, ",1994,319,PRNU-based forgery detection with regularity constraints and global optimization,Studying That Smile,Identifying and prefiltering images,Digital image forensics,Model-based image enhancement of far infra-red images,Fast color fiducial detection and dynamic workspace extension in video see-through self-tracking augmented reality,Robust video denoising by low-rank decomposition and modeling noises with mixture of Gaussian,Radiometric calibration of CCD sensors: dark current and fixed pattern noise estimation,Color edge detection using the Skellam distribution as a sensor noise model,Superresolution techniques for sun-sensor processing,A Variational Bayesian Approach for Image Restoration—Application to Image Deblurring With Poisson–Gaussian Noise,A Technique for Evaluation of CCD Video-Camera Noise,Detecting Changes in Hyperspectral Imagery Using a Model-Based Approach,Hyperspectral Signal Subspace Identification in the Presence of Rare Vectors and Signal-Dependent Noise,A Radiometric Calibration Model for the Field Imaging Spectrometer System,Digital image forensics via intrinsic fingerprints,Determining Image Origin and Integrity Using Sensor Noise,Forensic detection of image manipulation using statistical intrinsic fingerprints,Detecting Forgery From Static-Scene Video Based on Inconsistency in Noise Level Functions,An Asymptotically Uniformly Most Powerful Test for LSB Matching Detection,A Bayesian-MRF Approach for PRNU-Based Image Forgery Detection,Content-Adaptive Steganography by Minimizing Statistical Detectability,On the SPN Estimation in Image Forensics: A Systematic Empirical Evaluation,Blind PRNU-Based Image Clustering for Source Identification,Temperature correction of radiometric and geometric models for an uncooled CCD camera in the near infrared,CCD Color Camera Characterization for Image Measurements,Performance characterization of the dynamic programming obstacle detection algorithm,Joint demosaicing and denoising,CCD noise removal in digital images,A subspace matching color filter design methodology for a multispectral imaging system
Visual Odometry [Tutorial],"Davide Scaramuzza, Friedrich Fraundorfer, ",2011,315,Method for using visible ocular vasculature for mobile biometrics,Path-following control for mobile robots localized via sensor-fused visual homography,Relative heading estimation for target handoff in GPS-denied environments,Trajectory-based stereo visual odometry with statistical outlier rejection,A globally exponentially stable non-linear velocity observer for vision-aided UAV dead reckoning,Collaborative indoor navigation for emergency services personnel,A vision-aided inertial navigation system for agile high-speed flight in unmapped environments: Distribution statement A: Approved for public release distribution unlimited,Lissajous-like scan pattern for a gimballed LIDAR,Adaptive visual odometry using RGB-D cameras,Capsule endoscope localization based on visual features,Adaptive Feature Tracking with Kalman Filter for Ego-Motion Estimation,An improved visual odometry optimization algorithm based on Kinect camera,Comparison of odometry techniques for vehicle navigation,Searching images with MPEG-7 (&amp; MPEG-7-like) Powered Localized dEscriptors: The SIMPLE answer to effective Content Based Image Retrieval,Visual Localization of Wireless Capsule Endoscopes Aided by Artificial Neural Networks,An odometry estimation method for micro indoor flying robot with lightweight sensors,Real-time and robust odometry estimation using depth camera for indoor micro aerial vehicle,A geometric nonlinear observer for simultaneous localisation and mapping,Surveying apple orchards with a monocular vision system,Image retrieval for visual understanding in dynamic and sensor rich environments,Loosely coupled visual odometry aided inertial navigation system using discrete extended Kalman filter with pairwise time correlated measurements,PeerAppear: A Location-Aware Framework for Extensible Image Annotation and Peer-to-Peer Discovery,A Clever Elimination Strategy for Efficient Minimal Solvers,Identifying First-Person Camera Wearers in Third-Person Videos,Ground Truth Accuracy and Performance of the Matching Pipeline,Enhancing model accuracy using Odometry for relative location,1-Point-based monocular motion estimation for computationally-limited micro aerial vehicles,City-scale continuous visual localization,Vision-based Odometric Localization for humanoids using a kinematic EKF,An active strategy for the simultaneous localization and reconstruction of a 3D object from a humanoid platform
Multicamera People Tracking with a Probabilistic Occupancy Map,"Francois Fleuret, Jerome Berclaz, Richard Lengagne, Pascal Fua, ",2008,309
Demosaicking: color filter array interpolation,"B. K. Gunturk, J. Glotzbach, Y. Altunbasak, R. W. Schafer, R. M. Mersereau, ",2005,296
Data fusion for visual tracking with particles,"P. PEREZ, J. VERMAAK, A. BLAKE, ",2004,296
Analyses of Electromagnetic Fields Induced in Biological Tissues by Thermographic Studies on Equivalent Phantom Models,"A. W. Guy, ",1971,294,Body conformable 915 MHz microstrip array applicators for large surface area hyperthermia,Experimental thermographic analysis of thermal effects induced on a human head exposed to 900-MHz fields of mobile phones,Effectiveness of FDTD in predicting SAR distributions from the lucite cone applicator,Computer simulation and experimental studies of SAR distributions of interstitial arrays of sleeved-slot microwave antennas for hyperthermia treatment of brain tumors,Treating cardiac disease with catheter-based tissue heating,Parametric analysis of meandered inverted-F antenna and use of a High impedance surface based ground plane for WBAN applications,A wearable RFID sensor and effects of human body proximity,A Model-Driven Framework to Support Development of Serious Games for Game-based Learning,Microwave Bioeffects. Current Status and Concepts,Measurement of Temperature and Microwave Power using Liquid Crystal/Optic Fiber Probes,Microwave Heating of Malignant Mouse Tumors Encapsulated in a Dielectric Medium,Multimode Square Waveguide Applicators for Medical Applications of Microwave Power,Environmentally Controlled Waveguide Irradiation Facility,An Rf Decoupled Electrode for Measurement of Brain Temperature During Microwave Exposure,Effect of 2450 MHz Microwave Fields on Peripheral Nerves,Comparative Aspects of Radiofrequency and Microwave Biomedical Research,The Analysis and Simulation of Microstrip Spiral Antenna for Microwave Hyperthermia,Study of changes in surface temperature of facial region due to mobile phone radiation,IEEE Recommended Practice for Measurements and Computations of Radio Frequency Electromagnetic Fields With Respect to Human Exposure to Such Fields100 kHz-300 GHz,Experimental validation of a model for radio-frequency ablation,Development of Lightweight Solid Phantom Composed of Silicone Rubber and Carbon Nanotubes,Multi-Disciplinary Challenges in Tissue Modeling for Wireless Electromagnetic Powering: A Review,A study of perturbations in linear and circular polarized antennas in close proximity to the human body and dielectric liquid filled rectangular and a cylindrical phantom at 1.8 GHz,A study of perturbations in linear and circular polarized antennas in close proximity to the human body and dielectric liquid filled rectangular and a cylindrical phantom at 1.8 GHz,Stable and Flexible Materials to Mimic the Dielectric Properties of Human Soft Tissues,Health Effects of In Vivo Nuclear Magnetic Resonance,Artificial Human Phantoms: Human Proxy in Testing Microwave Apparatuses That Have Electromagnetic Interaction with the Human Body,A Bolusing Technique for Batch Microwave Irradiation of Tumors in the Far Field,A Microstrip Antenna for Medical Applications,The Performance of Inductive Shortwave Diathermy Applicators
