Creating the CIPRES Science Gateway for inference of large phylogenetic trees,"Mark A. Miller, Wayne Pfeiffer, Terri Schwartz, ",2010,1035,Authoring a Science Gateway Cookbook,A Web-Based Platform for Publication and Distributed Execution of Computing Applications,SoTree: An Automated Phylogeny Assembly Tool for Ecologists from Big Tree,Science Gateways Incubator: Software Sustainability Meets Community Needs
A 3-D spectral-element method using mixed-order curl conforming vector basis functions for electromagnetic fields,"Joon-Ho Lee, Tian Xiao, Q. H. Liu, ",2006,54,An interpolatory spectral element method using curl-conforming vector basis functions on tetrahedra,Higher-order mixed spectral element method for Maxwell eigenvalue problem,New DG-SETD method for 3D EM simulations,Analysis of scattering from perfect electric conducting cylinders by spectral element method,A hybrid unconditionally/conditionally stable parallel spectral-element time-domain algorithm for multi-scale computation,Analysis of microwave breakdown with a Spectral Element-based electromagnetic solver,Scattering analysis of magnetized plasma objects with spectral-element time-domain method,Thermal transient analysis of GaN-based HEMTs based on spectral-element method,Analysis of transient electromagnetic scattering using spectral-element time-domain method,A dual vector spectral element method for waveguide analysis,Using anisotropic perfectly matched layer in spectral-element time-domain method for electromagnetic simulation,Application of curved parametric hexahedron in spectral-element time-domain,A Slot-Based Surface Plasmon-Polariton Waveguide With Long-Range Propagation and Superconfinement,Photonic Nanojet Analysis by Spectral Element Method,Spectral Methods and Domain Decomposition for Nanophotonic Applications,An Efficient 3-D Time-Domain Method for High Power Microwave Propagation Problems,Spectral Element Method and Domain Decomposition for Low-Frequency Subsurface EM Simulation,Spectral-Element Method With Divergence-Free Constraint for 2.5-D Marine CSEM Hydrocarbon Exploration,Numerical Analysis of Multi-Carrier Microwave Breakdown in Waveguide Components,Higher Order Frequency-Domain Computational Electromagnetics,A Hybrid SIM-SEM Method for 3-D Electromagnetic Scattering Problems,A 3-D Discontinuous Spectral Element Time-Domain Method for Maxwell's Equations,A High-Precision Integration Scheme for the Spectral-Element Time-Domain Method in Electromagnetic Simulation,A Deterministic-Solution Based Fast Eigenvalue Solver With Guaranteed Convergence for Finite-Element Based 3-D Electromagnetic Analysis,A Spectral Integral Method for Smooth Multilayered Bodies of Revolution,A Quadratic Eigenvalue Solver of Linear Complexity for 3-D Electromagnetics-Based Analysis of Large-Scale Integrated Circuits,A Higher Order Hybrid SIE/FEM/SEM Method for the Flexible Electromagnetic Simulation in Layered Medium,Mixed Spectral-Element Method for Overcoming the Low-Frequency Breakdown Problem in Subsurface EM Exploration,An efficient forward solver in electrical impedance tomography by spectral element method,A 3-D Spectral-Element Time-Domain Method for Electromagnetic Simulation
The Phoenix Processor: A 30pW platform for sensor applications,"Mingoo Seok, Scott Hanson, Yu-Shiang Lin, Zhiyoong Foo, Daeyeon Kim, Yoonmyung Lee, Nurrachman Liu, Dennis Sylvester, David Blaauw, ",2008,54,In Situ Error Detection Techniques in Ultralow Voltage Pipelines: Analysis and Optimizations,Sleep Mode Analysis and Optimization With Minimal-Sized Power Gating Switch for Ultra-Low  ${V}_{rm dd}$ Operation,Adaptive Performance Compensation With In-Situ Timing Error Predictive Sensors for Subthreshold Circuits,Transistor Variability Modeling and its Validation With Ring-Oscillation Frequencies for Body-Biased Subthreshold Circuits,From Xetal-II to Xetal-Pro: On the Road Toward an Ultralow-Energy and High-Throughput SIMD Processor,Ultra-Low Power VLSI Circuit Design Demystified and Explained: A Tutorial,Wireless Powering and the Study of RF Propagation Through Ocular Tissue for Development of Implantable Sensors,Wireless integrated microsystems: Wearable and implantable devices for improved health care,Experimental demonstration of multi-hop RF energy transfer,Micro Autonomous Systems and Technology at the Army Research Laboratory,Synctium: a Near-Threshold Stream Processor for Energy-Constrained Parallel Applications,“EChO” Reconfigurable Power Management Unit for Energy Reduction in Sleep-Active Transitions,A Portable 2-Transistor Picowatt Temperature-Compensated Voltage Reference Operating at 0.5 V,Optimizing addition for sub-threshold logic,Soft MOUSETRAP: A Bundled-Data Asynchronous Pipeline Scheme Tolerant to Random Variations at Ultra-Low Supply Voltages,A 0.5V 2.2pW 2-transistor voltage reference,Adaptive performance compensation with in-situ timing error prediction for subthreshold circuits,EChO power management unit with reconfigurable switched-capacitor converter in 65 nm CMOS,Component-Level Datapath Merging in System-Level Design of Wireless Sensor Node Controllers for FPGA-Based Implementations,Standby power reduction techniques for ultra-low power processors,Low Power Reconfigurable Controllers for Wireless Sensor Network Nodes,Extending energy-saving voltage scaling in ultra low voltage integrated circuit designs,Ultra low power microsystems using RF energy scavenging (invited),Sub-threshold operation and cross-hierarchy design for ultra low power wearable sensors,A simple voltage reference with ultra supply independency,Robust and energy-efficient asynchronous dynamic pipelines for ultra-low-voltage operation using adaptive keeper control,Robustness-driven energy-efficient ultra-low voltage standard cell design with intra-cell mixed-Vt methodology,Comparative study and optimization of synchronous and asynchronous comparators at near-threshold voltages,Experimental validation of minimum operating-voltage-estimation for low supply voltage circuits,ULSNAP: An ultra-low power event-driven microcontroller for sensor network nodes
Efficient and effective placement for very large circuits,"W. -J. Sun, C. Sechen, ",1993,54,Cross point assignment with global rerouting for general-architecture designs,Multiway partitioning via geometric embeddings orderings and dynamic programming,A parallel standard cell placement algorithm,A gridless multilayer router for standard cell circuits using CTM cells,Symmetry within the sequence-pair representation in the context of placement for analog design,Learning as applied to stochastic optimization for standard-cell placement,Reporting of standard cell placement results,Application of fuzzy logic in computer-aided VLSI design,A general framework for vertex orderings with applications to circuit clustering,A hybrid multilevel/genetic approach for circuit partitioning,A hierarchical standard cell placement method based on a new cluster placement model,Coupling aware routing,Exploiting signal flow and logic dependency in standard cell placement,Design driven partitioning,VEAP: Global optimization based efficient algorithm for VLSI placement,Edge separability based circuit clustering with application to circuit partitioning,Hypergraph partitioning for VLSI CAD: methodology for heuristic development experimentation and reporting,Algorithms for simultaneous satisfaction of multiple constraints and objective optimization in a placement flow with application to congestion control,Wire length prediction based clustering and its application in placement,Placement using a localization probability model (LPM),The effect of pin constraints on layout area,Checkpointing and its applications,Cluster-based placement for macrocell gate arrays,A General Framework For Vertex Orderings With Applications To Netlist Clustering,A Loosely Coupled Parallel Algorithm For Standard Cell Placement,On Modeling Top-down VLSI Design,Risa: Accurate And Efficient Placement Routability Modeling,Attractor-repeller approach for global placement,On mismatches between incremental optimizers and instance perturbations in physical design tools,Predictable routing
A peer-to-peer approach to resource location in grid environments,"A. Iamnitchi, I. Foster, D. C. Nurmi, ",2002,54,A Token-Based Scheme for Coordinating Decisions in Large-Scale Autonomic Systems,Decentralised Resource Finding in Cloud/Grid Computing Environments: A Performance Evaluation,Direction-aware resource discovery service in large-scale grid and cloud computing,Efficient method for multiple resource discoveries in grid environment,Mobile Agent Virtual Organisation to Improve Relative Information in Grid Services,HYGRA: A decentralized protocol for resource discovery and job allocation in large computational Grids,Resource Organization and Discovery in Mobile Grid: Model and Algorithm,Distributed resource discovery in grid with efficient range query,Grid computing middleware information systems: Review and synthesis study,Performance evaluation of a resource discovery scheme in a Grid environment prone to resource failures,Agent’s role in grid environments during resource discovery: A review,Resource Discovery in a Grid System Based on Matchmaking-Routers,A Distributed Approach for Structured Resource Discovery on Grid,RESERV: A Distributed Load Balanced Information System for Grid Applications,A Simple Cache Based Mechanism for Peer to Peer Resource Discovery in Grid Environments,CROWN: A Service-Oriented Grid Middleware System: Experience and Applications,Searching for Collaborators in Agent Networks,Evaluating Strategies for Resource Finding in a Peer-to-Peer Grid,On Resource Clustering Techniques for Grid Resource Discovery,SkipMard: a multi-attribute peer-to-peer resource discovery approach,QoS Aware Services Discovery in a P2P Grid Environment,Decentralized Dynamic Host Configuration in Wide-Area Overlays of Virtual Workstations,Creating a Robust Desktop Grid using Peer-to-Peer Services,A Virtual Discovery Network: An Index Data Structure for Adaptive Routing,Virtual Discovery Network; A Distributed Data Structure for Adaptive Routing,A Virtual Discovery Network A Distributed Data Structure for Adaptive Routing,Design of a Peer-to-Peer Information System Using the GT4 Index Service,A time-to-live based multi-resources reservation algorithm on resource discovery in Grid environment,Model-driven Walks for Resource Discovery in Peer-to-Peer Networks,GOI-Based Information Service Architecture in Grid
PWM technique for inverter with sinusoidal output current,"S. Fukuda, Y. Iwaji, H. Hasegawa, ",1990,54,Reduction of parasitic spectral components of digital space vector modulation by real-time numerical methods,Fuzzy-tuning current-vector control of a three-phase PWM inverter for high-performance AC drives,Soft switching space vector PWM inverter using a new quasi-parallel resonant DC link,A novel SVM-based hysteresis current controller,High efficiency quasi resonant DC link converter for full-range PWM,AC/DC/AC PWM converter with minimum energy storage in the DC link,Digital enhancement of analog current regulators for three phase motor drives,Robust PSC control design for sinusoidal tracking in uninterruptible power supplies,Introduction of the harmonic distortion determining factor and its application to evaluating real time PWM inverters,Using harmonic distortion determining factor for harmonic evaluation of carrier-based PWM methods,Design and implementation of a dual PWM frequency converter used in beam pumping unit for energy saving,Performance investigation of space vector pulse Width Modulated inverter fed Induction Motor drive,FPGA-based IC design for inverter with vector modulation technique,A novel digital control for active power filter,PWM current control techniques of voltage source converters-a survey,A unity power factor control for fully software-controlled three-phase PWM rectifier with voltage link,Review of current regulation techniques for three-phase PWM inverters,A stand-alone three-phase induction generator based wind energy storage system,Optimization of double-sampled PWM used within power supplies,Harmonic mitigation in voltage source converters based HVDC system using 12-pulse AC-DC converters,FPGA based-IC design for inverter with vector modulation technique,Review of current regulation methods for VS-PWM inverters,A technology demonstrator with a SD Card flash memory for implementation of three-phase multi-optimal PWM generator,Methods of generating the voltage space-vector by fast real-time pulsewidth modulation,Performance optimization of quasi-direct converters,Harmonic evaluation of carrier-based PWM methods using harmonic distortion determining factor,Optimal control of a three phase boost rectifier for unity power factor and reduced harmonics,Three-phase neutral point clamped converter based on space vector PWM,Frequency analysis behavior of Hysteresis Current Control in VSI,Program-controlled soft switching PRDCL inverter with new space vector PWM algorithm
SWEB: towards a scalable World Wide Web server on multicomputers,"D. Andresen, Tao Yang, V. Holmedahl, O. H. Ibarra, ",1996,54,A digital library for geographically referenced materials,Dynamic load balancing on Web-server systems,A comparison of load balancing techniques for scalable Web servers,Analysis of task assignment policies in scalable distributed web-server systems,Scalability issues for high performance digital libraries on the World Wide Web,Document distribution algorithm for load balancing on an extensible Web server architecture,HTTP timed redirection to reduce the energy use of servers,Request rate adaptive dispatching architecture for scalable Internet server,Building a scalable web server with global object space support on heterogeneous clusters,A framework for managing QoS and improving performance of dynamic Web content,Adaptive load sharing for clustered digital library servers,Cooperative caching of dynamic content on a distributed Web server,Towards a hierarchical scheduling system for distributed WWW server clusters,HYDRANET: network support for scaling of large-scale services,Implementation and evaluation of transparent fault-tolerant Web service with kernel-level support,Dynamic load balancing in geographically distributed heterogeneous Web servers,Redirection algorithms for load sharing in distributed Web-server systems,A content placement and management system for distributed Web-server systems,HydraNet-FT: network support for dependable services,Using service brokers for accessing backend servers for web applications,Dynamic DNS for load balancing,LIBRA: Client Initiated Algorithm for Load Balancing Using Work Stealing Mechanism,Distributed packet rewriting and its application to scalable server architectures,Dynamic scheduling of Web server cluster,Building an adaptable fault tolerant and highly manageable web server on clusters of non-dedicated workstations,Optimising the file allocation of parallel Web server online using access patterns,An effective mechanism for supporting content-based routing in scalable Web server clusters,Demand-driven service differentiation in cluster-based network servers,Client-transparent fault-tolerant Web service,Using signatures to improve URL routing
p-Type multiplicative Schwarz (pMUS) method with vector finite elements for modeling three-dimensional waveguide discontinuities,"Jin-Fa Lee, Din-Kow Sun, ",2004,54,Multilevel Preconditioning for Time-Harmonic Eddy-Current Problems Solved With Hierarchical Finite Elements,Hybrid h- and p-Type Multiplicative Schwarz (h-p-MUS) Preconditioned Algorithm of Higher-Order FE-BI-MLFMA for 3D Scattering,A new set of H(curl)-conforming hierarchical basis functions for tetrahedral meshes,Removal of spurious DC modes in edge element solutions for modeling three-dimensional resonators,The Solution of Waveguide Scattering Problems by Application of an Extended Huygens Formulation,Microwave Circuit Design by Means of Direct Decomposition in the Finite-Element Method,A 3-D Finite-Element Eigenvalue Analysis of Slow-Wave Structures of Traveling-Wave Tubes Without Matching Meshes,An Inverse-Based Multifrontal Block Incomplete LU Preconditioner for the 3-D Finite-Element Eigenvalue Analysis of Lossy Slow-Wave Structures,A hierarchical basis preconditioner for solving FE-BI matrix equations of three-dimensional scattering,A domain decomposition method for analysis of electromagnetic scattering from cavities,Finite element method for modeling nonreciprocal magnetic photonic crystals in 3D,On the Solution of Large EM Problems using a Fast Geometrically Non-Conforming Domain Decomposition Method,Application of the tree-cotree splitting for improving matrix conditioning in the full-wave finite-element analysis of high-speed circuits,A domain decomposition preconditioner for time-harmonic electromagnetics,Robust and scalable finite element domain decomposition solvers for CEM,Fast monostatic RCS computation in FEM based solvers using QR decomposition,A direct hierarchical multilevel preconditioner for the solution of finite element-boundary integral equations,Domain decomposition methods with second order transmission conditions for solving multiscale electromagnetic wave problems,Computation of scattering by large inhomogeneous targets using hybrid h- and p-Type multiplicative Schwarz (h-p-MUS) preconditioned FE-BI-MLMFA,Modeling complex EMC problems using finite element tearing and interconnecting algorithm,Three-dimensional FE modeling of slow-wave structure for traveling-wave tube without matching meshes,A multifrontal block ILU preconditioner for the 3D finite-element eigenvalue analysis of lossy slow-wave structures of traveling-wave tubes,Windows simulator: An advanced three-dimensional finite-element S-parameter-simulation tool for microwave tubes,Fast Reduced-Order Finite-Element Modeling of Lossy Thin Wires Using Lumped Impedance Elements,A symmetric FEM-IE formulation with a single-level IE-QR algorithm for solving electromagnetic radiation and scattering problems,Solution of the finite element vector Helmholtz equation by means of eigenvalue displacement,MAM—A Multipurpose Admittance Matrix for Antenna Design Via the Finite Element Method,A Domain Decomposition Method With Nonconformal Meshes for Finite Periodic and Semi-Periodic Structures,Higher Order Frequency-Domain Computational Electromagnetics,Multilevel Characteristic Basis Finite-Element Method (ML-CBFEM)—An Efficient Version of a Domain Decomposition Algorithm for Large-Scale Electromagnetic Problems
Effective Proximity Retrieval by Ordering Permutations,"Edgar Chavez Gonzalez, Karina Figueroa, Gonzalo Navarro, ",2008,54
Macromodeling of single-electron transistors for efficient circuit simulation,"Yun Seop Yu, Sung Woo Hwang, D. Ahn, ",1999,54,Macromodeling of realistic single electron transistors for large scale circuit simulation,A SPICE compatible single electron transistor (SET) transient model,A quasi-analytical SET model for few electron circuit simulation,Performance analysis and improvement for hybrid CMOS-SET circuit architectures,SET/CMOS universal literal gate - based analog-to-digital converter,Realistic single-electron transistor modeling and novel CMOS/SET hybrid circuits,SPICE implementation of a compact single electron tunneling transistor model,Design and analysis of SET circuits: using MATLAB modules and SIMON,Single Electron Transistor analytical model for hybrid circuit design,Nanotechnology laboratory and nanoelectronics simulation courses,D4. Monte Carlo simulation of single electronics based on orthodox theory,Effect of potential disorder on shot noise suppression in nanoscale devices,A compact analytical model for asymmetric single-electron tunneling transistors,Analytical modeling of single electron transistor for hybrid CMOS-SET analog IC design,Static and Dynamic Modeling of Single-Electron Memory for Circuit Simulation,Electrical Coupling of Monolithic 3-D Inverters,Metallic Single Electron Transistors: Impact of Parasitic Capacitances on Small Circuits,An improved macro-model for simulation of single electron transistor (SET) using HSPICE,A practical SPICE model based on the physics and characteristics of realistic single-electron transistors,Analog-digital and digital-analog converters using single-electron and MOS transistors,Novel Hybrid Voltage Controlled Ring Oscillators Using Single Electron and MOS Transistors,Delay Estimation on Single-Electron Tunneling-Based Logic Gates,Statistical Delay Modeling for Single-Electron-Based Circuits,CAD for nanometer silicon design challenges and success,Binary Multiplication Using Hybrid MOS and Multi-Gate Single-Electron Transistors,Fault Models and Device Yield of a Large Population of Room Temperature Operation Single-Electron Transistors,A compact analytical model for multi-island single electron transistors,Modeling of Neuron Based on Single Electron Transistor,Few electron devices: towards hybrid CMOS-SET integrated circuits,Modelling the single-electron transistor with piecewise linear functions
Datapath synthesis using a problem-space genetic algorithm,"M. K. Dhodhi, F. H. Hielscher, R. H. Storer, J. Bhasker, ",1995,54,GABIND: a GA approach to allocation and binding for the high-level synthesis of data paths,Multiclock selection and synthesis for CDFGs using optimal clock sets and genetic algorithms,Heterogeneous multiprocessor scheduling and allocation using evolutionary algorithms,Performance optimization and system clock determination for synthesis of DSP cores targeting FPGAs,Rapid search of Pareto fronts using D-logic exploration during multi-objective tradeoff of computation intensive applications,An evolutionary approach for data path synthesis,A genetic algorithm for testable data path synthesis,A genetic algorithm for testable data path synthesis,Integrated scheduling allocation and binding in High Level Synthesis for performance-area tradeoff of digital media applications,Adaptive GA: An essential ingredient in high-level synthesis,An efficient list-based scheduling algorithm for high-level synthesis,An effective high-level synthesis approach for dynamically reconfigurable systems,An improved high level test synthesis algorithm,Architectural synthesis of timed asynchronous systems,A multiprocessor scheduling scheme using problem-space genetic algorithms,High-level synthesis of digital circuits using genetic algorithms,An evolutionary algorithm for the testable allocation problem in high-level synthesis,Co-Evolutionary Scheduling and Mapping for High-Level Synthesis,Use of multi-port memories in programmable structures for architectural synthesis,Power gradient based Design Space Exploration in high level synthesis for DSP kernels,An enhanced genetic solution for scheduling module allocation and binding in VLSI design,A genetic algorithm for the synthesis of structured data paths,Integrated scheduling allocation and binding in High Level Synthesis using multi structure genetic algorithm based design space exploration,Application-specific heterogeneous multiprocessor synthesis using differential-evolution,Performance and interface buffer size driven behavioral partitioning for embedded systems,Performing scheduling and storage optimization simultaneously using genetic algorithms,An incremental approach for test scheduling and synthesis using genetic algorithms,On combining temporal partitioning and sharing of functional units in compilation for reconfigurable architectures,Design Exploration With Imprecise Latency and Register Constraints,Register-constrained inclusion scheduling for imprecise specification
A scalable high-performance active network node,"D. S. Decasper, B. Plattner, G. M. Parulkar, Sumi Choi, J. D. DeHart, T. Wolf, ",1999,53,Service management in multiparty active networks,Building distributed management applications with the IETF Script MIB,Design issues for high-performance active routers,Carrier-scale programmable networks: wholesaler platform and resource optimization,Router plugins: a software architecture for next-generation routers,Automatic signature files update in antivirus software using active packets,Network Management Framework Based on Active Network Technique,Packet Transmission Model in Active Network Management,Enabling active flow manipulation in silicon-based network forwarding engines,Practical active network services within content-aware gateways,Active network monitoring and control: the SENCOMM architecture and implementation,Gradient method with topology discovery for load-balancing in active networks,Active networks and its management,Real-time packet editing using reconfigurable hardware for active networking,An architecture for carrier grade programmable networks,Design and implementation of a Java RMI caching mechanism on active networks,Resource optimization for carrier-scale programmable networks,Configuring sessions in programmable networks with capacity constraints,On using nomadic services for distributed intelligence,Fair resource allocation in active networks,A design and implementation of active network socket programming,An efficient scheme to remove crawler traffic from the Internet,Ticket order service model with active networks,The pursuit of efficient IP resource management has been,Clack: an active network platform,Distributed active element in 10 Gbps network,P2P Overlay Network for Service Deployment in Active Networks,An active router architecture for multicast video distribution,Configuring sessions in programmable networks,Scheduling processing resources in programmable routers
Efficient symbolic computation of approximated small-signal characteristics of analog integrated circuits,"P. Wambacq, F. V. Fernandez, G. Gielen, W. Sansen, A. Rodriguez-Vazquez, ",1995,53,A new redundant-free and compact method for efficient calculation of node admittances,An error-controlled methodology for approximate hierarchical symbolic analysis,A tool for complete small-signal analytical modeling of large analog circuits,Direct symbolic analysis of large analog networks,SystemC mixed-signal and mixed-level simulation using an accelerated analog simulation approach,A cad tool for automatic formulation of symbolic state equations of oscillating circuits,Efficient generation of analog circuit models for accelerated mixed-signal simulation,Template-Free Symbolic Performance Modeling of Analog Circuits via Canonical-Form Functions and Genetic Programming,Graph-Pair Decision Diagram Construction for Topological Symbolic Circuit Analysis,Topological Approach to Symbolic Pole–Zero Extraction Incorporating Design Knowledge,Introducing Suspendance Analysis,Analog circuit design in scaled CMOS technology,AMGIE-A synthesis environment for CMOS analog integrated circuits,Circuit simplification for the symbolic analysis of analog integrated circuits,Computer-aided design of analog and mixed-signal integrated circuits,Evaluation of error-control strategies for the linear symbolic analysis of analog integrated circuits,Symbolic network analysis methods for practical analog integrated circuits: a survey,Symbolic analysis of large analog circuits using a sensitivity-driven enumeration of common spanning trees,Symbolic analysis of large analog integrated circuits: the numerical reference generation problem,High-frequency distortion analysis of analog integrated circuits,Tolerance-based control mechanism for approximate symbolic analysis,Challenges in analog IC design submicron CMOS technologies,Hierarchical exact symbolic analysis of large analog integrated circuits by symbolic stamps,Circuit complexity reduction for symbolic analysis of analog integrated circuits,An accurate error control mechanism for simplification before generation algorithms,A hierarchical approach for the symbolic analysis of large analog integrated circuits,A fitting approach to generate symbolic expressions for linear and nonlinear analog circuit performance characteristics,Characterization of active inductors with modified determinant expansion analysis,An algorithm for numerical reference generation in symbolic analysis of large analog circuits,A simplification before and during generation methodology for symbolic large-circuit analysis
A Predictable Execution Model for COTS-Based Embedded Systems,"Rodolfo Pellizzoni, Emiliano Betti, Stanley Bak, Gang Yao, John Criswell, Marco Caccamo, Russell Kegley, ",2011,53,Dynamic admission control for real-time networks-on-chips,Scheduling multi-rate real-time applications on clustered many-core architectures with memory constraints,A complete toolchain for an interference-free deployment of avionic applications on multi-core systems,Deterministic platform software for hard real-time systems using multi-core COTS,A Software Stack for Next-Generation Automotive Systems on Many-Core Heterogeneous Platforms,On the Benefits of Multicores for Real-Time Systems,Memory Access Control in Multiprocessor for Real-Time Systems with Mixed Criticality,A Coordinated Approach for Practical OS-Level Cache Management in Multi-core Real-Time Systems,Outstanding Paper Award: Making Shared Caches More Predictable on Multicore Platforms,Multi-core Interference-Sensitive WCET Analysis Leveraging Runtime Resource Capacity Enforcement,Contention-Free Execution of Automotive Applications on a Clustered Many-Core Platform,Maximizing Parallelism without Exploding Deadlines in a Mixed Criticality Embedded System,Cache-Persistence-Aware Response-Time Analysis for Fixed-Priority Preemptive Systems,A closer look into the AER Model,Memory interference characterization between CPU cores and integrated GPUs in mixed-criticality platforms,Towards predictable execution model on ARM-based heterogeneous platforms,Experience report: Memory accesses for avionic applications and operating systems on a multi-core platform,Mixed Criticality Systems—A History of Misconceptions?,Time-Critical Systems Design: A Survey,Safe and dynamic traffic rate control for networks-on-chips,Safe Virtual Interrupts Leveraging Distributed Shared Resources and Core-to-Core Communication on Many-Core Platforms,A Unified WCET Analysis Framework for Multi-core Platforms,Hiding memory latency using fixed priority scheduling,A Real-Time Scratchpad-Centric OS for Multi-Core Embedded Systems,Temporal Isolation of Hard Real-Time Applications on Many-Core Processors,Memory-Aware Scheduling of Multicore Task Sets for Real-Time Systems,Light-PREM: Automated software refactoring for predictable execution on COTS embedded systems,A Memory Access Detection Methodology for Accurate Workload Characterization,Schedulability analysis for global fixed-priority scheduling of the 3-phase task model,A memory-centric approach to enable timing-predictability within embedded many-core accelerators
A VLSI Systolic Architecture for Pattern Clustering,"Lionel M. Ni, Anil K. Jain, ",1985,53,On the communication complexity of generalized 2-D convolution on array processors,Systolic architectures for vector quantization,Clustering analyzer,Bit-serial VLSI implementation of vector quantizer for real-time image coding,Parallel algorithms for hierarchical clustering and cluster validity,Large-scale parallel data clustering,A stochastic connectionist approach for global optimization with application to pattern clustering,Clustering on a hypercube multicomputer,Vector quantization with variable-precision classification,A novel VLSI architecture for clustering analysis,Design of clustering analyzer based on systolic array architecture,Clustering using a coarse-grained parallel genetic algorithm: a preliminary study,PGAC: a parallel genetic algorithm for data clustering,Hierarchical clustering on SIMD machines with alignment network,Clustering Large Databases in Distributed Environment,PARCLE: a parallel clustering algorithm for cluster system,Parallel clustering algorithms on a reconfigurable array of processors with wider bus networks,An Efficient Parallel Algorithm for Vector Quantizer Design,Clustering on a hypercube multicomputer,SIMD algorithms for single link and complete link pattern clustering,A computational model based on cooperative mobile agents for big data image segmentation,Reconfigurable mesh algorithms for image shrinking expanding clustering and template matching,Design of a mesh-type systolic array architecture for the fast computation of the single linkage algorithm,FPGA implementation of hierarchical clustering algorithms,Vector-Reduction Techniques for Arithmetic Pipelines,A New Nonbinary Matrix Clustering Algorithm for Development of System Architectures
Background estimation and removal based on range and color,"G. Gordon, T. Darrell, M. Harville, J. Woodfill, ",1999,53,Improvement of 2-D picture quality for H.265/HEVC by occluded region detection using 3-D depth map,A statistical approach to background subtraction for surveillance systems,Plan-view trajectory estimation with dense stereo background models,Segmenting foreground objects from a dynamic textured background via a robust Kalman filter,Bayesian formulation of image patch matching using cross-correlation,Queue based fast background modelling and fast hysteresis thresholding for better foreground segmentation,Adaptive video background modeling using color and depth,Robust background estimation for complex video sequences,MRF-Based Foreground Detection in Image Sequences from a Moving Camera,Depth-weighted group-wise principal component analysis for video foreground/background separation,A refinement framework for background subtraction based on color and depth data,Improved video segmentation with color and depth using a stereo camera,Kernel Density Estimation Using Joint Spatial-Color-Depth Data for Background Modeling,Efficient Moving Object Extraction in Compressed Low-Bit-Rate Video,Face recognition using entropy-augmented face isolation and image folding as pre-processing techniques,Probabilistic foreground detector with camouflage detection for sterile zone monitoring,Inpainting of Missing Values in the Kinect Sensor's Depth Maps Based on Background Estimates,Thermo-key: human region segmentation from video,Tracking based depth-guided video inpainting,Face recognition using Eccentricity-Range based Background Removal and Multi-Scaled Fusion as pre-processing techniques,Key Management Based on Elliptic Curve Paillier Scheme in Ad Hoc Networks,Real-Time Moving Vehicle Detection With Cast Shadow Removal in Video Based on Conditional Random Field,Depth-Color Fusion Strategy for 3-D Scene Modeling With Kinect,A dynamic conditional random field model for foreground and shadow segmentation,Silhouette Segmentation in Multiple Views,Multi-camera multi-person tracking for EasyLiving,Consistent 3D Background Model Estimation from Multi-viewpoint Videos,A Dynamic Hidden Markov Random Field Model for Foreground and Shadow Segmentation,Real Time Foreground-Background Segmentation Using a Modified Codebook Model,Blood spatter trajectory analysis for spatter source reconstruction using image processing
Robust IP watermarking methodologies for physical design,"A. B. Kahng, S. Mantik, I. L. Markov, M. Potkonjak, P. Tucker, Huijuan Wang, G. Wolfe, ",1998,53,Techniques for the creation of digital watermarks in sequential circuit designs,Watermarking of standard-cell feedthroughs in mixed-signal design,Placement watermarking of standard-cell designs,Mixed signal design watermarking for IP protection,Low level watermarking of VLSI designs for intellectual property protection,Localized watermarking: methodology and application to template mapping,On intellectual property protection,IP protection of DSP algorithms for system on chip implementation,Localized watermarking: methodology and application to operation scheduling,Practical IP watermarking and fingerprinting methods for ASIC designs,Probabilistic IP verification,Behavioral synthesis techniques for intellectual property protection,Effective iterative techniques for fingerprinting design IP [VLSI CAD],Robust FPGA intellectual property protection through multiple small watermarks,Hierarchical watermarking for protection of DSP filter cores,Watermarking-based copyright protection of sequential functions,Network Flow Watermarking: A Survey,Analysis of watermarking techniques for graph coloring problem,PiRA: IC authentication utilizing intrinsic variations in pin resistance,P-Val: Antifuse-Based Package-Level Defense Against Counterfeit ICs,A practical circuit fingerprinting method utilizing observability don't care conditions,Fingerprint-Based Detection and Diagnosis of Malicious Programs in Hardware,Satisfiability Don't Care condition based circuit fingerprinting techniques,Hardware security: Threat models and metrics,Fault Analysis-Based Logic Encryption,Intellectual property protection for FPGA designs with soft physical hash functions: First experimental results,A novel method for watermarking sequential circuits,Protection of microprocessor-based cores for FPL devices,Using the Power Side Channel of FPGAs for Communication,Performance Evaluation for Watermarking Techniques
