title,first-author,year,citation
Multilabel random walker image segmentation using prior models,"L. Grady, L. Grady, ",2005,74,Random Walker Framework for Sensor-Based Echocardiography Fusion,Edge Detection of Tumor FISH Cells Based on Automatic Random Walk,Semi-Supervised Classification Using Linear Neighborhood Propagation,Geodesic star convexity for interactive image segmentation,Object-to-object color transfer: Optimal flows and SMSP transformations,CrossTrack: Robust 3D tracking from two cross-sectional views,Perceptual based stereoscopic content analysis using salient information dense disparity maps and modified random walk framework,Combining Laplacian eigenmaps and vesselness filters for vessel segmentation in X-ray angiography,Hip segmentation from MRI volumes in infants for DDH diagnosis and treatment planning,Semi-automated enhanced breast tumor segmentation for CT image,A stereoscopic content analysis system with visual discomfort-aware,A new statistical and Dirichlet integral framework applied to liver segmentation from volumetric CT images,Data-guided random walks for fine-structured object segmentation,A Seeded Image Segmentation Framework Unifying Graph Cuts And Random Walker Which Yields A New Algorithm,Quadratic Markovian Probability Fields for Image Binary Segmentation,Globally optimal segmentation of multi-region objects,Convex multi-region probabilistic segmentation with shape prior in the isometric log-ratio transformation space,Evaluation and performance analysis of graph theoretical methods for image segmentation,Sky images enhancement under complex weather conditions,Efficient label propagation for interactive image segmentation,Stereo matching using random walks,Extended random walkers for hyperspectral image classification,Shadow detection in very high-resolution satellite images by extended random walker,A New Image Segmentation Approach with Structure Tensor and Random Walk,A New Fast Random Walk Segmentation Algorithm,Semi-supervised prostate cancer segmentation with multispectral MRI,Fast random walker for neutrophil cell segmentation in 3D,Single-shot person re-identification based on improved Random-Walk pedestrian segmentation,Correlation-based criterion for the most discriminative principal component selection in normalized cut segmentation,A multi-label interactive image segmentation method based on region merging
[::Deep::] Architecture for Traffic Flow Prediction: [::Deep::] Belief Networks With Multitask [::Learning::],"Wenhao Huang, Guojie Song, Haikun Hong, Kunqing Xie, Wenhao Huang, Guojie Song, Haikun Hong, Kunqing Xie, ",2014,74,LSTM network: a deep learning approach for short-term traffic forecast,Rainfall-integrated traffic speed prediction using deep learning method,Content Popularity Prediction and Caching for ICN: A Deep Learning Approach With SDN,Time series prediction of stock price using deep belief networks with intrinsic plasticity,A clustering-based approach for data-driven imputation of missing traffic data,A Tensor Based Deep Learning Technique for Intelligent Packet Routing,Data collection and analysis of macroscopic real-time urban traffic flow,Velocity Optimization of Pure Electric Vehicles with Traffic Dynamics Consideration,Traffic Speed Prediction and Congestion Source Exploration: A Deep Learning Method,A combined model of random forest and multilayer perceptron to forecast expressway traffic flow,Safety prediction of rail transit system based on deep learning,Network Traffic Prediction Based on Particle Swarm Optimization,Deep learning with consumer preferences for recommender system,Learning Common Metrics for Homogenous Tasks in Traffic Flow Prediction,Deep learning with stock indicators and two-dimensional principal component analysis for closing price prediction system,Big-data-generated traffic flow prediction using deep learning and dempster-shafer theory,Neural net-based and safety-oriented visual analytics for time-spatial data,Traffic flow forecasting based on hybrid deep learning framework,Traffic speed prediction using deep learning method,Vessel traffic flow separation-prediction using low-rank and sparse decomposition,Short-term travel time prediction by deep learning: A comparison of different LSTM-DNN models,Speed and steering angle prediction for intelligent vehicles based on deep belief network,A study of deep learning networks on mobile traffic forecasting,Radar emitter recognition based on deep learning architecture,A deep learning approach for VM workload prediction in the cloud,Performance evaluation of the deep learning approach for traffic flow prediction at different times,Predicting Short-Term Traffic Flow by Long Short-Term Memory Recurrent Neural Network,Privacy Preserving Deep Computation Model on Cloud for Big Data Feature Learning,Routing or Computing? The Paradigm Shift Towards Intelligent Computer Network Packet Transmission Based on Deep Learning,Travel-time prediction with deep learning
PhotoOCR: Reading Text in Uncontrolled Conditions,"Alessandro Bissacco, Mark Cummins, Yuval Netzer, Hartmut Neven, Alessandro Bissacco, Mark Cummins, Yuval Netzer, Hartmut Neven, ",2013,74,Robust Scene Text Recognition with Automatic Rectification,Deep Matching Prior Network: Toward Tighter Multi-oriented Text Detection,Detecting Oriented Text in Natural Images by Linking Segments,Scene-Text-Detection Method Robust Against Orientation and Discontiguous Components of Characters,Natural Scene Character Recognition Using Robust PCA and Sparse Representation,A Fine-Grained Approach to Scene Text Script Identification,End-to-end Chinese text recognition,Scene text recognition with high performance CNN classifier and efficient word inference,Deep salience map guided arbitrary direction scene text recognition,English text localization and recognition from natural scene image,FASText: Efficient Unconstrained Scene Text Detector,An Exploration of Parameter Redundancy in Deep Networks with Circulant Projections,Text Flow: A Unified Text Detection System in Natural Scene Images,Evaluation of neural network language models in handwritten Chinese text recognition,Object proposals for text extraction in the wild,Recognizing perspective scene text with context feature,Efficient Scene text localization and recognition with local character refinement,Visual Attention Models for Scene Text Recognition,Text Detection Based on MSER and CNN Features,ICDAR2017 Competition on Recognition of Early Indian Printed Documents - REID2017,Benchmarking Scene Text Recognition in Devanagari Telugu and Malayalam,Integrated natural scene text localization and recognition,Handwritten Character Recognition by Alternately Trained Relaxation Convolutional Neural Network,Random Projected Convolutional Feature for Scene Text Recognition,Scene text detection based on skeleton-cut detector,Shallow Classification or Deep Learning: An Experimental Study,Robust Text Detection in Natural Scene Images by Generalized Color-Enhanced Contrasting Extremal Region and Neural Networks,Fast and Accurate Text Detection in Natural Scene Images with User-Intention,Recognition based text localization from natural scene images,Scene text recognition with CNN classifier and WFST-based word labeling
New types of [::deep::] neural network [::learning::] for speech recognition and related applications: an overview,"Li Deng, Geoffrey Hinton, Brian Kingsbury, Li Deng, Geoffrey Hinton, Brian Kingsbury, ",2013,72,FPGA-based Acceleration of Deep Neural Networks Using High Level Method,Phoneme Classification Using the Auditory Neurogram,A Convolutional Neural Network Smartphone App for Real-Time Voice Activity Detection,Recognition of emotional speech with convolutional neural networks by means of spectral estimates,A case study of speech recognition in Spanish: From conventional to deep approach,Predicting articulatory movement from text using deep architecture with stacked bottleneck features,Low-power neuromorphic speech recognition engine with coarse-grain sparsity,Turbo fusion of magnitude and phase information for DNN-based phoneme recognition,Interpretable deep neural networks for enhancer prediction,Performance Evaluation of Deep Learning Tools in Docker Containers,Dynamic pre-training of Deep Recurrent Neural Networks for predicting environmental monitoring data,Convolutional neural networks applied to high-frequency market microstructure forecasting,Extraction of temperature distribution using deep neural networks for BOTDA sensing system,Embedded data acquisition system for beehive monitoring,Improving deep neural networks by using sparse dropout strategy,PipeLayer: A Pipelined ReRAM-Based Accelerator for Deep Learning,Comparing a High and Low-Level Deep Neural Network Implementation for Automatic Speech Recognition,Affective computing using speech processing for call centre applications,A deep convolutional neural network using heterogeneous pooling for trading acoustic invariance with phonetic confusion,Multilingual acoustic models using distributed deep neural networks,Stochastic pooling maxout networks for low-resource speech recognition,Emotion detection in speech using deep networks,Sequence classification using the high-level features extracted from deep neural networks,Integration of orthogonal feature detectors in parameter learning of artificial neural networks to improve robustness and the evaluation on hand-written digit recognition tasks,High performance deep neural network on low cost mobile GPU,Deep learning based intelligent intrusion detection,Multimedia data mining using deep learning,Handwritten digit recognition based on depth neural network,PIE: A Pipeline Energy-Efficient Accelerator for Inference Process in Deep Neural Networks,Conversion of artificial recurrent neural networks to spiking neural networks for low-power neuromorphic hardware
From captions to visual concepts and back,"Hao Fang, Saurabh Gupta, Forrest Iandola, Rupesh K. Srivastava, Li Deng, Piotr Doll&aacute;r, Jianfeng Gao, Xiaodong He, Margaret Mitchell, John C. Platt, C. Lawrence Zitnick, Geoffrey Zweig, Hao Fang, Saurabh Gupta, Forrest Iandola, Rupesh K. Srivastava, Li Deng, Piotr Doll&aacute;r, Jianfeng Gao, Xiaodong He, Margaret Mitchell, John C. Platt, C. Lawrence Zitnick, Geoffrey Zweig, ",2015,71,A survey on social image understanding,Fine-grained vehicle recognition by deep Convolutional Neural Network,Recurrent Attention Models for Depth-Based Person Identification,Towards Open Set Deep Networks,Learning to Read Chest X-Rays: Recurrent Neural Cascade Model for Automated Image Annotation,What Value Do Explicit High Level Concepts Have in Vision to Language Problems?,Seeing through the Human Reporting Bias: Visual Classifiers from Noisy Human-Centric Labels,DenseCap: Fully Convolutional Localization Networks for Dense Captioning,Jointly Modeling Embedding and Translation to Bridge Video and Language,TGIF: A New Dataset and Benchmark on Animated GIF Description,Image Captioning with Semantic Attention,Answer-Type Prediction for Visual Question Answering,Learning Deep Structure-Preserving Image-Text Embeddings,Yin and Yang: Balancing and Answering Binary Visual Questions,MSR-VTT: A Large Video Description Dataset for Bridging Video and Language,Deep Compositional Captioning: Describing Novel Object Categories without Paired Training Data,Generation and Comprehension of Unambiguous Object Descriptions,StyleNet: Generating Attractive Visual Captions with Styles,Video Captioning with Transferred Semantic Attributes,Visual Dialog,Spatial-Semantic Image Search by Visual Feature Synthesis,Semantic Compositional Networks for Visual Captioning,Deep Reinforcement Learning-Based Image Captioning with Embedding Reward,Captioning Images with Diverse Objects,Dense Captioning with Joint Inference and Visual Context,Knowing When to Look: Adaptive Attention via a Visual Sentinel for Image Captioning,End-to-End Concept Word Detection for Video Captioning Retrieval and Question Answering,Detecting Visual Relationships with Deep Relational Networks,Semantic Regularisation for Recurrent Image Annotation,Multi-level Attention Networks for Visual Question Answering
Multimodal [::Deep::] Autoencoder for Human Pose Recovery,"Chaoqun Hong, Jun Yu, Jian Wan, Dacheng Tao, Meng Wang, Chaoqun Hong, Jun Yu, Jian Wan, Dacheng Tao, Meng Wang, ",2015,71,A novel method for lung masses detection and location based on deep learning,VIGAN: Missing view imputation with generative adversarial networks,Deep learning-based soft-sensing method for operation optimization of coke dry quenching process,In-bed posture classification using deep autoencoders,Shape retrieval using deep autoencoder learning representation,Real-Time Top-View People Counting Based on a Kinect and NVIDIA Jetson TK1 Integrated Platform,Online Semi-Supervised Multi-task Distance Metric Learning,Local Structure Preserving Using Manifold Regularization and Pairwise Constraints for Action Recognition,Weakly structured information aggregation for upper-body posture assessment using ConvNets,Deep learning based nonlinear principal component analysis for industrial process fault detection,Using Stacked Denoising Autoencoder for the Student Dropout Prediction,Graph Regularized Auto-Encoders for Image Representation,Event Detection in Continuous Video: An Inference in Point Process Approach,Reweighted Low-Rank Matrix Analysis With Structural Smoothness for Image Denoising,Background-Driven Salient Object Detection,Robust Generalized Low-Rank Decomposition of Multimatrices for Image Recovery,A mothed of improving identification accuracy via deep learning algorithm under condition of deficient labeled data
Bit-Scalable [::Deep::] Hashing With Regularized Similarity [::Learning::] for Image Retrieval and Person Re-Identification,"Ruimao Zhang, Liang Lin, Rui Zhang, Wangmeng Zuo, Lei Zhang, Ruimao Zhang, Liang Lin, Rui Zhang, Wangmeng Zuo, Lei Zhang, ",2015,70,Deep binary constraint hashing for fast image retrieval,Binary Hashing for Approximate Nearest Neighbor Search on Big Data: A Survey,Learning Deep Feature Representations with Domain Guided Dropout for Person Re-identification,Joint Learning of Single-Image and Cross-Image Representations for Person Re-identification,Efficient Training of Very Deep Neural Networks for Supervised Hashing,Deep Supervised Hashing for Fast Image Retrieval,Fast Training of Triplet-Based Deep Binary Embedding Networks,Simultaneous Feature Aggregating and Hashing for Large-Scale Image Search,Fast Person Re-identification via Cross-Camera Semantic Binary Transformation,Learning Multifunctional Binary Codes for Both Category and Attribute Oriented Retrieval Tasks,See the Forest for the Trees: Joint Spatial and Temporal Recurrent Neural Networks for Video-Based Person Re-identification,Learning Deep Context-Aware Features over Body and Latent Parts for Person Re-identification,Towards Computational Baby Learning: A Weakly-Supervised Approach for Object Detection,Human Parsing with Contextualized Convolutional Neural Network,Unsupervised Learning of Visual Representations Using Videos,Few-Shot Hash Learning for Image Retrieval,Triplet-Based Deep Similarity Learning for Person Re-Identification,Local Discriminant Training and Global Optimization for Convolutional Neural Network Based Handwritten Chinese Character Recognition,Incorporation of semantic segmentation information in deep hashing techniques for image retrieval,Handwritten Chinese Character Recognition by Joint Classification and Similarity Ranking,Person re-identification using a patch-based appearance model,Person re-identification by distance metric learning to discrete hashing,Binary hashing using siamese neural networks,Quantizable deep representation learning with gradient snapping layer for large scale search,Space shuttle model: A physics inspired method for learning quantizable deep representations,Deep hashing with mixed supervised losses for image search,Deep hashing with multi-task learning for large-scale instance-level vehicle search,Deep hash learning for efficient image retrieval,Analysis and prediction of “Yuru-Chara” mascot popularity using visual and auditory features,Person re-identification based on CCN feature representations learning
Brain Tumor Segmentation Using Convolutional Neural Networks in MRI Images,"S&eacute;rgio Pereira, Adriano Pinto, Victor Alves, Carlos A. Silva, S&eacute;rgio Pereira, Adriano Pinto, Victor Alves, Carlos A. Silva, ",2016,69,Lung field segmentation in chest radiographs: a historical review current status and expectations from deep learning,Deep Learning Applications in Medical Image Analysis,Glioma Segmentation With a Unified Algorithm in Multimodal MRI Images,Machine Learning and Deep Learning Techniques to Predict Overall Survival of Brain Tumor Patients using MRI Images,3D intracranial artery segmentation using a convolutional autoencoder,The multimodal brain tumor image segmentation based on convolutional neural networks,Segmentation of Pulmonary CT Image by Using Convolutional Neural Network Based on Membership Function,Joint Sequence Learning and Cross-Modality Convolution for 3D Biomedical Segmentation,Brain tumor segmentation using cascaded deep convolutional neural network,Augmenting data when training a CNN for retinal vessel segmentation: How to warp?,On hierarchical brain tumor segmentation in MRI using fully convolutional neural networks: A preliminary study,Automatic nasopharyngeal carcinoma segmentation in MR images with convolutional neural networks,Gram staining of intestinal flora classification based on convolutional neural network,Segmentation of brain tumor from MRI images,An efficient combined approach for medical brain tumour segmentation,Brain tumor classification and segmentation in MRI images using PNN,Volume segmentation using convolutional neural networks with limited training data,Fully connected CRF with data-driven prior for multi-class brain tumor segmentation,Efficient symmetry-driven fully convolutional network for multimodal brain tumor segmentation,Fast medical image segmentation based on patch sharing,Pre-processing of MR Images for Efficient Quantitative Image Analysis Using Deep Learning Techniques,Brain tumor pixels detection using adaptive wavelet based histogram thresholding and fine windowing,Classification of dental diseases using CNN and transfer learning,Digital image forgery detection based on shadow HSV inconsistency,A Convolutional Neural Network for Automatic Characterization of Plaque Composition in Carotid Ultrasound,A deep learning architecture for brain tumor segmentation in MRI images,Brain tumor diagnosis using image processing: A survey,An improved watershed segmentation by flooding and pruning algorithm for assessment of diabetic wound healing,Classification of brain tissues as lesion or healthy by 3D convolutional neural networks,Cerebral vessel classification with convolutional neural networks
Hybrid [::Deep::] [::Learning::] for Face Verification,"Yi Sun, Xiaogang Wang, Xiaoou Tang, Yi Sun, Xiaogang Wang, Xiaoou Tang, ",2013,68,Face Feature Extraction: A Complete Review,Non-semantic facial parts for face verification,Switchable Deep Network for Pedestrian Detection,Deep Learning Face Representation from Predicting 10000 Classes,The Multiverse Loss for Robust Transfer Learning,Latent max-margin metric learning for comparing video face tubes,Unsupervised learning of overcomplete face descriptors,A Comprehensive Analysis of Deep Learning Based Representation for Face Recognition,Logistic similarity metric learning for face verification,Face retriever: Pre-filtering the gallery via deep neural net,Fine-grained LFW database,Deep Learning Identity-Preserving Face Space,Live Repetition Counting,Learning Social Relation Traits from Face Images,Conditional High-Order Boltzmann Machine: A Supervised Learning Model for Relation Learning,When Face Recognition Meets with Deep Learning: An Evaluation of Convolutional Neural Networks for Face Recognition,The Do’s and Don’ts for CNN-Based Face Verification,Beyond Classification: Latent User Interests Profiling from Visual Contents Analysis,Stacked PCA Network (SPCANet): An effective deep learning for face recognition,A Face-Recognition Approach Using Deep Reinforcement Learning Approach for User Authentication,An efficient deep neural networks training framework for robust face recognition,Weakly-supervised deep self-learning for face recognition,A survey of deep face recognition in the wild,Video-based face recognition using ensemble of haar-like deep convolutional neural networks,Gender classification from periocular NIR images using fusion of CNNs models,Organ-Based Facial Verification Using Thermal Camera,Deep Attribute Driven Image Similarity Learning Using Limited Data,Gaofen-3 sea ice detection based on deep learning,Face Verification Based on Relational Disparity Features and Partial Least Squares Models,Learning Stacked Image Descriptor for Face Recognition
[::Deep::] [::Learning::] Face Attributes in the Wild,"Ziwei Liu, Ping Luo, Xiaogang Wang, Xiaoou Tang, Ziwei Liu, Ping Luo, Xiaogang Wang, Xiaoou Tang, ",2015,66,Improved Boundary Equilibrium Generative Adversarial Networks,ReGAN: A pipelined ReRAM-based accelerator for generative adversarial networks,Convolutional neural networks for attribute-based active authentication on mobile devices,AFFACT: Alignment-free facial attribute classification technique,UMDFaces: An annotated face dataset for training deep networks,Soft biometric privacy: Retaining biometric utility of face images while perturbing gender,In defense of low-level structural features and SVMs for facial attribute classification: Application to detection of eye state Mouth State and eyeglasses in the wild,Unconstrained Face Detection and Open-Set Face Recognition Challenge,Age and gender classification using local appearance descriptors from facial components,Data-Driven Geometric Face Image Smilization Featuring Moving Least Square Based Deformation,Shallow convolutional neural network for eyeglasses detection in facial images,Building an automatic sprite generator with deep convolutional generative adversarial networks,Improved CNN-based facial landmarks tracking via ridge regression at 150 Fps on mobile devices,Conditional image generation using feature-matching GAN,Refining Architectures of Deep Convolutional Neural Networks,Walk and Learn: Facial Attribute Representation Learning from Egocentric Video and Contextual Data,Learning Deep Representation for Imbalanced Classification,Fully-Adaptive Feature Sharing in Multi-Task Networks with Applications in Person Attribute Classification,Learning Residual Images for Face Attribute Manipulation,Attention-Aware Face Hallucination via Deep Reinforcement Learning,DeepNav: Learning to Navigate Large Cities,Synthesizing Normalized Faces from Facial Identity Features,Improving Facial Attribute Prediction Using Semantic Segmentation,A Domain Based Approach to Social Relation Recognition,Neural Face Editing with Intrinsic Image Disentangling,Generative Face Completion,Deep Feature Interpolation for Image Content Changes,Scribbler: Controlling Deep Image Synthesis with Sketch and Color,Semantic Image Inpainting with Deep Generative Models,Generative Attribute Controller with Conditional Filtered Generative Adversarial Networks
The Cityscapes Dataset for Semantic Urban Scene Understanding,"Marius Cordts, Mohamed Omran, Sebastian Ramos, Timo Rehfeld, Markus Enzweiler, Rodrigo Benenson, Uwe Franke, Stefan Roth, Bernt Schiele, Marius Cordts, Mohamed Omran, Sebastian Ramos, Timo Rehfeld, Markus Enzweiler, Rodrigo Benenson, Uwe Franke, Stefan Roth, Bernt Schiele, ",2016,66,Ego-Motion Classification for Driving Vehicle,The Ciona17 Dataset for Semantic Segmentation of Invasive Species in a Marine Aquaculture Environment,A Semi-Automatic Annotation Technology for Traffic Scene Image Labeling Based on Deep Learning Preprocessing,Research on Scene Parsing Algorithm Cascading Object Detection Network,Feature Space Optimization for Semantic Video Segmentation,Semantic Instance Annotation of Street Scenes by 3D to 2D Label Transfer,Pixelwise Instance Segmentation with a Dynamically Instantiated Network,Surveillance Video Parsing with Single Frame Supervision,Slow Flow: Exploiting High-Speed Cameras for Accurate and Diverse Optical Flow Reference Data,Large Kernel Matters — Improve Semantic Segmentation by Global Convolutional Network,CASENet: Deep Category-Aware Semantic Edge Detection,Joint Graph Decomposition &amp; Node Labeling: Problem Algorithms Applications,FusionSeg: Learning to Combine Motion and Appearance for Fully Automatic Segmentation of Generic Objects in Videos,Semi-Supervised Deep Learning for Monocular Depth Map Prediction,Procedural Generation of Videos to Train Deep Action Recognition Networks,Multi-view Supervision for Single-View Reconstruction via Differentiable Ray Consistency,Deep Watershed Transform for Instance Segmentation,Full-Resolution Residual Networks for Semantic Segmentation in Street Scenes,Visual-Inertial-Semantic Scene Representation for 3D Object Detection,End-to-End Instance Segmentation with Recurrent Attention,Predicting Ground-Level Scene Layout from Aerial Imagery,Deep Feature Flow for Video Recognition,CityPersons: A Diverse Dataset for Pedestrian Detection,Annotating Object Instances with a Polygon-RNN,Learning to Align Semantic Segmentation and 2.5D Maps for Geolocalization,RefineNet: Multi-path Refinement Networks for High-Resolution Semantic Segmentation,Semantic Segmentation via Structured Patch Prediction Context CRF and Guidance CRF,Image-to-Image Translation with Conditional Adversarial Networks,What Can Help Pedestrian Detection?,Pyramid Scene Parsing Network
Improving [::deep::] neural network acoustic models using generalized maxout networks,"Xiaohui Zhang, Jan Trmal, Daniel Povey, Sanjeev Khudanpur, Xiaohui Zhang, Jan Trmal, Daniel Povey, Sanjeev Khudanpur, ",2014,65,Towards better keyword search performance on Malay broadcast news data,Speech selection and environmental adaptation for asynchronous speech recognition,Time delay deep neural network-based universal background models for speaker recognition,High-performance Swahili keyword search with very limited language pack: The THUEE system for the OpenKWS15 evaluation,Improved system fusion for keyword search,Exploiting synchrony spectra and deep neural networks for noise-robust automatic speech recognition,Acoustic modeling with neural graph embeddings,CRIM and LIUM approaches for multi-genre broadcast media transcription,Investigation of lattice-free maximum mutual information-based acoustic models with sequence-level Kullback-Leibler divergence,Comparing a High and Low-Level Deep Neural Network Implementation for Automatic Speech Recognition,Differentiable pooling for unsupervised speaker adaptation,Spatial diffuseness features for DNN-based speech recognition in noisy and reverberant environments,Constructing long short-term memory based deep recurrent neural networks for large vocabulary speech recognition,Improving long short-term memory networks using maxout units for large vocabulary speech recognition,Librispeech: An ASR corpus based on public domain audio books,Speaker cluster-based speaker adaptive training for deep neural network acoustic modeling,Self-stabilized deep neural network,Scalable training of deep learning machines by incremental block training with intra-block parallel optimization and blockwise model-update filtering,Context-dependent point process models for keyword search and detection-based ASR,Exploring deep learning architectures for automatically grading non-native spontaneous speech,Unsupervised adaptation for deep neural networks using Alternating Direction Method of Multipliers,The 2016 BBN Georgian telephone speech keyword spotting system,Multi-lingual unsupervised acoustic modeling using multi-task deep neural network under mismatch conditions,OC16-CE80: A Chinese-English mixlingual database and a speech recognition baseline,A KALDI-DNN-based ASR system for Italian,Deep neural network using trainable activation functions,Labeling unsegmented sequence data with DNN-HMM and its application for speech recognition,Improving keyword search by query expansion in a probabilistic framework,Unsupervised acoustic model training for the Korean language,Exploiting noisy web data by OOV ranking for low-resource keyword search
Recurrent convolutional neural network for object recognition,"Ming Liang, Xiaolin Hu, Ming Liang, Xiaolin Hu, ",2015,65,Two-stream recurrent convolutional neural networks for video saliency estimation,Toward data quality analytics in signature verification using a convolutional neural network,CIFAR-10: KNN-Based Ensemble of Classifiers,Deeply-Recursive Convolutional Network for Image Super-Resolution,Recursive Recurrent Nets with Attention Modeling for OCR in the Wild,Structured Receptive Fields in CNNs,DisturbLabel: Regularizing CNN on the Loss Layer,DHSNet: Deep Hierarchical Saliency Network for Salient Object Detection,Deep Affordance-Grounded Sensorimotor Object Recognition,Feedback Networks,Image Super-Resolution via Deep Recursive Residual Network,Noisy Softmax: Improving the Generalization Ability of DCNN via Postponing the Early Softmax Saturation,InterpoNet a Brain Inspired Neural Network for Optical Flow Dense Interpolation,Recurrent Convolutional Neural Network Regression for Continuous Pain Intensity Estimation in Video,Automatic focus personage identification in multi-lingual news image,Feature extraction using multimodal convolutional neural networks for visual speech recognition,Recurrent convolutional neural network for speech processing,Genetic CNN,Online Video Object Detection Using Association LSTM,Semantic Segmentation of RGBD Videos with Recurrent Fully Convolutional Neural Networks,FIRMLP for Handwritten Digit Recognition,Classification of hand motions in EEG signals using recurrent neural networks,Video object segmentation by Multi-Scale Pyramidal Multi-Dimensional LSTM with generated depth context,SCNN: Sequential convolutional neural network for human action recognition in videos,Hyper-parameter optimization for convolutional neural network committees based on evolutionary algorithms,Image augmentation by blocky artifact in Deep Convolutional Neural Network for handwritten digit recognition,Kill two birds with one stone: Boosting both object detection accuracy and speed with adaptive patch-of-interest composition,RBF-FIRMLP Architecture for Digit Recognition,Event recognition in photo albums using probabilistic graphical model and feature relevance,Coupled convolution layer for convolutional neural network
Accurate Image Super-Resolution Using Very [::Deep::] Convolutional Networks,"Jiwon Kim, Jung Kwon Lee, Kyoung Mu Lee, Jiwon Kim, Jung Kwon Lee, Kyoung Mu Lee, ",2016,64,Filtered Mapping-Based Method for Compressed Web Image Super-Resolution,Brightness-Based Convolutional Neural Network for Thermal Image Enhancement,High Dynamic Range and Super-Resolution Imaging From a Single Image,Fast Convergence Strategy for Multi-Image Superresolution via Adaptive Line Search,A fast CLSM undersampling image reconstruction framework with precise stage positioning for random measurements,A deep convolutional network for medical image super-resolution,Return of reconstruction-based single image super-resolution: A simple and accurate approach,Removing Rain from Single Images via a Deep Detail Network,Image Super-Resolution via Deep Recursive Residual Network,Learning Deep CNN Denoiser Prior for Image Restoration,From Motion Blur to Motion Flow: A Deep Learning Solution for Removing Heterogeneous Motion Blur,Deep Laplacian Pyramid Networks for Fast and Accurate Super-Resolution,Non-local Color Image Denoising with Convolutional Neural Networks,Learning Fully Convolutional Networks for Iterative Non-blind Deconvolution,FormResNet: Formatted Residual Learning for Image Restoration,Image Super Resolution Based on Fusing Multiple Convolution Neural Networks,SRHRF+: Self-Example Enhanced Single Image Super-Resolution Using Hierarchical Random Forests,Fast and Accurate Image Super-Resolution Using a Combined Loss,Deep Wavelet Prediction for Image Super-Resolution,NTIRE 2017 Challenge on Single Image Super-Resolution: Methods and Results,NTIRE 2017 Challenge on Single Image Super-Resolution: Dataset and Study,Enhanced Deep Residual Networks for Single Image Super-Resolution,A Deep Convolutional Neural Network with Selection Units for Super-Resolution,Balanced Two-Stage Residual Networks for Image Super-Resolution,A Novel Deep Learning-Based Method of Improving Coding Efficiency from the Decoder-End for HEVC,Guided deep network for depth map super-resolution: How much can color help?,Applying compensation techniques on i-vectors extracted from short-test utterances for speaker verification using deep neural network,Single image super-resolution using back-propagation neural networks,Robust Video Super-Resolution with Learned Temporal Dynamics,EnhanceNet: Single Image Super-Resolution Through Automated Texture Synthesis
Salient Band Selection for Hyperspectral Image Classification via Manifold Ranking,"Qi Wang, Jianzhe Lin, Yuan Yuan, Qi Wang, Jianzhe Lin, Yuan Yuan, ",2016,64,Memetic algorithm based feature selection for hyperspectral images classification,Anchor-based group detection in crowd scenes,Hyperspectral image band selection via global optimal clustering,A sparse dictionary learning method for hyperspectral anomaly detection with capped norm,Fast and Robust Self-Representation Method for Hyperspectral Band Selection,Spectral–Spatial Classification of Hyperspectral Images Using Probabilistic Weighted Strategy for Multifeature Fusion,Unsupervised Segmentation of SAR Images Using Gaussian Mixture-Hidden Evidential Markov Fields,Deep Filter Banks for Land-Use Scene Classification,Spatial-Aware Collaborative Representation for Hyperspectral Remote Sensing Image Classification,Kernel Fused Representation-Based Classifier for Hyperspectral Imagery,Band Assignment Approaches for Hyperspectral Sharpening,Unsupervised Hyperspectral Band Selection by Fuzzy Clustering With Particle Swarm Optimization,Hyperspectral Imagery Classification With Multiple Regularized Collaborative Representations,Locality Sensitive Discriminant Analysis for Group Sparse Representation-Based Hyperspectral Imagery Classification,A Split-and-Merge Approach for Hyperspectral Band Selection,Fully Convolutional Network With Task Partitioning for Inshore Ship Detection in Optical Remote Sensing Images,A Band-Weighted Support Vector Machine Method for Hyperspectral Imagery Classification,Remote Sensing Image Scene Classification Using Bag of Convolutional Features,Boosting the Accuracy of Multispectral Image Pansharpening by Learning a Deep Residual Network,Hyperspectral Image Super-Resolution by Spectral Difference Learning and Spatial Error Correction,Recursive Autoencoders-Based Unsupervised Feature Learning for Hyperspectral Image Classification,Independent Encoding Joint Sparse Representation and Multitask Learning for Hyperspectral Target Detection,Hyperspectral Imagery Denoising by Deep Learning With Trainable Nonlinearity Function,Dissimilarity-Weighted Sparse Representation for Hyperspectral Image Classification,Rural Building Detection in High-Resolution Imagery Based on a Two-Stage CNN Model,Unsupervised Band Selection Using Block-Diagonal Sparsity for Hyperspectral Image Classification,Locality Adaptive Discriminant Analysis for Spectral–Spatial Classification of Hyperspectral Images,Hyperspectral Band Selection Using Improved Classification Map,Encoding Spectral and Spatial Context Information for Hyperspectral Image Classification,Remote Sensing Image Denoising Using Patch Grouping-Based Nonlocal Means Algorithm
