GXL: toward a standard exchange format,"R. C. Holt, A. Winter, A. Schurr, ",2000,100,A history concept for design recovery tools,Data exchange with the columbus schema for c++,The Reengineering Wiki,Fast flow analysis to compute fuzzy estimates of risk levels,Exploring differences in exchange formats-tool support and case studies,Transparent reverse engineering tool integration using a conceptual transaction adapter,CodeCrawler-lessons learned in building a software visualization tool,Columbus schema for C/C++ preprocessing,An XML-based framework for language neutral program representation and generic analysis,Design pattern recovery by visual language parsing,Case studies of visual language based design patterns recovery,Component-based tool development,A visual query language for software visualization,The use of the GXL approach for supporting visual language specification and interchanging,Approaches to supporting software visual notation exchange,Detection of similar community in large network based on graph edit distance,An Architecture to Support Model Driven Software Visualization,Integrating Reverse Engineering Tools Using a Service-Sharing Methodology,Re-Engineering a Reverse Engineering Portal to a Distributed SOA,Using benchmarking to advance research: a challenge to software engineering,Tool support for just-in-time architecture reconstruction and evaluation: an experience report,Representing and accessing extracted information,Flow analysis to detect blocked statements,On modeling software architecture recovery as graph matching,RefaX: a refactoring framework based on XML,Supporting source code difference analysis,An Extensible Meta-Model for Program Analysis,NOREX: A Distributed Reengineering Environment,Using Graph Rewriting Systems for Automating Software Evolution Activities,On Building an Integrated and Generic Platform for Software Quality Evaluation
Dynamic queries for visual information seeking,"B. Shneiderman, ",1994,178,Visualizing network data,Interacting with databases in the global information infrastructure,VisDB: database exploration using multidimensional visualization,A system for medical consultation and education using multimodal human/machine communication,The FindMe approach to assisted browsing,Query previews in networked information systems,Smart indexes for efficient browsing of library collections,Refining query previews techniques for data with multivalued attributes: the case of NASA EOSDIS,From Toy to Tool: Extending Tag Clouds for Software and Information Visualisation,VIP: Visualization of integrated proteomics data,VisReduce: Fast and responsive incremental information visualization of large datasets,Visual interface for exploring caution spots from vehicle recorder big data,GenAMap: Visualization strategies for structured association mapping,An intelligent visualized decision toolbox IVDT for muzzy decision maker,Improvements to efficient retrieval of very large temporal datasets with the TravelLight method,Coordinated views to assist exploration of spatio-temporal data: a case study,Coordinated parallel views for the exploratory analysis of microarray time-course data,Data warehousing within intranet: prototype of a web-based executive information system,View composition for digital libraries,Organization overviews and role management: inspiration for future desktop environments,Visualizing queries in a distributed digital library system,Performance analysis and visualization of parallel systems using SimOS and Rivet: a case study,Dyniqx: A novel meta-search engine for metadata based cross search,Learning Management Systems' database exploration by means of Information Visualization-based query tools,Keyword searching and browsing in databases using BANKS,Multi-sensor Visual Analytics Supported by Machine-Learning Models,Design and Evaluation of an Interactive Proof-of-Concept Dashboard for General Practitioners,Towards a Visualization Framework for Service Selection in Cloud E-Marketplaces,An Interactive Graphical Interface for Retrieving Multi-attribute Data: A Case Study on Historical Relics Retrieval in 3D Digital Museum,IVEE: an Information Visualization and Exploration Environment
Automatic sign language analysis: a survey and the future beyond lexical meaning,,2005,100
Cooperative Control and Potential Games,"Jason R. Marden, G&Uuml;rdal Arslan, Jeff S. Shamma, ",2009,178,Cooperative optimisation with inseparable cost functions,From weighted potential game to weighted harmonic game,Distributed positioning of autonomous mobile sensors with application to coverage control,Payoff-based Inhomogeneous Partially Irrational Play for potential game theoretic cooperative control: Convergence analysis,Dynamic feedback synthesis for finite-time consensus under unknown directed graphs,Robustness of stochastic stability in game theoretic learning,Self-triggered best-response dynamics for mobile sensor deployment,Proving convergence of log-linear learning in potential games,A sensor coverage game with improved efficiency guarantees,Motion and communication co-optimization with path planning and online channel prediction,Computationally efficient learning in large-scale games: Sampled fictitious play revisited,On the exponential rate of convergence of fictitious play in potential games,The risks and rewards of conditioning noncooperative designs to additional information,A game-theoretic approach to distributed scheduling of rigid demands on dynamical systems,Learning in linear games over networks,Conditional games: A framework for coordination,Necessary and sufficient conditions for solving leader-following problem of multi-agent systems with communication noises,Overcoming limitations of game-theoretic distributed control,Nash equilibrium seeking for games with non-quadratic payoffs,Generalized efficiency bounds in distributed resource allocation,A projection framework for near-potential games,Designing games to handle coupled constraints,Learning in near-potential games,Distributed mobility and power control for noncooperative robotic ad hoc and sensor networks,Coalition formation and motion coordination for optimal deployment,Game couplings: Learning dynamics and applications,Optimal distributed consensus on unknown undirected graphs,A projection framework for near-potential polynomial games,Achieving pareto optimality through distributed learning,Learning in networked systems
Hierarchical finite state machines with multiple concurrency models,"A. Girault, Bilung Lee, E. A. Lee, ",1999,100,A Behavioral Coordination Operator Language (BCOoL),Translating Synchronous Systems to Data-Flow Process Networks,Buffer Capacity Computation for Throughput Constrained Streaming Applications with Data-Dependent Inter-Task Communication,Scenario-aware dataflow: Modeling analysis and implementation of dynamic applications,Requirements primitives and models for systems specification,Scheduling of dataflow models within the Reconfigurable Video Coding framework,Concurrency Compliant Embedded System Modeling Methodology,Towards a heterogeneous simulation kernel for system-level models: a SystemC kernel for synchronous data flow models,Heterogeneous Behavioral Hierarchy Extensions for SystemC,End-to-End Latency Analysis of Dataflow Scenarios Mapped Onto Shared Heterogeneous Resources,Parameterized Dataflow Scenarios,Hierarchical and Concurrent ECCs for IEC 61499 Function Blocks,Design of Distributed Heterogeneous Embedded Systems in DDFCharts,Task construction for model-based design of embedded control software,Embedding Polychrony into Synchrony,Design of heterogeneous embedded systems using DFCharts model of computation,What's ahead for embedded software?,Parameterized dataflow modeling for DSP systems,Motivating hierarchical run-time models in measurement and control systems,Performance analysis of weakly-consistent scenario-aware dataflow graphs,Finite State Machine IP Watermarking: A Tutorial,Visual specification of concurrent systems,Embedded system design with multiple languages,Static analysis and automatic code synthesis of flexible FSM model,A language for multiple models of computation,A Prototype of Model-Based Design Tool and Its Application in the Development Process of Electronic Control Unit,A Speech Interaction System Based on Finite State Machine for Service Robot,An Overall Specification of a Meta-Model of Computation For Model-Driven Embedded System Modeling,Integrating the synchronous dataflow model with UML,Computation of Buffer Capacities for Throughput Constrained and Data Dependent Inter-Task Communication
An overview of automatic speaker diarization systems,"S. E. Tranter, D. A. Reynolds, ",2006,178,Sparse DNN-based speaker segmentation using side information,A Symbolic Dynamic Filtering approach to unsupervised hierarchical feature extraction from time-series data,Audio diarization for biodiversity monitoring,Statistical Speaker Diarization Using Dependent Combination of Extracted Features,An overview of robustness related issues in speaker recognition,A probabilistic speaker clustering for DOA-based diarization,Soundbite identification using reference and automatic transcripts of broadcast news speech,Never-ending learning system for on-line speaker diarization,Multiple feature combination to improve speaker diarization of telephone conversations,The 2015 sheffield system for longitudinal diarisation of broadcast media,Speaker diarisation and longitudinal linking in multi-genre broadcast data,Variational Bayesian PLDA for speaker diarization in the MGB challenge,Multi-objective Long-Short Term Memory Neural Networks for Speaker Diarization in Telephone Interactions,Affordable access to multimedia by exploiting collateral data,Unsupervised Speaker Segmentation and Clustering Using TESBCC and Pitch Based Features,iKnow Where You Are,Social Signal Processing: Understanding social interactions through nonverbal behavior analysis,Automatic Signer Diarization - The Mover Is the Signer Approach,Full-posterior PLDA based speaker diarization of telephone conversations,Delay based optimisation of an integrated online call recording speaker diarisation and identification system,Adaptive and online speaker diarization for meeting data,Feature selection and model optimization for semi-supervised speaker spotting,Speaker tracking in reverberant environments using multiple directions of arrival,Automatic segmentation of broadcast news audio using self similarity matrix,Finding Speaker Identities with a Conditional Maximum Entropy Model,Speaker Diarization: Towards a More Robust and Portable System,Speaker diarization of French broadcast news,Novel inter-cluster distance measure combining GLR and ICR for improved agglomerative hierarchical speaker clustering,BIC-based audio segmentation by divide-and-conquer,GridNews: A distributed automatic Greek broadcast transcription system
Affect analysis of text using fuzzy semantic typing,"P. Subasic, A. Huettner, ",2001,100,Fuzzy linguistic aggregation to synthesize the Hourglass of Emotions,Fuzzy Methodology for Enhancement of Context Semantic Understanding,A Methodology for Extracting and Representing Actions in Texts,Speech act profiling: a probabilistic method for analyzing persistent conversations and their participants,Controversy is Marketing: Mining Sentiments in Social Media,Semi-automatic creation of an emotion dictionary using WordNet and its evaluation,An analytical approach to assess sentiment of text,Sentiment mining in WebFountain,Sentiment analyzer: extracting sentiments about a given topic using natural language processing techniques,Towards Text-based Emotion Detection A Survey and Possible Improvements,A Novel Framework for Context-Smart Sentiment and Mindset Analysis,Semi-Automatic WordNet Based Emotion Dictionary Construction,The Building of Chinese Emotion Thesaurus Using HowNet Based on the Main Sememe,Emotion detection using keywords spotting and semantic network IEEE ICOCI 2006,Application of Neuro-Fuzzy model for text and speech understanding systems,Using fuzzy centrality and intensity concepts to construct an information retrieval model,Geo-localized public perception visualization using GLOPP for social media,Human-computer dialogue understanding hybrid system,Emotion aware system based on acoustic and textual features from speech,Affect Intensity Analysis of Dark Web Forums,Sentiment and affect analysis of Dark Web forums: Measuring radicalization on the internet,Dynamic user-level affect analysis in social media: Modeling violence in the Dark Web,Jumping NLP Curves: A Review of Natural Language Processing Research [Review Article],A Lexicon-Enhanced Method for Sentiment Classification: An Experiment on Online Product Reviews,Can we treat pragmatics like semantics?,Looking for fuzziness in natural language,Semantic context classification by means of fuzzy set theory,Semi-automatic emotion recognition from textual input based on the constructed emotion thesaurus,Emotion recognition based on negative words and pattern matching for Chinese negative sentences,A proposal for creating a Chinese emotion thesaurus with tag of emotion intensity
Jena: a semantic Web toolkit,"B. McBride, ",2002,178,Wiki-Genome: A model-driven genome data management environment,GSS: A generic P2P semantic service oriented architecture,A framework for integrating DBpedia in a multi-modality ontology news image retrieval system,DOSE: a distributed open semantic elaboration platform,Authorization Control for a Semantic Data Repository through an Inference Policy Engine,Subontology-Based Resource Management for Web-Based e-Learning,What Do You Prefer? Using Preferences to Enhance Learning Technology,An Effective Model and Management Scheme of Personal Space for Ubiquitous Computing Applications,OWLPath: An OWL Ontology-Guided Query Editor,Incorporating the Ontology Paradigm Into Software Engineering: Enhancing Domain-Driven Programming in Clojure/Java,Codetrail: Connecting source code and web resources,Design of a Suite of Visual Languages for Supply Chain Specification,Semdrops: A Social Semantic Tagging Approach for Emerging Semantic Data,KGRAM Versatile Inference and Query Engine for the Web of Linked Data,Modeling and Implementation of Unified Semantic Web Platform,Research and Implementation of the SPARQL-TO-SQL Query Translation Based on Restrict RDF View,Accessing biodiversity resources in computational environments from workflow applications,A framework for fault-tolerance in HLA-based distributed simulations,Scalable Semantics – The Silver Lining of Cloud Computing,ScudOSGi: Enabling Facility-Involved Task Migration in OSGi Framework,Cross-domain privilege management system based on ontology in electronic commerce environment,F2R: Publishing file systems as Linked Data,A smart home control system based on context and human speech,Metadata for learning resources: technologies and directions of the Semantic Web - a brief review,Autonomic System Administration. A Testbed on Autonomics,TODE : A Dot Net based tool for ontology development and editing,Using planning to predict and influence autonomous agents behaviour in a virtual environment for training,Question Matching Based on Domain Ontology and Description Logic,RDF Object Type and Reification in the Database,LODQL: A Language for Creation Query and Service Generation of Linked Open Data
An overview of the PARCTAB ubiquitous computing experiment,"R. Want, B. N. Schilit, N. I. Adams, R. Gold, K. Petersen, D. Goldberg, J. R. Ellis, M. Weiser, ",1995,100,Internet access for personal mobile equipments in a wireless WAN environment,The challenges of wearable computing: Part 2,Context-aware applications: from the laboratory to the marketplace,Using multiple devices simultaneously for display and control,Enabling Opportunistic Navigation in Location-Based Notification Systems,Deploying Context-Aware Services: A Case Study of Rapid Prototyping,Software Infrastructure for Delivering and Supporting Distributed Applications Enhanced with Awareness,The WAY ahead: entity rendezvous through mobile agents,From Freedom to Involvement: On the Rhetoric of Mobility in HCI Research,Using mobile techniques in improving information awareness to promote learning performance,Internet Access For Personal Mobile Equipments In A Wireless WAn Environment,Towards a distributed platform for resource-constrained devices,Using fine-grained infrared positioning to support the surface-based activities of mobile users,Towards a Context-aware Middleware in Smart Car Space,Wearable Privacy: Skeletons in The Data Closet,Construction of 3D scene with cloud robot platform based on intelligent space,Survey of wireless network interfaces for mobile computing devices,System challenges for ubiquitous &amp; pervasive computing,Augmenting buildings with infrared information,Augmented reality in a wide area sentient environment,Software-only occupancy inference in a workplace findings from a field trial,Semantic Location-Aware Model for Ubiquitous Computing,A Survey of Context Modeling for Pervasive Cooperative Learning,A formalism for context-aware mobile computing,An Augmented Reality exhibition guide for the iPhone,The Status of Transistor Research in Compound Semiconductors,Taking handheld devices to the next level,Web services on mobile devices-implementation and experience,Enriched media-experience of sport events,Personal mobile multimedia communications in a wireless WAN environment
"Chimera: a virtual data system for representing, querying, and automating data derivation","I. Foster, J. Vockler, M. Wilde, Yong Zhao, ",2002,177,Brain Image Registration Analysis Workflow for fMRI Studies on Global Grids,Operations simulation as a cloud based service,Persistent Workflow on the Grid,RADU: Bridging the divide between data and infrastructure management to support data-driven collaborations,Provenance as a Service: A Data-centric Approach for Real-Time Monitoring,Secure provenance in Wireless Sensor Networks - a survey of provenance schemes,Storage System Optimization in Data-Intensive Environment,Grid-enabled workflows for data intensive medical applications,GNARE: an environment for grid-based high-throughput genome analysis,Grid-enabling medical image analysis,Providing support for integrated scientific computing: metacomputing meets the grid and the semantic Web,ReGS: user-level reliability in a grid environment,Experiences with the KOALA co-allocating scheduler in multiclusters,Actor Provenance Capture With Ganglia,Virtual Clusters for Grid Communities,Using multiple grid resources for bioinformatics applications in GADU,Active Data: Supporting the Grid Data Life Cycle,Hierarchical Replication Control in a Global File System,Hierarchical Caches for Grid Workflows,Data Provenance in Economical Database Design,Java Grid workflow management with fuzzy clustering approach,Tracking and Sketching Distributed Data Provenance,Scientific workflow rewriting while preserving provenance,Common motifs in scientific workflows: An empirical analysis,An Algorithm for Cost-Effectively Storing Scientific Datasets with Multiple Service Providers in the Cloud,Continuous Dataflow Update Strategies for Mission-Critical Applications,Provenance-Based Scientific Workflow Search,Study on Management and Dispatching of Virtual Computing Resources Based on Pool Theory,A composable data management architecture for scientific applications,A Local-Optimisation Based Strategy for Cost-Effective Datasets Storage of Scientific Applications in the Cloud
An Overview of Noise-Robust Automatic Speech Recognition,"Jinyu Li, Li Deng, Yifan Gong, Reinhold Haeb-Umbach, ",2014,100,Review of constraints on vision-based gesture recognition for human–computer interaction,Admissible wavelet packet sub-band-based harmonic energy features for Hindi phoneme recognition,Admissible wavelet packet sub-band based harmonic energy features using ANOVA fusion techniques for Hindi phoneme recognition,Augmented Reality Smart Glasses in the Smart Factory: Product Evaluation Guidelines and Review of Available Products,Speech Enhancement Based on NMF Under Electric Vehicle Noise Condition,Automatic speech recognition performance for training on noised speech,Robust Front-End Based on MVA and HEQ Post-processing for Arabic Speech Recognition Using Hidden Markov Model Toolkit (HTK),Spatial histogram equalization of complex-valued acoustic spectra in modulation domain for noise-robust speech recognition,Raw waveform-based speech enhancement by fully convolutional networks,Walking direction detection using received signal strengths in correlated RF links,Multi-task joint-learning of deep neural networks for robust speech recognition,An information fusion approach to recognizing microphone array speech in the CHiME-3 challenge based on a deep learning framework,Unsupervised adaptation with domain separation networks for robust speech recognition,Speech Recognition in Noisy Environments with Convolutional Neural Networks,Non-negative matrix based optimization scheme for blind source separation in automatic speech recognition system,Discriminative Training using Heterogeneous Feature Vector for Hindi Automatic Speech Recognition System,Noise robust dysarthric speech classification using domain adaptation,Sound monitoring method based on wavelets and sparse representation classifier,Neural decoding of attentional selection in multi-speaker environments without access to separated sources,Evaluation of PNCC and extended spectral subtraction methods for robust speech recognition,A unified deep modeling approach to simultaneous speech dereverberation and recognition for the reverb challenge,A comparative study of noise reduction techniques for automatic speech recognition systems,Feature compensation using linear combination of speaker and environment dependent correction vectors,Generalization of temporal filter and linear transformation for robust speech recognition,Factorized adaptation for deep neural network,Cepstral noise subtraction for robust automatic speech recognition,Joint training of front-end and back-end deep neural networks for robust speech recognition,Deep unfolding for multichannel source separation,Phoneme-specific speech separation,Robust speech recognition from ratio masks
"Balancing performance, energy, and quality in pervasive computing","J. Flinn, SoYoung Park, M. Satyanarayanan, ",2002,100,An adaptive multi-constraint partitioning algorithm for offloading in pervasive systems,Scavenger: Transparent development of efficient cyber foraging applications,An enhanced DSM model for computation offloading,Developing cyber foraging applications for portable devices,Offloading Android applications to the cloud without customizing Android,Mobile cloud computing &amp; mobile battery augmentation techniques: A survey,A Self-Stabilizing Process for Mobile Cloud Computing,A Survey and Taxonomy of Cyber Foraging of Mobile Devices,Energy Management Techniques in Modern Mobile Handsets,A Review on Distributed Application Processing Frameworks in Smart Mobile Devices for Mobile Cloud Computing,Heterogeneity in Mobile Cloud Computing: Taxonomy and Open Challenges,Cloud-Based Augmentation for Mobile Devices: Motivation Taxonomies and Open Challenges,Network Variation and Fault Tolerant Performance Acceleration in Mobile Devices with Simultaneous Remote Execution,Cloud-Assisted Computation Offloading to Support Mobile Services,Run Time Application Repartitioning in Dynamic Mobile Cloud Environments,Economic and Energy Considerations for Resource Augmentation in Mobile Cloud Computing,ORBIT: A Platform for Smartphone-Based Data-Intensive Sensing Applications,AppBooster: Boosting the Performance of Interactive Mobile Applications with Computation Offloading and Parameter Tuning,mCloud: A Context-Aware Offloading Framework for Heterogeneous Mobile Cloud,Energy efficient hierarchical resource management for mobile cloud computing,Quantitative Risk Analysis for Mobile Cloud Computing: A Preliminary Approach and a Health Application Case Study,An efficient runtime offloading approach for pervasive services,SmartVirtCloud: Virtual cloud assisted application offloading execution at mobile devices' discretion,To cloud or not to cloud: A mobile device perspective on energy consumption of applications,An Offloading Strategy in Mobile Cloud Computing Considering Energy and Delay Constraints,Resource Sharing Systems: A Combinatorial Application to Pervasive Computing,EEOA: Improving energy efficiency of mobile cloudlets using efficient offloading approach,Over-the-air deployment of applications in multi-platform environments,A Survey of Cloudlet Based Mobile Computing,COCA: Computation Offload to Clouds Using AOP
An ontological model of an information system,"Y. Wand, R. Weber, ",1990,177,Representing Unique Stakeholder Perspectives in BPM Notations,Towards an Enterprise Business Process Architecture Standard,Entity-centric operations modeling for business process management — A multidisciplinary review of the state-of-the-art,The WaaSaBE Model: Marrying WaaS and Business-Entities to Support Cross-Organization Collaboration,Usability challenges in the design workflow of reusable PLC software for machine and plant automation,Developing Systems Engineering Ontologies,Ontology Development for Designing and Managing Dynamic Business Process Networks,Ontological evaluation of enterprise systems interoperability using ebXML,Empirical analysis of CK metrics for object-oriented design complexity: implications for software defects,The “Physics” of Notations: Toward a Scientific Basis for Constructing Visual Notations in Software Engineering,Extending the UML Statecharts Notation to Model Security Aspects,Variability Analysis of Requirements: Considering Behavioral Differences and Reflecting Stakeholders’ Perspectives,When to Make a Topic Popular Again? A Temporal Model for Topic Rehotting Prediction in Online Social Networks,Semantic information assurance for secure distributed knowledge management: a business process perspective,Toward Developing Data Warehousing Process Standards: An Ontology-Based Review of Existing Methodologies,An automated approach to information systems decomposition,A metrics suite for object oriented design,A framework for expressing the relationships between multiple views in requirements specification,A framework for analysis of data quality research,Measuring class coupling and cohesion: a formal metamodel approach,An ontology development approach for enhancing search-ability of record management systems,TRAM: A tool for transforming textual requirements into analysis models,CLIPPER: Counter-based Low Impact Processor Power Estimation at Run-time,Ontologies Integration for University Institutions: Approach to an Alignment Evaluation,A methodological approach to evaluate the benefit and usability of different modeling notations for open loop control in automation systems,Some complexity metrics for object-oriented programs based on information flow,Rediscovering Zachman Framework Using Ontology from a Requirement Engineering Perspective,Domain Modeling for Enterprise Information Systems - Formalizing and Extending Zachman Framework Using BWW Ontology,A dynamic runtime coupling metric for meta-level architectures,Building autonomic computing systems based on ontological component models and a controller synthesis algorithm
SQLf: a relational database language for fuzzy querying,"P. Bosc, O. Pivert, ",1995,177,A descriptor-based approach to OO code reuse,Fuzzy logic techniques in multimedia database querying: a preliminary investigation of the potentials,Efficient processing of nested Fuzzy SQL queries in a fuzzy database,Framework for developing fuzzy applications,Experiences on fuzzy DBMS: Implementation and use,A Knowledge-Based Approach For Database Flexible Querying,A New Upgrade to SQLf: Towards a Standard in Fuzzy Databases,Remarks on Various Aspects of Bipolarity in Database Querying,Affect judgment and decision making: Some inspirations for bipolar querying,A Vague Relational Model and Algebra,A relational division based on a fuzzy bipolar R-implication operator,Towards reconciling expressivity efficiency and user-friendliness in database flexible querying,Hierarchical bipolar fuzzy queries: Towards more human consistent flexible queries,Adequacy of a user-defined vocabulary to the data structure,On modelling real-world knowledge to get answers to fuzzy and flexible searches without human intervention,Expression and efficient processing of fuzzy queries in a graph database context,A tool to perform semantic and imprecise queries on non-scalar data,Compound bipolar queries: The case of data with a variable quality,Aggregate operators in database flexible querying,Fuzzy division for regular relational databases,Fuzzy integrals and database flexible querying,A review of similarity measures for fuzzy systems,A new approach to the filtering of ill-known data,Flexible querying in multimedia databases with an object query language,Some uses of fuzzy logic in multimedia databases querying,About fuzzy query processing-the example of the division,Flexible queries in object-oriented databases: on the study of bags,On an Approximate-inclusion-based Difference Operator - Application to the Division of Fuzzy Relations,SQLf vs. Skyline - Expressivity and Performance,Syntax-driven Analysis of Context-free Languages with Respect to Fuzzy Relational Semantics
Adaptive fault-tolerant routing in hypercube multicomputers,"M. -S. Chen, K. G. Shin, ",1990,100,Fault-tolerant adaptive routing for two-dimensional meshes,A hypercube-based NoC routing algorithm for efficient all-to-all communications in embedded image and signal processing applications,Fault-tolerant table generating algorithm: further work on MNLIRS routing scheme,A unified approach to fault-tolerant routing,Reliable communication in cube-based multicomputers using safety vectors,A theory of fault-tolerant routing in wormhole networks,Fault-tolerant routing strategy using routing capability in hypercube multicomputers,Optimal fault-tolerant routing in hypercubes using extended safety vectors,Parallel routing in hypercube networks with faulty nodes,A Distributed Multicast Algorithm for Hypercube Multicomputers,Fault-Tolerant Routing Algorithms for a Massively Parallel Machine,A Fault-Tolerant Routing Algorithm in Hypercubes,Fault tolerance in a wafer scale environment,A Novel ACO-Based Fault-Tolerant Routing Algorithm in Hypercube Networks,Immunet: a cheap and robust fault-tolerant packet routing mechanism,Contention sensitive fault-tolerant routing algorithms for hypercubes,A limited-global information model for dynamic fault-tolerant routing in cube-based multicomputers,A Strategy for Routing Messages Between Elements in a Hypercube with Faulty Links,Fault-tolerant routing algorithms based on optimal path matrices,Fault-tolerant routing in two-dimensional mesh networks with less-restricted fault patterns,Optimal fault-tolerant routing scheme for generalized hypercube,On the design of optimal adaptive routers for direct networks,Adaptive routing in generalized hypercube architectures,Fault-tolerant routing with regularity restoration in Boolean n-cube interconnection networks,Pipelined circuit-switching: a fault-tolerant variant of wormhole routing,Fault tolerant broadcasting in SIMD hypercubes,An Inherently Stabilizing Algorithm for Node-To-Node Routing over All Shortest Node-Disjoint Paths in Hypercube Networks,Prefix computation on faulty hypercubes,The exchanged hypercube,Optimal and reliable communication in hypercubes using extended safety vectors
"Building probabilistic networks: ""Where do the numbers come from?"" guest editors' introduction","M. J. Druzdzel, L. C. van der Gaag, ",2000,100,Improving Construction of Conditional Probability Tables for Ranked Nodes in Bayesian Networks,Bayesian Network Models for Web Effort Prediction: A Comparative Study,Systems' Integration Technical Risks' Assessment Model (SITRAM),Knowledge representation using Bayesian networks — A case study in Web effort estimation,Towards a user-centred road safety management method based on road traffic simulation,A method for evaluating elicitation schemes for probabilistic models,Customer Relationship Management and Small Data — Application of Bayesian Network Elicitation Techniques for Building a Lead Scoring Model,Probabilistic graphs to model Pseudomonas aeruginosa survival mechanism and infer low nutrient water response genes,Applying Knowledge Elicitation to Improve Web Effort Estimation: A Case Study,A Tool for Enterprise Architecture Analysis,Combining Defense Graphs and Enterprise Architecture Models for Security Analysis,Applying MDL in PSO for learning Bayesian networks,Cyber Security Risks Assessment with Bayesian Defense Graphs and Architectural Models,Ontologies and Bayesian Networks in Medical Diagnosis,Towards a method for acceptability analysis: Application to healthcare innovation,Fusion of expert knowledge with data using belief functions: a case study in waste-water treatment,Adaptive human sensor model in sensor networks,Predictive analysis network tool for human knowledge elicitation and reasoning,Bayesian approach to learn Bayesian networks using data and constraints,Using knowledge elicitation to improve Web effort estimation: Lessons from six industrial case studies,Combining expert knowledge with data based on belief function theory: an application in waste water treatment,The Use of Bayesian Networks for Web Effort Estimation: Further Investigation,Rapid modeling and analysis with QGENIE,Passive construction of diagnostic decision models: An empirical evaluation,Aids to Bayesian belief network construction,On characterization and discovery of minimal unexpected patterns in rule discovery,Bayesian Networks for Knowledge-Based Authentication,Using Ranked Nodes to Model Qualitative Judgments in Bayesian Networks,Quantitative Inference by Qualitative Semantic Knowledge Mining with Bayesian Model Averaging,A Myopic Approach to Ordering Nodes for Parameter Elicitation in Bayesian Belief Networks
Overview of the MPEG-7 standard,"Shih-Fu Chang, T. Sikora, A. Purl, ",2001,177,A medical image retrieval framework in correlation enhanced visual concept feature space,MobiCon: mobile video recording with integrated annotations and DRM,Biomedical Image Classification with Multi Response Linear Regression (MLR) as Meta-Learner Combiner and Its Effectiveness on Small to Large Data Sets,Medical Image Retrieval with Query-Dependent Feature Fusion Based on One-Class SVM,Local concept-based medical image retrieval with correlation-enhanced similarity matching based on global analysis,A novel fast and effictive video retrieval system for surveillance application,Image Retrieval Using ESNs and Relevance Feedback,SwiftLink: Serendipitous Navigation Strategy for Large-Scale Document Collections,Daily life event segmentation for lifestyle evaluation based on multi-sensor data recorded by a wearable device,Keyframe Extraction Using Local Visual Semantics in the Form of a Region Thesaurus,SPARQL2XQuery 2.0: Supporting Semantic-based queries over XML data,Improving stability and invariance of Cartesian Zernike moments,The rate variability-distortion (VD) curve of encoded video and its impact on statistical multiplexing,MSN: statistical understanding of broadcasted baseball video using multi-level semantic network,Content Extraction and Interpretation of Superimposed Captions for Broadcasted Sports Videos,Invariant Gabor Texture Descriptors for Classification of Gastroenterology Images,Building MPEG-7 transcoding hints from intrinsic characteristics of MPEG videos,Query feedback for interactive image retrieval,Real-time compressed-domain spatiotemporal segmentation and ontologies for video indexing and retrieval,Video object segmentation using Bayes-based temporal tracking and trajectory-based region merging,Knowledge-assisted semantic video object detection,MPEG-7 Visual Descriptors&amp;#8212;Contributions for Automated Feature Extraction in Capsule Endoscopy,Merged MPEG-7 visual descriptors for image classification,Fuzzy Clustering With Partial Supervision in Organization and Classification of Digital Images,Earth-Observation Image Retrieval Based on Content Semantics and Metadata,Flexible Synthesis of Video Frames Based on Motion Hints,A Learning-Based Similarity Fusion and Filtering Approach for Biomedical Image Retrieval Using SVM Classification and Relevance Feedback,A Normalization Framework for Multimedia Databases,Browsing within Lecture Videos Based on the Chain Index of Speech Transcription,Automated Topographic Segmentation and Transit Time Estimation in Endoscopic Capsule Exams
Discrete Surface Ricci Flow,"Miao Jin, Junho Kim, Feng Luo, Xianfeng Gu, ",2008,100
