PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Guimaraes, L. F.; Raposo, M. I. B.; Janasi, V. A.; Canon-Tapia, E.; Polo, L. A.								An AMS study of different silicic units from the southern Parana-Etendeka Magmatic Province in Brazil: Implications for the identification of flow directions and local sources								JOURNAL OF VOLCANOLOGY AND GEOTHERMAL RESEARCH				355		SI		304	318		10.1016/j.jvolgeores.2017.11.014					APR 15 2018	2018										1	0	0	0	0	1			0377-0273	1872-6097		WOS:000435057900021		
J	Zhang, Wenhuan; Huang, Changsheng; Wang, Yihang; Shi, Baochang; Kuang, Shibo; Chai, Zhenhua				Kuang, Shibo/H-4935-2013; Chai, Zhenhua/F-6832-2010	Kuang, Shibo/0000-0002-2969-9420; Chai, Zhenhua/0000-0002-8569-9628			The computation of strain rate tensor in multiple-relaxation-time lattice Boltzmann model								COMPUTERS & MATHEMATICS WITH APPLICATIONS				75	8			2888	2902		10.1016/j.camwa.2018.01.019					APR 15 2018	2018										0	0	0	0	0	0			0898-1221	1873-7668		WOS:000431162800020		
J	Cordell, Darcy; Unsworth, Martyn J.; Diaz, Daniel								Imaging the Laguna del Maule Volcanic Field, central Chile using magnetotellurics: Evidence for crustal melt regions laterally-offset from surface vents and lava flows								EARTH AND PLANETARY SCIENCE LETTERS				488				168	180		10.1016/j.epsl.2018.01.007					APR 15 2018	2018										0	0	0	0	0	0			0012-821X	1385-013X		WOS:000430032900016		
J	Babadjian, Jean-Francois; Mora, Maria Giovanna								Stress regularity in quasi-static perfect plasticity with a pressure dependent yield criterion								JOURNAL OF DIFFERENTIAL EQUATIONS				264	8			5109	5151		10.1016/j.jde.2017.12.034					APR 15 2018	2018										0	0	0	0	0	0			0022-0396	1090-2732		WOS:000426146600006		
P	FU R; WANG S; PAN M; BAO T; TIAN Y								Nonlinear dynamic system identification method involves comparing differential value of output of neural network and differential value of actual desired output of test data to realize identification of nonlinear dynamic system					CN107908595-A	UNIV YANSHAN																																		0						DIIDW:2018307854		
P	XIA C								Dual-generated against network based medical image synthesizing method, involves managing data, establishing resistance network, training U-NET, establishing evaluation index, obtaining processed image, and establishing synthetic data set					CN107909621-A	SHENZHEN VISION TECHNOLOGY CO LTD																																		0						DIIDW:201830762F		
J	Yang, Kun; Zhao, Lihao; Andersson, Helge I.								Mean shear versus orientation isotropy: effects on inertialess spheroids' rotation mode in wallturbulence								JOURNAL OF FLUID MECHANICS				844				796	816		10.1017/jfm.2018.205					APR 12 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000430067500005		
J	Falls, Kevin; King, Callum R.; Litim, Daniel F.; Nikolakopoulos, Kostas; Rahmede, Christoph								Asymptotic safety of quantum gravity beyond Ricci scalars								PHYSICAL REVIEW D				97	8					086006	10.1103/PhysRevD.97.086006					APR 11 2018	2018										2	0	0	0	0	2			2470-0010	2470-0029		WOS:000429636600003		
J	Danish, Mohammad; Meneveau, Charles								Multiscale analysis of the invariants of the velocity gradient tensor in isotropic turbulence								PHYSICAL REVIEW FLUIDS				3	4					044604	10.1103/PhysRevFluids.3.044604					APR 11 2018	2018										0	0	0	0	0	0			2469-990X			WOS:000429638000001		
P	XU X; XUAN Y; ZHANG L								Three-dimensional non-shaped ellipsoid invisibility cloak designing method, involves deriving tensor theory of permittivity and permeability, and verifying mantle design such that shaft design is practically feasible than arbitrary mantle					CN107895097-A	UNIV NANCHANG HANGKONG																																		0						DIIDW:201828827A		
P	CHEN R								Method of direction-aware device location, involves determining location and movement information as function of time for each of wireless devices based on determined topology of wireless devices as function of time					US9942717-B1	RAPID FOCUS SECURITY LLC																																		0						DIIDW:201827574W		
P	DAI G; FANG J; ZHOU W; ZHANG H; YAN J; TAO X								Three-dimensional convolutional neural network based prostate MRI segmentation method involves receiving tensor output and tag data corresponding to tensor to calculate loss and back-propagation gradient update network parameters					CN107886510-A	UNIV HANGZHOU DIANZI																																		0						DIIDW:201828220C		
P	YU Z; SURBICH S								Image reconstructing method, involves determining regular term according to gradient information and structure tensor, correcting image data according to regular term, and generating corrected image data according to correction of image					CN107886553-A	SHANGHAI UNITED IMAGING MEDICAL TECHNOL																																		0						DIIDW:201830240Y		
J	Li, Manzhong; Ouyang, Junyao; Zhang, Yi; Cheng, Brian Chi Yan; Zhan, Yu; Yang, Le; Zou, Haiyan; Zhao, Hui								Effects of total saponins from Trillium tschonoskii rhizome on grey and white matter injury evaluated by quantitative multiparametric MRI in a rat model of ischemic stroke								JOURNAL OF ETHNOPHARMACOLOGY				215				199	209		10.1016/j.jep.2018.01.006					APR 6 2018	2018										0	0	0	0	0	0			0378-8741			WOS:000427213500021	29309860	
P	LI L; WEN G; PENG H; YANG Y								Image encryption method, involves performing result matrix quantization process, and obtaining quantization matrix to perform quantization matrix forward and reverse diffusion process to obtain image matrix based on encrypted images					CN107888370-A	UNIV BEIJING POSTS & TELECOM																																		0						DIIDW:201831088V		
P	LIN F; LIAO T; ZHANG X; CHEN W; LI S; XUE H								Badminton motion picture identifying method, involves performing creating process of shuttlecock model, and transmitting training sample to convolution neural network model by using tensor flow for obtaining badminton model					CN107886128-A	UNIV GUANGDONG TECHNOLOGY																																		0						DIIDW:201828228J		
J	McGough, Lauren; Mezei, Mark; Verlinde, Herman					Mezei, Mark/0000-0002-3425-5533			Moving the CFT into the bulk with T(T)over-bar								JOURNAL OF HIGH ENERGY PHYSICS					4					010	10.1007/JHEP04(2018)010					APR 3 2018	2018										2	0	0	0	0	2			1029-8479			WOS:000429737500010		
J	Bazile, A.; Hachem, E.; Larroya-Huguet, J. C.; Mesri, Y.								Variational Multiscale error estimator for anisotropic adaptive fluid mechanic simulations: Application to convection-diffusion problems								COMPUTER METHODS IN APPLIED MECHANICS AND ENGINEERING				331				94	115		10.1016/j.cma.2017.11.019					APR 1 2018	2018										0	0	0	0	0	0			0045-7825	1879-2138		WOS:000425737200005		
J	Edeling, W. N.; Iaccarino, G.; Cinnella, P.								Data-Free and Data-Driven RANS Predictions with Quantified Uncertainty								FLOW TURBULENCE AND COMBUSTION				100	3			593	616		10.1007/s10494-017-9870-6					APR 2018	2018										0	0	0	0	0	0			1386-6184	1573-1987		WOS:000426863700001		
J	Haraldsson, Henrik; Kefayati, Sarah; Ahn, Sinyeob; Dyverfeldt, Petter; Lantz, Jonas; Karlsson, Matts; Laub, Gerhard; Ebbers, Tino; Saloner, David								Assessment of Reynolds stress components and turbulent pressure loss using 4D flow MRI with extended motion encoding								MAGNETIC RESONANCE IN MEDICINE				79	4			1962	1971		10.1002/mrm.26853					APR 2018	2018										0	0	0	0	0	0			0740-3194	1522-2594		WOS:000425026800013	28745409	
J	Yang, Fu-Chi; Chou, Kun-Hsien; Kuo, Chen-Yuan; Lin, Yung-Yang; Lin, Ching-Po; Wang, Shuu-Jiun								The pathophysiology of episodic cluster headache: Insights from recent neuroimaging research								CEPHALALGIA				38	5			970	983		10.1177/0333102417716932					APR 2018	2018										0	0	0	0	0	0			0333-1024	1468-2982		WOS:000429773600015	28677993	
J	Polinder-Bos, Harmke A.; Garcia, David Vallez; Kuipers, Johanna; Elting, Jan Willem J.; Aries, Marcel J. H.; Krijnen, Wim P.; Groen, Henk; Willemsen, Antoon T. M.; van Laar, Peter J.; Strijkert, Fijanne; Luurtsema, Gert; Slart, Riemer H. J. A.; Westerhuis, Ralf; Gansevoort, Ron T.; Gaillard, Carlo A. J. M.; Franssen, Casper F. M.					Vallez Garcia, David/0000-0003-3308-3167			Hemodialysis Induces an Acute Decline in Cerebral Blood Flow in Elderly Patients								JOURNAL OF THE AMERICAN SOCIETY OF NEPHROLOGY				29	4			1317	1325		10.1681/ASN.2017101088					APR 2018	2018										2	0	0	0	0	2			1046-6673	1533-3450		WOS:000428896900026	29496888	
J	Yoon, Min A.; Hong, Suk-Joo; Ku, Min Cheol; Kang, Chang Ho; Ahn, Kyung-Sik; Kim, Baek Hyun								Multiparametric MR Imaging of Age-related Changes in Healthy Thigh Muscles								RADIOLOGY				287	1			235	246		10.1148/radiol.2017171316					APR 2018	2018										1	0	0	0	0	1			0033-8419			WOS:000427992600029	29239712	
J	Domrin, V. I.; Malova, H. V.; Popov, V. Yu.								Time Evolution of the Macroscopic Characteristics of a Thin Current Sheet in the Course of Its Formation in the Earth's Magnetotail								PLASMA PHYSICS REPORTS				44	4			424	437		10.1134/S1063780X18040025					APR 2018	2018										0	0	0	0	0	0			1063-780X	1562-6938		WOS:000430855400004		
J	Scholle, M.; Gaskell, P. H.; Marner, F.				Scholle, Markus/K-7209-2015	Scholle, Markus/0000-0001-6945-5247			Exact integration of the unsteady incompressible Navier-Stokes equations, gauge criteria, and applications								JOURNAL OF MATHEMATICAL PHYSICS				59	4					043101	10.1063/1.5031119					APR 2018	2018										1	0	0	0	0	1			0022-2488	1089-7658		WOS:000431271800028		
J	Andrade, Joao Rodrigo; Martins, Ramon Silva; Thompson, Roney Leon; Mompean, Gilmar; Neto, Aristeu da Silveira					Martins, Ramon/0000-0002-4905-1453			Analysis of uncertainties and convergence of the statistical quantities in turbulent wall-bounded flows by means of a physically based criterion								PHYSICS OF FLUIDS				30	4					045106	10.1063/1.5023500					APR 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000431138700011		
J	Fitzpatrick, Richard								A neoclassical drift-magnetohydrodynamical fluid model of the interaction of a magnetic island chain with a resonant error-field in a high temperature tokamak plasma								PHYSICS OF PLASMAS				25	4					042503	10.1063/1.5022685					APR 2018	2018										0	0	0	0	0	0			1070-664X	1089-7674		WOS:000431142200028		
J	Zhu, Siqiang; Chen, Dunqiang; Dai, Zongliang; Wang, Shaojie								Numerical computation of the transport matrix in toroidal plasma with a stochastic magnetic field								PHYSICS OF PLASMAS				25	4					042501	10.1063/1.5023321					APR 2018	2018										0	0	0	0	0	0			1070-664X	1089-7674		WOS:000431142200026		
J	Wacks, Daniel; Konstantinou, Ilias; Chakraborty, Nilanjan								Effects of Lewis number on the statistics of the invariants of the velocity gradient tensor and local flow topologies in turbulent premixed flames								PROCEEDINGS OF THE ROYAL SOCIETY A-MATHEMATICAL PHYSICAL AND ENGINEERING SCIENCES				474	2212					20170706	10.1098/rspa.2017.0706					APR 2018	2018										0	0	0	0	0	0			1364-5021	1471-2946		WOS:000431112900004	29740257	
J	Washino, Kimiaki; Hashino, Seiji; Midou, Hiroki; Chan, Ei L.; Tsuji, Takuya; Tanaka, Toshitsugu								Lubrication force model for a pendular liquid bridge of power-law fluid between two particles								CHEMICAL ENGINEERING RESEARCH & DESIGN				132				1030	1036		10.1016/j.cherd.2017.12.012					APR 2018	2018						8th International Granulation Workshop8th International Granulation Workshop	JUN 26-30, 2017JUN 26-30, 2017		Univ Sheffield, Sheffield, ENGLANDUniv Sheffield, Sheffield, ENGLAND	0	0	0	0	0	0			0263-8762	1744-3563		WOS:000430522300087		
J	Klipp, Cheryl								Turbulent Friction Velocity Calculated from the Reynolds Stress Tensor								JOURNAL OF THE ATMOSPHERIC SCIENCES				75	4			1029	1043		10.1175/JAS-D-16-0282.1					APR 2018	2018										0	0	0	0	0	0			0022-4928	1520-0469		WOS:000430749000001		
J	Nennig, Benoit; Binois, Remy; Dauchez, Nicolas; Perrey-Debain, Emmanuel; Foucart, Felix								A transverse isotropic equivalent fluid model combining both limp and rigid frame behaviors for fibrous materials								JOURNAL OF THE ACOUSTICAL SOCIETY OF AMERICA				143	4			2089	2098		10.1121/1.5030925					APR 2018	2018										0	0	0	0	0	0			0001-4966	1520-8524		WOS:000430570900017	29716263	
J	Hwang, Seungsu; Yun, Gabjin								Ridigity of Ricci solitons with weakly harmonic Weyl tensors								MATHEMATISCHE NACHRICHTEN				291	5-6			897	907		10.1002/mana.201600285					APR 2018	2018										0	0	0	0	0	0			0025-584X	1522-2616		WOS:000430182200008		
J	Ruzdjak, Domagoj; Sudar, Davor; Brajsa, Roman; Skokic, Ivica; Beljan, Ivana Poljancic; Jurdana-Sepic, Rajka; Hanslmeier, Arnold; Veronig, Astrid; Poetzi, Werner								Meridional Motions and Reynolds Stress Determined by Using Kanzelhohe Drawings and White Light Solar Images from 1964 to 2016								SOLAR PHYSICS				293	4					59	10.1007/s11207-018-1286-5					APR 2018	2018										0	0	0	0	0	0			0038-0938	1573-093X		WOS:000430341900014		
J	Adrover, Alessandra; Cerbelli, Stefano; Giona, Massimiliano					Adrover, Alessandra/0000-0001-5939-740X			Taming axial dispersion in hydrodynamic chromatography columns through wall patterning								PHYSICS OF FLUIDS				30	4					042002	10.1063/1.5022257					APR 2018	2018										0	0	0	0	0	0			1070-6631	1089-7666		WOS:000430451000016		
J	Chauhan, Munish; Indahlastari, Aprinda; Kasinadhuni, Aditya K.; Schar, Michael; Mareci, Thomas H.; Sadleir, Rosalind J.				Mareci, Thomas/D-7745-2011	Mareci, Thomas/0000-0003-4700-2364; Chauhan, Munish/0000-0003-2415-2407; Schar, Michael/0000-0002-7044-9941			Low-Frequency Conductivity Tensor Imaging of the Human Head In Vivo Using DT-MREIT: First Study								IEEE TRANSACTIONS ON MEDICAL IMAGING				37	4			966	976		10.1109/TMI.2017.2783348					APR 2018	2018										1	0	0	0	0	1			0278-0062	1558-254X		WOS:000428886700013	29610075	
J	Schmidt, Marie Foged; Benning, Martin; Schonlieb, Carola-Bibiane					Schmidt, Marie Foged/0000-0002-4365-3912; Schonlieb, Carola-Bibiane/0000-0003-0099-6306			Inverse scale space decomposition								INVERSE PROBLEMS				34	4					045008	10.1088/1361-6420/aab0ae					APR 2018	2018										0	0	0	0	0	0			0266-5611	1361-6420		WOS:000427380000001		
J	Gatica, Luis F.; Oyarzua, Ricardo; Sanchez, Nestor				Oyarzua, Ricardo/M-1304-2016	Oyarzua, Ricardo/0000-0003-0536-4674			A priori and a posteriori error analysis of an augmented mixed-FEM for the Navier-Stokes-Brinkman problem								COMPUTERS & MATHEMATICS WITH APPLICATIONS				75	7			2420	2444		10.1016/j.camwa.2017.12.029					APR 1 2018	2018										0	0	0	0	0	0			0898-1221	1873-7668		WOS:000429391200018		
J	El Chami, Fida; Habib, Georges; Makhoul, Ola; Nakad, Roger								Eigenvalue Estimate for the Basic Laplacian on Manifolds with Foliated Boundary, Part II								MEDITERRANEAN JOURNAL OF MATHEMATICS				15	2					67	10.1007/s00009-018-1111-2					APR 2018	2018										0	0	0	0	0	0			1660-5446	1660-5454		WOS:000429379300009		
J	Fleysher, Roman; Lipton, Michael L.; Noskin, Olga; Rundek, Tatjana; Lipton, Richard; Derby, Carol A.								White matter structural integrity and transcranial Doppler blood flow pulsatility in normal aging								MAGNETIC RESONANCE IMAGING				47				97	102		10.1016/j.mri.2017.11.003					APR 2018	2018										0	0	0	0	0	0			0730-725X	1873-5894		WOS:000428004500014	29158187	
J	Karamooz-Ravari, Mohammad Reza; Andani, Mohsen Taheri; Kadkhodaei, Mahmoud; Saedi, Soheil; Karaca, Haluk; Elahinia, Mohammad					Kadkhodaei, Mahmoud/0000-0002-9353-4583; Karamooz-Ravari, Mohammad Reza/0000-0002-1372-3326			Modeling the cyclic shape memory and superelasticity of selective laser melting fabricated NiTi								INTERNATIONAL JOURNAL OF MECHANICAL SCIENCES				138				54	61		10.1016/j.ijmecsci.2018.01.034					APR 2018	2018										0	0	0	0	0	0			0020-7403	1879-2162		WOS:000428825200005		
J	Rolfes, Mary C.; Guerin, Julie B.; Brucker, Justin; Kalina, Peter								Pediatric Abusive Head Trauma: Review of Standard Imaging Evaluation and Typical Findings								JOURNAL OF PEDIATRIC NEUROLOGY				16	2			39	55		10.1055/s-0037-1604212					APR 2018	2018										0	0	0	0	0	0			1304-2580	1875-9041		WOS:000428289500002		
J	Krieger, Helga; Seide, Gunnar; Gries, Thomas; Stapleton, Scott E.					Gries, Thomas/0000-0002-2480-8333			Geometrical analysis of woven fabric microstructure based on micron-resolution computed tomography data								APPLIED COMPOSITE MATERIALS				25	2			399	413		10.1007/s10443-017-9626-4					APR 2018	2018										0	0	0	0	0	0			0929-189X	1573-4897		WOS:000428245300012		
J	Jiang, Yao-Lin; Yang, Yun-Bo								Semi-Discrete Galerkin Finite Element Method for the Diffusive Peterlin Viscoelastic Model								COMPUTATIONAL METHODS IN APPLIED MATHEMATICS				18	2			275	296		10.1515/cmam-2017-0021					APR 2018	2018										1	0	0	0	0	1			1609-4840	1609-9389		WOS:000428185200008		
J	Zang, Aibin								Existence of weak solutions for non-stationary flows of fluids with shear thinning dependent viscosities under slip boundary conditions in half space								SCIENCE CHINA-MATHEMATICS				61	4			727	744		10.1007/s11425-016-0686-1					APR 2018	2018										0	0	0	0	0	0			1674-7283	1869-1862		WOS:000427599700009		
J	Surer, Eddie; Rossi, Cristina; Becker, Anton S.; Finkenstaedt, Tim; Wurnig, Moritz C.; Valavanis, Antonios; Winklhofer, Sebastian					Rossi, Cristina/0000-0002-9041-2222; Becker, Anton/0000-0001-8372-6496			Cardiac-gated intravoxel incoherent motion diffusion-weighted magnetic resonance imaging for the investigation of intracranial cerebrospinal fluid dynamics in the lateral ventricle: a feasibility study								NEURORADIOLOGY				60	4			413	419		10.1007/s00234-018-1995-3					APR 2018	2018										0	0	0	0	0	0			0028-3940	1432-1920		WOS:000427696600010	29470603	
J	Krimi, Abdelkader; Rezoug, Mehdi; Khelladi, Sofiane; Nogueira, Xesus; Deligant, Michael; Ramirez, Luis					Nogueira, Xesus/0000-0002-6500-2109			Smoothed Particle Hydrodynamics: A consistent model for interfacial multiphase fluid flow simulations								JOURNAL OF COMPUTATIONAL PHYSICS				358				53	87		10.1016/j.jcp.2017.12.006					APR 1 2018	2018										1	0	0	0	0	1			0021-9991	1090-2716		WOS:000427395300004		
J	Lysenko, Dmitry A.; Ertesvag, Ivar S.								Reynolds-Averaged, Scale-Adaptive and Large-Eddy Simulations of Premixed Bluff-Body Combustion Using the Eddy Dissipation Concept								FLOW TURBULENCE AND COMBUSTION				100	3			721	768		10.1007/s10494-017-9880-4					APR 2018	2018										0	0	0	0	0	0			1386-6184	1573-1987		WOS:000426863700007		
J	Vishal, Vikrant; Leung, Juliana Y.								A multi-scale particle-tracking framework for dispersive solute transport modeling								COMPUTATIONAL GEOSCIENCES				22	2			485	503		10.1007/s10596-017-9706-4					APR 2018	2018										0	0	0	0	0	0			1420-0597	1573-1499		WOS:000426861200004		
J	Zhu, Yi								Global small solutions of 3D incompressible Oldroyd-B model without damping mechanism								JOURNAL OF FUNCTIONAL ANALYSIS				274	7			2039	2060		10.1016/j.jfa.2017.09.002					APR 1 2018	2018										0	0	0	0	0	0			0022-1236	1096-0783		WOS:000425838000005		
J	Shamsoddini, Rahim								SPH investigation of the thermal effects on the fluid mixing in a microchannel with rotating stirrers								FLUID DYNAMICS RESEARCH				50	2					025509	10.1088/1873-7005/aaa031					APR 2018	2018										0	0	0	0	0	0			0169-5983	1873-7005		WOS:000424082800001		
J	Resende, P. R.; Cavadas, A. S.				Cavadas, Adelio/H-3978-2018	Cavadas, Adelio/0000-0003-1792-2223; Rebelo Resende, Pedro Miguel/0000-0002-3410-6482			New developments in isotropic turbulent models for FENE-P fluids								FLUID DYNAMICS RESEARCH				50	2					025508	10.1088/1873-7005/aa9e37					APR 2018	2018										0	0	0	0	0	0			0169-5983	1873-7005		WOS:000423609400002		
J	Kara, R.; Caglar, M.								Cinlar subgrid scale model for large eddy simulation								APPLIED MATHEMATICS AND COMPUTATION				322				89	99		10.1016/j.amc.2017.11.033					APR 1 2018	2018										0	0	0	0	0	0			0096-3003	1873-5649		WOS:000418480500008		
J	Vahabi, M.; Vos, Bart E.; de Cagny, Henri C. G.; Bonn, Daniel; Koenderink, Gijsje H.; MacKintosh, F. C.				MacKintosh, Fred/A-9450-2008	MacKintosh, Fred/0000-0002-2607-9541			Normal stresses in semiflexible polymer hydrogels								PHYSICAL REVIEW E				97	3					032418	10.1103/PhysRevE.97.032418					MAR 28 2018	2018										0	0	0	0	0	0			2470-0045	2470-0053		WOS:000428506600008	29776166	
P	WU T; XIE L; CHEN X								Magnetic resonance image de-noising method, involves splitting noise images, estimating pixel value in search window according to relationship between pixel points, and performing deviation correction process of noise images					CN107845081-A	UNIV CHENGDU INFORMATION TECHNOLOGY																																		0						DIIDW:201825155H		
P	LI Y; ZHANG T; SU Y; JING P								High-dimensional data structures relation prediction method, involves calculating lifting degree according to reconstructed algorithm, optimizing tensor ridge regression based on tensor sequence, and predicting auxiliary transaction system					CN107844557-A	UNIV TIANJIN																																		0						DIIDW:201825171Q		
J	Schnitzer, Ory; Yariv, Ehud								Small-solid-fraction approximations for the slip-length tensor of micropillared superhydrophobic surfaces								JOURNAL OF FLUID MECHANICS				843				637	652		10.1017/jfm.2018.187					MAR 26 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000428530000001		
J	Iikawa, Naoki; Bandi, M. M.; Katsuragi, Hiroaki								Force-chain evolution in a two-dimensional granular packing compacted by vertical tappings								PHYSICAL REVIEW E				97	3					032901	10.1103/PhysRevE.97.032901					MAR 26 2018	2018										0	0	0	0	0	0			2470-0045	2470-0053		WOS:000428241900010	29776119	
J	Shutov, A. V.								Efficient time stepping for the multiplicative Maxwell fluid including the Mooney-Rivlin hyperelasticity								INTERNATIONAL JOURNAL FOR NUMERICAL METHODS IN ENGINEERING				113	12			1851	1869		10.1002/nme.5724					MAR 23 2018	2018										0	0	0	0	0	0			0029-5981	1097-0207		WOS:000425083700005		
J	Chattopadhyay, Chandrodoy; Bhalerao, Rajeev S.; Ollitrault, Jean-Yves; Pal, Subrata								Effects of initial-state dynamics on collective flow within a coupled transport and viscous hydrodynamic approach								PHYSICAL REVIEW C				97	3					034915	10.1103/PhysRevC.97.034915					MAR 23 2018	2018										2	0	0	0	0	2			2469-9985	2469-9993		WOS:000428163400004		
J	Wada, Masataka; Mimura, Masaru; Noda, Yoshihiro; Takasu, Shotaro; Plitman, Eric; Honda, Makoto; Natsubori, Akiyo; Ogyu, Kamiyu; Tarumi, Ryosuke; Graff-Guerrero, Ariel; Nakajima, Shinichiro								Neuroimaging correlates of narcolepsy with cataplexy: A systematic review.								Neuroscience research											10.1016/j.neures.2018.03.005					2018-Mar-23	2018										0	0	0	0	0	0				1872-8111		MEDLINE:29580887	29580887	
P	LIU X; JIANG J								Distributed support vector machines (SVM) optimization method involves outputting training of SVM when determining that ratio of data set is greater than threshold value and when determining that iteration is finished					CN107832358-A	SHANGHAI AIYOUWEI SOFTWARE DEV CO LTD																																		0						DIIDW:2018242391		
J	Balakin, Alexander B.								The extended Einstein-Maxwell-aether-axion model: Exact solutions for axionically controlled pp-wave aether modes								MODERN PHYSICS LETTERS A				33	9					1850050	10.1142/S0217732318500505					MAR 21 2018	2018										0	0	0	0	0	0			0217-7323	1793-6632		WOS:000428462900004		
P	HAN S; LI Y; LU B; WU Y; XIN Y								Index mapping based retro-reflective type optical invisible cloak designing method, involves performing rotation mapping and index mapping based on emitted beam, and normalizing component of permeability tensor to design invisible cloak					CN107808033-A	UNIV NANJING SCI & TECHNOLOGY																																		0						DIIDW:2018235118		
P	SHE Q; MA P; XI X; JIANG P								Method for extracting empirical mode decomposition feature based on tensor linear Laplacian discrimination, involves using fisher score mode for determining final feature dimension according to optimum average classification accuracy					CN107808166-A	UNIV HANGZHOU DIANZI																																		0						DIIDW:201823014C		
J	Tamijani, Ali Y.; Gharibi, Kaveh; Kobayashi, Marcelo H.; Kolonay, Raymond M.								Load paths visualization in plane elasticity using load function method								INTERNATIONAL JOURNAL OF SOLIDS AND STRUCTURES				135				99	109		10.1016/j.ijsolstr.2017.11.013					MAR 15 2018	2018										0	0	0	0	0	0			0020-7683	1879-2146		WOS:000428828900008		
J	Lee, D.; Palha, A.; Gerritsma, M.								Discrete conservation properties for shallow water flows using mixed mimetic spectral elements								JOURNAL OF COMPUTATIONAL PHYSICS				357				282	304		10.1016/j.jcp.2017.12.022					MAR 15 2018	2018										0	0	0	0	0	0			0021-9991	1090-2716		WOS:000427393800013		
J	Chen, Zhangxing; Huang, Tianyu; Shao, Yimin; Li, Yang; Xu, Hongyi; Avery, Katherine; Zeng, Danielle; Chen, Wei; Su, Xuming								Multiscale finite element modeling of sheet molding compound (SMC) composite structure based on stochastic mesostructure reconstruction								COMPOSITE STRUCTURES				188				25	38		10.1016/j.compstruct.2017.12.039					MAR 15 2018	2018										0	0	0	0	0	0			0263-8223	1879-1085		WOS:000424752200004		
J	Makri, Nancy								Communication: Modular path integral: Quantum dynamics via sequential necklace linking								JOURNAL OF CHEMICAL PHYSICS				148	10					101101	10.1063/1.5024411					MAR 14 2018	2018										0	0	0	0	0	0			0021-9606	1089-7690		WOS:000427517200001	29544294	
J	Schnitzer, Ory; Yariv, Ehud								Resistive-force theory for mesh-like superhydrophobic surfaces								PHYSICAL REVIEW FLUIDS				3	3					032201	10.1103/PhysRevFluids.3.032201					MAR 13 2018	2018										0	0	0	0	0	0			2469-990X			WOS:000427320200002		
P	XU Z; YE J; LI G; CHEN D								Block tensor decomposition based cyclic neural network sparse connection method, involves decomposing tensor, and performing sparse connection process, and training cyclic neural network based on BPTT algorithm					CN107798385-A	UNIV ELECTRONIC SCI & TECHNOLOGY																																		0						DIIDW:2018220767		
P	WANG S; ZHANG B; HU M; HU Y; WANG Z								Method for registering medical image by electronic device based on convolutional neural network, involves calculating parameter relationship between to-be-registered images, and registering images according to parameter relationship					CN107798697-A	SHENZHEN INST ADVANCED TECHNOLOGY																																		0						DIIDW:2018220699		
J	Rosti, Marco E.; Brandt, Luca; Pinelli, Alfredo					Brandt, Luca/0000-0002-4346-4732; Rosti, Marco Edoardo/0000-0002-9004-2292			Turbulent channel flow over an anisotropic porous wall - drag increase and reduction								JOURNAL OF FLUID MECHANICS				842				381	394		10.1017/jfm.2018.152					MAR 12 2018	2018										1	0	0	0	0	1			0022-1120	1469-7645		WOS:000427267100001		
J	Hameduddin, Ismail; Meneveau, Charles; Zaki, Tamer A.; Gayme, Dennice F.					Meneveau, Charles/0000-0001-6947-3605			Geometric decomposition of the conformation tensor in viscoelastic turbulence								JOURNAL OF FLUID MECHANICS				842				395	427		10.1017/jfm.2018.118					MAR 12 2018	2018										1	0	0	0	0	1			0022-1120	1469-7645		WOS:000427267100002		
J	Pujara, N.; Koehl, M. A. R.; Variano, E. A.					Pujara, Nimish/0000-0002-0274-4527			Rotations and accumulation of ellipsoidal microswimmers in isotropic turbulence								JOURNAL OF FLUID MECHANICS				838				356	368		10.1017/jfm.2017.912					MAR 10 2018	2018										0	0	0	0	0	0			0022-1120	1469-7645		WOS:000419914700002		
P	WU J; LAI C; CHEN M								Video image noise reduction method, involves performing adaptive weighting filtering on image block corresponding matching image block, and performing noise reduction on pixel points in matching image block corresponding to image block					CN107786780-A	SHENZHEN TCL NEW TECHNOLOGY CO LTD																																		0						DIIDW:2018207724		
P	WANG Y; GUZMAN G; WANG Q; BENZINGER T								Method for analyzing diffusion basis spectrum imaging MRI for diagnosing brain tumors of patient, involves calculating associated percent contribution of apparent diffusion coefficient value to total isotropic diffusion spectrum magnitude					WO2018045072-A1	UNIV WASHINGTON; WANG Y; GUZMAN G; WANG Q; BENZINGER T																																		0						DIIDW:201819409P		
J	Zhang, Tingting; Li, Rihui; Potter, Thomas; Seo, Jin Keun; Li, Guanglin; Zhang, Yingchun								Frequency-dependent anisotropic modeling and analysis using mfEIT: A computer simulation study.								International journal for numerical methods in biomedical engineering								e2980	e2980		10.1002/cnm.2980					2018-Mar-08	2018										0	0	0	0	0	0				2040-7947		MEDLINE:29521020	29521020	
