Finite-state Markov channel-a useful model for radio communication channels,"Hong Shen Wang, N. Moayeri, ",1995,1058,Finite-state Markov channel modeling for vehicle-to-infrastructure communications,Progressive Image Transmission over Memoryless Feedback Channels Using Joint Source-Channel Coding Strategy,Throughput maximization for fading channels and bursty traffic sources in link layer,Energy-efficient scheduling scheme using reinforcement learning in wireless ad hoc networks,Level-crossing rate and average duration of fades of deterministic simulation models for Nakagami-Hoyt fading channels,A study of different partitioning schemes in first order Markovian models for Rayleigh fading channels,Efficient error control scheme for video streaming over wireless networks,Impact of Feedback Delay on System Performance with AMC/SR-ARQ over Rayleigh Fading Channels,Cross-Layer Design Combining Adaptive Modulation and Coding with ARQ on Frequency Domain Subcarrier of OFDM,Enhancement of Short Range Wireless Communication Performance Using Adaptive Frequency Hopping,Impact of Wireless Channel on VoIP QoS and Admission Regions in IEEE 802.11g WLANs,Estimated Measurement-Based Markov Models: Towards Flexible and Accurate Modeling of Wireless Channels,Distributed Optimal Relay Selection for Improving TCP Throughput over Cognitive Radio Networks: A Cross-Layer Design Approach,An Energy-Efficient Distributed Relay Selection and Power Allocation Optimization Scheme over Wireless Cooperative Networks,Channel measurement and Markov modeling of an urban free-space optical link,Optimal Duty Cycling and Rate Control for Wireless Sensor and Vehicular Networks,Blind Detection and Prediction of Multi-SIM UE Subframe Loss,Resource Allocation and Performance Measures in Multi-User Multi-Channel Cognitive Radio Networks,Stabilization of wireless networked control systems with packet loss and impulse disturbance,Adaptive Spectrum Sensing for Time-Varying Channels in Cognitive Radios,Operational rate-distortion design for joint source-channel coding over noisy channels,TULIP: A link-level protocol for improving TCP over wireless links,Delay analysis of block coded transmission over the Gilbert-Elliott channel with interleaving and retransmission strategy,An FEC-based error control scheme for wireless MPEG-4 video transmission,On improving quality of video for H.263 over wireless CDMA networks,Analysis on Markov modeling of cellular packet transmission,Outage-based admission region in multi-class cellular systems,Data throughput model for CDMA2000 supplemental channels,To transmit or not to transmit: an investigation using competitive analysis,A framework for adaptive voice communication over wireless channels
Image information and visual quality,"H. R. Sheikh, A. C. Bovik, ",2006,1053,Objective method to provide ground truth for IQA research,Full-reference image quality assessment using statistical local correlation,Image quality assessment based on complementary local feature extraction and quantification,Image fusion-based video deraining using sparse representation,Image quality assessment employing joint structure-colour histograms as quality-aware features,Fitting-based optimisation for image visual salient object detection,Is there a relationship between peak-signal-to-noise ratio and structural similarity index measure?,Image fusion using multiscale edge-preserving decomposition based on weighted least squares filter,Single-frame image super-resolution inspired by perceptual criteria,Speckle reduction method for thyroid ultrasound images in neutrosophic domain,Analysis and design of coded apertures for defocus deblurring based on imaging system properties and optical features,Hybrid NSS features for no-reference image quality assessment,Quality index evaluation of videos based on fuzzy interface system,Quality assessment of a stereo pair formed from decoded and synthesized views using objective metrics,A study on the relationship between depth map quality and the overall 3D video quality of experience,Objective quality measures comparison of impaired 3D video sequences from the UC3D database,Video authentication in digital forensic,Mean Deviation Similarity Index: Efficient and Reliable Full-Reference Image Quality Evaluator,Performance Evaluation of Visual Tracking Algorithms on Video Sequences With Quality Degradation,Modeling the Perceptual Quality of Stereoscopic Images in the Primary Visual Cortex,Audio-Visual Multimedia Quality Assessment: A Comprehensive Survey,Universal no reference image quality assessment metrics based on local dependency,On the use of image quality estimators for improved JPEG2000 coding,Making image quality assessment robust,Perceptual evaluation of image denoising algorithms,Regularization parameter trimming for iterative image reconstruction,A Reduced Reference Image Quality assessment for Multiply Distorted Images,Toward a universal learning-based image quality metric with reference for stereoscopic images,Image Quality Assessment: an Overview and some Metrological Considerations,Performance analysis of H.264 H.265 VP9 and AV1 video encoders
Leakage current mechanisms and leakage reduction techniques in deep-submicrometer CMOS circuits,"K. Roy, S. Mukhopadhyay, H. Mahmoodi-Meimand, ",2003,1053,Memristor pattern recogniser: isolated speech word recognition,SRAM cell with asymmetric pass-gate nMOSFETs for embedded memory applications,Method for designing ternary adder cells based on CNFETs,Reduced memory decoding schemes for turbo decoding based on storing the index of the state metric,Optimization of Low Power 7T SRAM Cell in 45nm Technology,Optimization of Leakage Current in SRAM Cell Using Shorted Gate DG FinFET,Design of Low Leakage Current Average Power CMOS Current Comparator Using SVL Technique,Leakage Current Reduction in 6T Single Cell SRAM at 90nm Technology,Low-power radix-4 quotient generator,Leakage Reduction by Modified Stacking and Optimum ISO Input Loading in CMOS Devices,Carbon nanotube field effect transistor models performance and evaluation,Extreme Temperature Electronics - from Materials to Bio-inspired Adaptation,Dynamically Adapted Low-Energy Fault Tolerant Processors,Optimized power performance and simulation of reversible logic multiplexer,A calculation model of ground bounce effect in power gating circuits,Leakage current reduction in CMOS logic circuits,Accurate and Fast Estimation of Junction Band-to-Band Leakage in Nanometer-Scale MOSFET,Fine-grain Sleep Transistor Placement Considering Leakage Feedback Gate,Optimum Supply and Threshold Voltages and Transistor Sizing Effects on Low Power SOI Circuit Design,Stacked Active Loads For Low Power High Speed GaAs Digital Circuits (SALFL),A novel leakage-estimation method for input-vector control,Body-bootstrapped-buffer circuit for CMOS static power reduction,Topology-related effects of Gated-Vdd and Gated-Vss techniques on full-adder leakage and delay at 65nm and 45 nm,A 0.6-V subthreshold-leakage supressed CMOS fully differential switched-capacitor amplifier,A low leakage pull-down network for PLL with 6.7 dB improvement in reference spur,A novel highly reliable low-power nano architecture when von Neumann augments Kolmogorov,Incorporating temperature-leakage interdependency into dynamic voltage scaling for real-time systems,Power aware design for next generation's Many Cores computing platforms,Word line boost and read SA PMOS compensation (SAPC) for ROM in 55nm CMOS,Energy-efficient standby current suppression with bootstrapped power-gating technique
Supersonic shear imaging: a new technique for soft tissue elasticity mapping,"J. Bercoff, M. Tanter, M. Fink, ",2004,1051,Shear wave imaging at high frequencies: A feasibility study in tissue mimicking gelatin phantoms,Tissue shear viscosity measurements using a spectral ratio method,Assessment of the cervical stiffness in pregnant women using Shear Wave Elastography: A feasibility study,Correlation between the shear wave speed in tendon and its elasticity properties,Identifying malignant and benign breast lesions using vibroelastography,Coded excitation scheme for acoustic radiation push pulse compression,Axial displacement tracking in transient elastography using neighboring local minima maxima in radio frequency signals,Effects of phase aberration on acoustic radiation force-based shear wave generation,3D elasticity imaging with acoustic radiation force,In vivo achilles tendon elasticity assessment using supersonic shear imaging: A feasibility study,Towards backscatter tensor imaging (BTI): Analysis of the spatial coherence of ultrasonic speckle in anisotropic soft tissues,Reducing clutter noise in fast ultrasound imaging with transverse high-pass filtering,Two-dimensional shear elasticity imaging using external mechanical vibration,Fast shear compounding using directional filtering and two-dimensional shear wave speed calculation,Supersonic shear wave imaging to assess arterial anisotropy: Ex-vivo testing of the horse aorta,Cross validation of Supersonic Shear Wave Imaging (SSI) with classical rheometry during blood coagulation over a very large bandwidth,Phase aberration effects on beam shape evaluated with particle motion in an elastic phantom,Recursive fourier-based high-frame rate imaging,Intraoperative quantitative measurement of brain tumor stiffness and intracranial pressure assessment using ultrasound shear wave elastography,Viscoelastic characterization of transverse isotropic tissue mimicking phantoms and muscle,Tri-modality ultrasound imaging system: Design and phantom experiment results,Two frequencies push-pull differential imaging,Application of Attenuation Measuring Ultrasound Shearwave Elastography in 8 post-transplant liver patients,Shear wave Vibro Magneto Acoustography for measuring tissue mimicking phantom elasticity and viscosity,Shear wave elastography on the GE LOGIQ E9 with Comb-push Ultrasound Shear Elastography (CUSE) and time aligned sequential tracking (TAST),New shear wave velocity estimation using arrival time differences in orthogonal directions,Stiffness dynamics of rabbit's achilles tendons evaluated by shear wave elastography in vivo,Shear wave elastography of a liver fibrosis mouse model using a high frequency ultrasound system with mechanical scanning,GPU acceleration of acoustic radiation force impulse imaging using scanning-mode,Feasibility of shear wave elastography for plaque characterization
A simple HCCI engine model for control,"Nick J. Killingsworth, Salvador M. Aceves, Daniel L. Flowers, Miroslav Krstic, ",2006,1050,Stability Analysis in Homogeneous Charge Compression Ignition (HCCI) Engines With High Dilution,Exact linearization and noninteracting control of a 4 rotors helicopter via dynamic feedback,A backpropagation learning framework for feedforward neural networks,Controlling chaotic systems with disturbance: a new approach based on backstepping design and nonlinear damping,On stabilization of rotational modes of an inverted pendulum,Robust adaptive control of bilinear plants with high-order perturbation uncertainties,On global output feedback tracking control of robot manipulators,Global stabilization of a thermal convection loop,Synchronization of uncertain chaotic systems via adaptive backstepping,Adaptive output feedback nonlinear control of a pH process with an input constraint,A nonlinear philosophy for nonlinear systems,3D path following for autonomous underwater vehicle,Robust control of nonlinear systems by estimating time variant uncertainties,Stable tracking control for unmanned aerial vehicles using non-inertial measurements,Robust output feedback stabilization of nonlinear systems,On convexity in stabilization of nonlinear systems,Regulation of a nonholonomic dynamic wheeled mobile robot with parametric modeling uncertainty using Lyapunov functions,Global adaptive output feedback controllers with application to nonlinear friction compensation,Output feedback asymptotic stabilization for triangular systems linear in the unmeasured state components,Output-feedback control of stochastic strict-feedback systems under an exponential cost criterion,Cascade normal forms for underactuated mechanical systems,Robust nonlinear integral control by partial-state and output feedback,Robust output-feedback design using a new class of nonlinear observers,Nonlinear control applied to gearshifting in automated manual transmissions,Recursive observer design beyond the uniform observability,Control of zero-bias magnetic bearings using control Lyapunov functions,Uniform asymptotic controllability to a set implies locally Lipschitz control-Lyapunov function,Adaptive control on manifolds with RBF neural networks,Robust adaptive nonlinear control using single hidden layer neural networks,A backstepping design for flight path angle control
The dual-tree complex wavelet transform,"I. W. Selesnick, R. G. Baraniuk, N. C. Kingsbury, ",2005,1045,Tree-structured complex wavelet-based Bayesian compressive sensing method,Code generator for implementing dual tree complex wavelet transform on reconfigurable architectures for mobile applications,Automated detection of heart ailments from 12-lead ECG using complex wavelet sub-band bi-spectrum features,Analytic cascaded filterbanks for multicarrier modulation,Illumination invariant face recognition based on dual-tree complex wavelet transform,Fault location on branched networks using mathematical morphology,Mixed noise removal filter for multi-channel images based on halfspace deepest location,Single change detection-based moving object segmentation by using Daubechies complex wavelet transform,Robust quantisation index modulation-based approach for image watermarking,Local selected features of dual-tree complex wavelet transform for single sample face recognition,Spatially adaptive image denoising using inter-scale dependence in directionlet domain,Micro-movement magnification in video signals using complex wavelet analysis,Image fusion based on multi-scale transform and sparse representation: an image energy approach,Transform-based watermarking algorithm maintaining perceptual transparency,Efficient design of very large-scale DFT modulated filter banks using Mth band condition,Bayesian compressive sensing using tree-structured complex wavelet transform,A Novel Multi-Focus Image Fusion Method Based on Stationary Wavelet Transform and Local Features of Fuzzy Sets,Double Density Complex Wavelet Based Image Cartoon-Texture Decomposition,Two-Channel Separable Complex Biorthogonal Perfect Reconstruction Filter Banks,Low-complexity video compression and compressive sensing,Image Denoising Based on Undecimated Double Density Dual Tree Wavelet Transform and Modified Firm Shrinkage,Medical image denoising using dual tree complex thresholding wavelet transform,Texture classification using relative phase and Gaussian mixture models in the complex wavelet domain,Hilbert pair of almost symmetric orthogonal wavelets with arbitrary center of symmetry,A two-dimensional non-separable implementation of dyadic-valued cosine-sine modulated filter banks for low computational complexity,Simultaneous codeword optimization (SimCO) for dictionary learning,Embolic doppler ultrasound signal detection using modified dual tree complex wavelet transform,Denoising of Array-Based DNA Copy Number Data Using The Dual-tree Complex Wavelet Transform,A New Smoothing Model for Analyzing Array CGH Data,An area efficient real time implementation of dual tree complex wavelet transform in field programmable gate arrays
A new algorithm for surface deformation monitoring based on small baseline differential SAR interferograms,"P. Berardino, G. Fornaro, R. Lanari, E. Sansosti, ",2002,1044,Improved EMCF-SBAS Processing Chain Based on Advanced Techniques for the Noise-Filtering and Selection of Small Baseline Multi-Look DInSAR Interferograms,Multichannel Phase Unwrapping: Problem Topology and Dual-Level Parallel Computational Model,InSAR Assessment of Surface Deformations in Urban Coastal Terrains Associated With Groundwater Dynamics,Phase Inconsistencies and Multiple Scattering in SAR Interferometry,Robust Estimators for Multipass SAR Interferometry,Influence of Vegetation Growth on the Polarimetric Zero-Baseline DInSAR Phase Diversity—Implications for Deformation Studies,Use of a GPS-Derived Troposphere Model to Improve InSAR Deformation Estimates in the San Gabriel Valley California,Phase Estimation for Distributed Scatterers in InSAR Stacks Using Integer Least Squares Estimation,A Statistical Test of Phase Closure to Detect Influences on DInSAR Deformation Estimates Besides Displacements and Decorrelation Noise: Two Case Studies in High-Latitude Regions,A Network-Based Enhanced Spectral Diversity Approach for TOPS Time-Series Analysis,On the Accuracy of Topographic Residuals Retrieved by MTInSAR,Estimation of 3-D Surface Displacement Based on InSAR and Deformation Modeling,The Influence of External Digital Elevation Models on PS-InSAR and SBAS Results: Implications for the Analysis of Deformation Signals Caused by Slow Moving Landslides in the Northern Apennines (Italy),Soil Moisture Estimation Using Differential Radar Interferometry: Toward Separating Soil Moisture and Displacements,Geodetic Imaging of Time-Dependent Three-Component Surface Deformation: Application to Tidal-Timescale Ice Flow of Rutford Ice Stream West Antarctica,InSAR Time-Series Estimation of the Ionospheric Phase Delay: An Extension of the Split Range-Spectrum Technique,Parisar: Patch-Based Estimation and Regularized Inversion for Multibaseline SAR Interferometry,A New InSAR Persistent Scatterer Selection Technique Using Top Eigenvalue of Coherence Matrix,Multithreading approach for focusing module performance optimization of Small BAseline Subset processing chain,Monitoring thermal dilations with millimetre sensitivity via multi-dimensional SAR imaging,Non-local methods for filtering interferometric SAR datasets,A land subsidence study via DInSAR technique over large urbanised areas,Multipass SAR Processing for Urbanized Areas Imaging and Deformation Monitoring at Small and Large Scales,SAR interferometry for long term deformation mapping using SBAS method: A case study in Nanjing area,Ground settlement monitoring from temporarily persistent scatterers between two SAR acquisitions,DInSAR GPS and gravity observation results in La Palma Canary islands,Ground deformation measurement with radar interferometry in Exupéry,Deformations occurring in the city of Auckland New Zealand as mapped by the differential synthetic aperture radar,Surface deformation analysis of the Mauna Loa and Kīlauea volcanoes Hawai‘i based on InSAR displacement time series,SBAS-DInSAR GRID processing on-demand: A case study
The path of the smart grid,"Hassan Farhangi, ",2010,1038,Impact of operators’ performance in the reliability of cyber-physical power distribution systems,Operation window constrained strategic energy management of microgrid with electric vehicle and distributed resources,Game-theoretic dispatch control in microgrids considering network losses and renewable distributed energy resources integration,Adjustment of discrete load changes in feeder databases for improving medium-term demand forecasting,Cost-based droop scheme with lower generation costs for microgrids,Energy storage systems impact on the short-term frequency stability of distributed autonomous microgrids an analysis using aggregate models,Optimal operation of distributed generations in micro-grids under uncertainties in load and renewable power generation using heuristic algorithm,Design guidelines for MPC-based frequency regulation for islanded microgrids with storage voltage and ramping constraints,New challenges to wind energy voltage control. Survey of recent practice and literature review,Effective restoration strategies of interdependent power system and communication network,Grid of the future and the need for a decentralised control architecture: the web-of-cells concept,Challenges innovative architectures and control strategies for future networks: the Web-of-Cells fractal grids and other concepts,Demand response for chemical manufacturing using Economic MPC,Demand-Side Energy Management: FTTH-based mode for Smart homes,Distributed anytime optimization in power-generator networks for economic dispatch,Droop-controlled inverter-based microgrids are robust to clock drifts,ISS of multistable systems with delays: Application to droop-controlled inverter-based microgrids,Improving performance of droop-controlled microgrids through distributed PI-control,Resilience and Security: A Qualitative Survey of Urban Smart Grid Architectures,Learning How to Communicate in the Internet of Things: Finite Resources and Heterogeneity,Markov-Decision-Process-Assisted Consumer Scheduling in a Networked Smart Grid,Energy-Efficient Vector OFDM PLC Systems With Dynamic Peak-Based Threshold Estimation,A Modified Topology of Two-Switch Buck-Boost Converter,Optimizing Lifespan and Energy Consumption by Smart Meters in Green-Cloud-Based Smart Grids,Event-Driven Energy Trading System in Microgrids: Aperiodic Market Model Analysis With a Game Theoretic Approach,A Learning Automaton-Based Scheme for Scheduling Domestic Shiftable Loads in Smart Grids,Stability of FPGA Based Emulator for Half-Bridge Inverters Operated in Stand-Alone and Grid-Connected Modes,Energy trading in the smart grid: From end-user's perspective,Assessing the use of IP network management protocols in smart grids,Three-Dimensional Location-Based IPv6 Addressing for Wireless Sensor Networks in Smart Grid
A simple and efficient estimator for hyperbolic location,"Y. T. Chan, K. C. Ho, ",1994,1037,On the use of tight frames for optimal sensor placement in time-difference of arrival localization,Refinement of time-difference-of-arrival measurements via rank properties in two-dimensional space,Performance analysis for TDOA localization using UAVs with flight disturbances,One-way deep space navigation with radiometric and inertial data fusion,WSN-UAV Monitoring System with Collaborative Beamforming and ADS-B Based Multilateration,Receiver sites for accurate indoor position location systems,An improved 3-dimensional mobile location method using volume measurements of tetrahedron,Boiler tube leakage acoustic localization base on AGA,An approach for close-form solution of multilateration equations,A practical TDOA positioning method for CDMA2000 mobile network,Radio location using decision feedback method,Mobile location estimator with NLOS mitigation using Kalman filtering,A simple and accurate linear solver for hyperbolic localization,Asynchronous Location Tracking Algorithms for Distributed Power-Saving Wireless Sensor Networks,Combined AOA and TOA NLOS Localization With Nonlinear Programming in Severe Multipath Environments,Simultaneous Localization and Time Synchronization in Wireless Sensor Networks via Semidefinite Programming,Hybrid TOA/AOA-Based Mobile Localization with and without Tracking in CDMA Cellular Networks,A TOA-Based Location Algorithm for NLOS Environments Using Quadratic Programming,Source localization using graph-based optimization technique,NLOS Identification and Mitigation for Geolocation Using Least-Squares Support Vector Machines,Differential Multidimensional Scaling for Self-Localization of TDOA Sensor Networks,Sensitivity Analysis of Localization Using Discrete Astronomical Radio Sources,Ultra low-power UWB-RFID system for precise location-aware applications,A Localization Algorithm Based on the Hops for Large-Scale Wireless Sensor Networks,Holographic radio interferometry for target tracking in dense multipath indoor environments,Portable low-power IR-UWB system,OFDM location-based routing protocols in ad-hoc networks,A New Simple and Fast Algorithm for the Position Estimation Based on TOA,Research on Cellular Location Technology Based on Cultural Algorithm,Constrained Least Squares Algorithm for TOA-Based Mobile Location under NLOS Environments
The IEEE Reliability Test System-1996. A report prepared by the Reliability Test System Task Force of the Application of Probability Methods Subcommittee,"C. Grigg, P. Wong, P. Albrecht, R. Allan, M. Bhavaraju, R. Billinton, Q. Chen, C. Fong, S. Haddad, S. Kuruganty, W. Li, R. Mukerji, D. Patton, N. Rau, D. Reppen, A. Schneider, M. Shahidehpour, C. Singh, ",1999,1032,Design of joint active and reactive power reserve market: a multi-objective approach using NSGA II,Improvement of the simultaneous active and reactive power markets pricing and structure,Linear approximated formulation of AC optimal power flow using binary discretisation,Power factor-based scheduling of distributed battery energy storage units optimally allocated in bulk power systems for mitigating marginal losses,Approximated MILP model for AC transmission expansion planning: global solutions versus local solutions,Genetic algorithm-based phasor measurement unit placement method considering observability and security criteria,Optimal planning and operation of energy storage systems in radial networks for wind power integration with reserve support,Value-based reserve market settlement,Probabilistic assessment of state estimation capabilities for grid observation,Resiliency oriented integration of DSRs in transmission networks,Fast reliability evaluation method for composite power system based on the improved EDA and double cross linked list,Clustering-based chance-constrained transmission expansion planning using an improved benders decomposition algorithm,Impact-increment based decoupled reliability assessment approach for composite generation and transmission systems,Multi-objective expansion planning approach: distant wind farms and limited energy resources integration,Capacity credit of concentrating solar power,Optimal allocation of battery energy storage systems in distribution networks with high wind power penetration,Decentralised method for solving multi-area stochastic dynamic economic dispatch problem,Reliability assessment indices and method for urban microgrid,Probabilistic security analysis of bilateral transactions in a deregulated environment,Cooperative coevolutionary algorithm for unit commitment,Distributed torque control of deloaded wind DFIGs: Power reference tracking via fair dynamic dispatching,Control policies for operational coordination of electric power and natural gas transmission systems,Designing for Situation Awareness of Future Power Grids: An Indicator System Based on Linear Eigenvalue Statistics of Large Random Matrices,Automatic Selection Method for Candidate Lines in Transmission Expansion Planning,Enhanced Active Power Adjustment Model in the Reliability Evaluation of the Hybrid AC/DC System,A probabilistic model for optimal joint allocation of energy and spinning reserve using Primal-Dual Interior Point Method,Spinning reserve optimization based on unit commitment with loss-of-load-probability constraint,Sizing battery energy storage for wind farms based on wind power forecast uncertainty in the bulk power system,Cooperative scheduling for supply/demand side reserves with renewables considering load recovery,Optimal sizing of the hybrid energy storage system aiming at improving the penetration of wind power
An overview of peak-to-average power ratio reduction techniques for multicarrier transmission,"Seung Hee Han, Jae Hong Lee, ",2005,1027,Automatic gain control in high adjacent channel interference for OFDM systems,Performance evaluations on adaptive PAPR reduction method using null space in MIMO channel for eigenmode massive MIMO-OFDM signals,A smart tone reservation scheme for reducing the high PAPR of the FBMC/OQAM signal,Backing to single carrier in Tera Hertz communications for green considerations,Compressive Sensing Recovery of Nonlinearly Distorted OFDM Signals,PAPR reduction of OFDM signals using pseudo random PTS without side information,Peak-to-Average Power Ratio Analysis of DC-OFDM Signals and Its Reduction Method,PAPR Reduction of OFDM Using a Novel Concatenated PS-PTS Method,PAPR Reduction in OFDM: SLM-Based Scrambling without Explicit Side Information for PSK Inputs,Joint Improved Nyquist Pulse Shaping and Clipping for PAPR Reduction of OFDM Signals,Reducing the peak-to-average power ratio with companding transform coding in 60 GHz OFDM-ROF systems,A PAPR reduction technique based on a constant envelope OFDM approach for fiber nonlinearity mitigation in optical direct-detection systems,Adaptive Peak-to-Average Power Reduction Architecture for Multicarrier Signals with Mixed Modulations,Derandomized Multi-block Sign Selection for PMEPR Reduction of FBMC Waveform,Tone Reservation Based PAPR Reduction Technique with Individual Carrier Power Allocation for Multiple Peaks Reduction,Joint Linearization for Radio-over-Fiber Links Equipped with High Power Amplifiers,On limitation of clipping and filtering in IEEE 802.11g based wireless LAN system,Reducing PAPR based on constellation mapping &amp; fast algorithm,Variable spreading factor orthogonal polyphase codes for constant envelope OFDM-CDMA system,Novel low-complexity post-IFFT PAPR reduction technique for OFDM systems,Dynamic Code-Allocation Based PAPR Reduction Technique for MC-CDMA Systems,A Modified Selective Mapping with PAPR Reduction and Error Correction in OFDM Systems,Novel Low-Complexity Post-IFFT PAPR Reduction Technique by Utilising Amplitude Transforming for OFDM Systems,PAPR Reduction using Frequency Domain Multiplexed Pilot Sequences,Fractional Selective Mapping Using Decimation in Time IFFT/FFT,OFDM Symbol Design for Peak-to-Average Power Ratio Reduction Employing Non-Data Bearing Subcarriers,On the Out-of-Band Radiation Reduction in OFDM Systems,Linear Precoding of OFDMA Signals to Minimize Their Instantaneous Power Variance,Repetitive Fixed Bandwidth Limitation and QAM Correction for EER Power Amplifier,A low-complexity precoding scheme for PAPR reduction in SC-FDMA systems
A discrete state-space model for linear image processing,"R. Roesser, ",1975,1027,Extended balanced truncation for parameter-varying multidimensional systems,Finite frequency H∞ filtering for continuous 2-D roesser systems,Design of iterative learning control schemes for a class of spatially interconnected systems,Asymptotically stable observer for two-dimensional systems with multiple-channel faults,Recursive filtering for two-dimensional systems with missing measurements subject to uncertain probabilities,Iterative Learning Control Based on Relaxed 2-D Systems Stability Criteria,Subspace Identification of 2-D CRSD Roesser Models With Deterministic-Stochastic Inputs: A State Computation Approach,Three-dimensional state space model for electromagnetic field calculations,Robust Synchronization for 2-D Discrete-Time Coupled Dynamical Networks,Stability of First-Order Multidimensional Digital Filters Under Quantization,L/sub 2/-sensitivity analysis and minimization of 2-D separable-denominator state-space digital filters,Separate/joint optimization of error feedback and coordinate transformation for roundoff noise minimization in two-dimensional state-space digital filters,Stability analysis of 2-D digital filters with saturation arithmetic: an LMI approach,Robust mixed generalized H/sub 2//H/sub /spl infin// filtering of 2-D nonlinear fractional transformation systems,L/sub 2/-sensitivity minimization of one- and two-dimensional state-space digital filters subject to L/sub 2/-scaling constraints,Stability and stability margin for a two-dimensional system,Roundoff Noise Minimization for 2-D State-Space Digital Filters Using Joint Optimization of Error Feedback and Realization,Minimization of Frequency-Weighted $l_{2}$ -Sensitivity Subject to $l_{2}$ -Scaling Constraints for Two-Dimensional State-Space Digital Filters,Jointly Optimal High-Order Error Feedback and Realization for Roundoff Noise Minimization in 1-D and 2-D State-Space Digital Filters,State feedback control design for 2-d GSSM with delays under the disturbance attenuation objective,Fault detection of nonlinear dynamic processes using dynamic kernel principal component analysis,Gain-scheduled control for 2D stochastic time-delay systems with missing measurement,Integrated fault detection and control for 2-D Roesser systems,New procedure in designing 2D-IIR filters based on 2D-FIR filters approximation,Controlled Positivity under constrained controls of general 2-D systems,Stability and stabilization of systems modeled by 2D nonlinear stochastic roesser models,Exponential stability conditions for 2D continuous state-delayed systems,S-procedure for deriving stability conditions of hybrid Roesser models,Modeling and control of a sorption process using 2D systems theory,The bilinear transformation of two-dimensional state-space systems
Particle swarm optimization in electromagnetics,"J. Robinson, Y. Rahmat-Samii, ",2004,1023,Exploiting non-radiating currents in reflectarray antenna design,Design of electrically small 3D wire antennas for UHF RFID applications using genetic algorithm,Particle swarm optimization for design of MEMS resonators with low thermoelastic dissipation,Optimized design of a compact low-cost 4 element microstrip antenna array for WLAN,Synthesizing thin dielectric lenses for conical scanning beams: A hybrid numerical algorithm,Synthesis of 3D-printed dielectric lens antennas via optimization of Geometrical Optics Ray Tracing,Multiuser Pairing in Uplink CoMP MU-MIMO Systems Using Particle Swarm Optimization,Optimization of the Coverage Area for DVB-T Single Frequency Networks Using a Particle Swarm Based Method,Synthesis of Planar Arrays Using Particle Swarms with Selection,Optimized power management circuit for RF energy harvesting system,A generalized MATLAB-based distributed-computing optimization tool,Parallel PSO/FDTD algorithm for the optimization of patch antennas and EBG structures,Study on PSO-tGN algorithm of bio-electrical impedance tomography system,Multiuser Scheduling in Downlink MIMO Systems Using Particle Swarm Optimization,A task assignment algorithm based on particle swarm optimization and simulated annealing in Ad-hoc mobile cloud,A New Particle Swarm Optimization Algorithm and Its Convergence Analysis,Array Pattern Synthesis Via Sparse Weight Vector Finding and Convex Programming,Automatic electromagnetic design for millimeter wave body sensors,Synthesis of linear array antenna for fixed level of side lobe level and first null beam width using particle swarm optimization,Achieving a Large Gain-Bandwidth Product From a Compact Antenna,3-D Focused Microwave Hyperthermia for Breast Cancer Treatment With Experimental Validation,Robust Optimization With Worst Case Sensitivity Analysis Applied to Array Synthesis and Antenna Designs,Optimized Corrugated Tapered Slot Antenna for mm-Wave Applications,Development of an Optimization Tool for RSFQ Digital Cell Library Using Particle Swarm,Three-Dimensional Microwave Hyperthermia for Breast Cancer Treatment in a Realistic Environment Using Particle Swarm Optimization,Smart-MSP: A Self-Adaptive Multiple Starting Point Optimization Approach for Analog Circuit Synthesis,Solving Large-Scale Hybrid Circuit-Antenna Problems,Particle Swarm Optimization Algorithm and Its Modifications Applied to EM Problems,EMI Reduction and ICs Optimal Arrangement Inside High-Speed Networking Equipment Using Particle Swarm Optimization,Intelligent Adaptive Filtering Algorithm for Electromagnetic-Radiation Field Testing
