Backstepping Control for a Quadrotor Helicopter,"Tarek Madani, Abdelaziz Benallegue, ",2006,145,Sliding Mode Observer and Backstepping Control for a Quadrotor Unmanned Aerial Vehicles,Adaptive tracking control of an underactuated aerial vehicle,Simultaneous attitude control and trajectory tracking of a micro quadrotor: A SNAC aided nonlinear dynamic inversion approach,Admissible thrust control laws for quadrotor position tracking,A multivariable adaptive controller for a quadrotor with guaranteed matching conditions,Multivariable output feedback MRAC for a quadrotor UAV,Flight dynamics and nonlinear control design for variable-pitch quadrotors,Robust Optimal Control of Quadrotor UAVs,A Comparative Experimental Study of Robust Sliding Mode Control Strategies for Underactuated Systems,A Comparative Experimental Study of Robust Sliding Mode Control Strategies for Underactuated Systems,Adaptive tracking control for quadrotor unmanned flying vehicle,Adaptive output feedback control for miniature unmanned aerial vehicle,Adaptive neural network control for quadrotor unmanned aerial vehicles,Cascaded model predictive control of a quadrotor UAV,Discrete-time one-step ahead prediction control (DOPC) of a Quadcopter UAV with constraints,Using particle swarm optimization for PID optimization for altitude control on a quadrotor,Robust integral sliding mode controller for quadrotor flight,Dynamic inversion of quadrotor with zero-dynamics stabilization,Nonlinear adaptive regulation control of a quadrotor unmanned aerial vehicle,Quaternion based geometric control of Quadrotor UAV,Trajectory tracking control for a quad-rotor UAV based on integrator backstepping,A trajectory tracking control strategy for a novel multi-rotor aircraft,Nonlinear tracking control methods applied to Qball-X4 quadrotor UAV against actuator faults,Design of the nonlinear controller for a quadrotor trajectory tracking,Attitude controller design for quadrotors based on the controlled Hamiltonian system,Robust observer-based backstepping controller for a quadrotor UAV,Research on the attitude control of quad-rotor UAV based on active disturbance rejection control,Control of a Quadrotor Mini-Helicopter via Full State Backstepping Technique,An output maneuvering approach to control the Cartesian position of the quadrotor helicopter,Stochastic Control of a Quadrotor
Two user location strategies for personal communications services,"S. Mohan, R. Jain, ",1994,145,An approach for location area planning in a personal communication services network (PCSN),Combining layer 2-layer 3 paging for wireless LANs,User mobility and channel holding time in mobile communications,Mobile user registration in cellular systems with overlapping location areas,Lightweight location update strategy for reducing signaling and database loads in PCS networks,A novel deregistration strategy for mobile networks,Terminal aided k-location tracking with distributed HLR database for mobility management,Efficient location management for hybrid wireless ATM networks: architecture and performance analysis,Sectorized proximity location management,An integrated strategy for location tracking in mobile networks,Capacity compatible 2-level link state routing for ad hoc networks with mobile clusterheads,A location management scheme with layered cells within location areas,A comparative analysis on signaling cost of mobile IP regional registration with paging support,Secure location information management in cellular radio systems,Advances in personal communication services,Scalable QoS provisioning for intra-domain mobility,Working set based location management scheme for mobile computing environments,An auxiliary user location strategy employing forwarding pointers to reduce network impacts of PCS,A distributed control strategy for wireless ATM networks,Network impacts of privacy and authentication protocols for PCS,Implementation issues and performance evaluation of intelligent network services in PCS networks,Performance analysis of PCS mobility management database system,Mobility management in hierarchical multi-hop mobile wireless networks,Comparative analysis of distributed architecture with existing GSM mobile architecture,Investigating caching strategies in Personal Communication Services,N-class replacement policy for resolving mobility database overflow,A Path Setup Scheme in HAWII,An improved location tracking mechanism using call locality relation in personal communications services,Mobile communications signalling system,An efficient protocol for call setup and path migration in IEEE 802.6 based personal communication networks
A Review on Recent Advances in Doppler Radar Sensors for Noncontact Healthcare Monitoring,"Changzhi Li, Victor M. Lubecke, Olga Boric-Lubecke, Jenshan Lin, ",2013,145,Comparison of the impedance cardiogram with continuous wave radar using body-contact antennas,A simple non-contact vital sensing method using Doppler sensors applicable to multiple targets,Differential measuring dual six-port concept and antenna design for an inline foil thickness sensor,Improvement of Blink Detection Using a Doppler Sensor Based on CFAR Processing,Movement and respiration detection using statistical properties of the FMCW radar signal,Time-frequency based contactless estimation of vital signs of human while walking using PMCW radar,Measurements of cardiac and cardiopulmonary activities using contactless Doppler radar,An exploration of non-contact cardiopulmonary measurement using the smartphone in rescue relief events,Vibration parameter estimation using FMCW radar,The radar microphone: A new way of monitoring honey bee sounds,A simple signal detection and waveform estimation for biometrics using Doppler sensors,An FMCW radar sensor for human gesture recognition in the presence of multiple targets,Quadrature channel calibration with a pendulum for accurate displacement measurement with CW Doppler radar,Voltage-based wideband measurement of transmission characteristics using an integrated receiver IC,Analysis of geomaterials using frequency modulated continuous wave radar in the X-band,Clutter suppression in through-the-wall radar imaging using enhanced delay-and-sum beamformer,Systolic Time Interval Estimation Using Continuous Wave Radar With On-Body Antennas,Review on Advanced Short-Range Multimode Continuous-Wave Radar Architectures for Healthcare Applications,Local Pulse Wave Detection Using Continuous Wave Radar Systems,A 0.55 THz Near-Field Sensor With a $mu text{m}$ -Range Lateral Resolution Fully Integrated in 130 nm SiGe BiCMOS,Passive Radar for Opportunistic Monitoring in E-Health Applications,A Compact Portable Microwave Life-Detection Device for Finding Survivors,A Low-IF Tag-Based Motion Compensation Technique for Mobile Doppler Radar Life Signs Monitoring,High-Precision Motion Detection Using Low-Complexity Doppler Radar With Digital Post-Distortion Technique,A 65-nm CMOS Low-Power Impulse Radar System for Human Respiratory Feature Extraction and Diagnosis on Respiratory Diseases,Dual-Carrier Noncontact Vital Sign Detection With a Noise Suppression Scheme Based on Phase-Locked Loop,Wireless Hand Gesture Recognition Based on Continuous-Wave Doppler Radar Sensors,A Self- and Mutually Injection-Locked Radar System for Monitoring Vital Signs in Real Time With Random Body Movement Cancellation,Wireless Injection Locking of Oscillator Circuits,A Portable FMCW Interferometry Radar With Programmable Low-IF Architecture for Localization ISAR Imaging and Vital Sign Tracking
Global adaptive output feedback control of induction motors with uncertain rotor resistance,"R. Marino, S. Peresada, P. Tomei, ",1999,145,Digital implementation of neural network inverse control for induction motor based on DSP,Robust backstepping control of induction motors using neural networks,Speed control of electrical machines: unknown load torque case,Input-output linearization of induction motors with magnetic saturation,Partial state feedback control of induction motors with magnetic saturation: elimination of flux measurements,Nonlinear control of induction motor with unknown rotor resistance and load adaptation,Fuzzy supervisory control of field oriented controlled AC drives,A comparison of sensorless speed estimation methods for induction motor control,Nonlinear backstepping control of an electrohydraulic material testing system,Adaptive partial-state feedback control for induction motors,Speed-Sensorless Adaptive Control of Induction Motors With Magnetic Saturation and Uncertainity in Load Torque and Rotor Resistance,New IM torque control with implicit rotor field tracking and efficiency maximization,Non-holonomy in im torque control,Two cascaded nonlinear predictive controls of induction motor,End point constraints nonlinear predictive control with integral action for induction motor,Torque control of an induction machine based on partial dynamic inversion,The research on space vector control of induction motor system based on rotor field orientation,Three-dimensional non-holonomic integrator control design applied to induction motors,Speed tracking control with maximal power transfer of induction motor,Adaptive control of sensorless induction motors with uncertain rotor resistance,Nonlinear adaptive control of induction motor with unknown rotor resistance,Rotor resistance identification for an induction machine via combined adaptive and sliding-mode technique,Field-oriented control of induction motors by application of the transverse function control approach,Nonlinear tracking control for sensorless induction motors,Adaptive direct torque control for induction motors with unknown resistances,Robust Nonlinear Receding-Horizon Control of Induction Motors,Sensorless Adaptive Backstepping Speed Control of Induction Motor,Adaptive speed-sensorless of magnetically saturated induction motor with uncertainty of resistances and load torque in case of stator side measurements,A survey on speed estimation for ensorless control of induction motors,On-line rotor resistance estimation for an induction motor drive based on DSC
A rule-based fuzzy logic controller for a PWM inverter in a stand alone wind energy conversion scheme,"R. M. Hilloowala, A. M. Sharaf, ",1996,145,Maximum power extraction for direct driven variable speed wind turbine system using PMSG and fixed pitch angle,Electronic control by the load for asynchronous turbogenerators driven by multiple sources of energy,Modelling and simulation of WECS for maximum power extration and optimal efficincy control using squirrel cage induction generator,Intelligent Controllers for an Isolated Wind Energy Conversion Scheme,Power Optimization in a Grid-Connected Wind Energy Conversion System,A novel method of maximum power point tracking for a SRG based wind power generation system using AI,A variable duty cycle Maximum Power Point Tracking algorithm for Wind Energy Conversion Systems,DC bus control of variable speed wind turbine using a buck-boost converter,Implementation of a DSP-based power converter for a wind induction generator,Intelligent control of grid connected unified doubly-fed induction generator,Comprehensive review of wind energy maximum power extraction algorithms,A fast maximum power extraction algorithm for wind energy systems,An Intelligent Maximum Power Point Tracker Using Peak Current Control,A hybrid maximum power point tracking system for grid-connected variable speed wind-generators,Intelligent controller for a stand-alone hybrid generation system,Control of active and reactive power of grid connected inverter using adaptive network based fuzzy inference system (ANFIS),Modeling and analysis of cascaded H-bridge inverter for wind driven isolated squirrel cage induction generators,Maximum power extraction with numerical grey relational analysis sensorless controller for wind-turbine generator,The survey of electrical control systems of wind turbine generators,Voltage and Frequency Controllers for an Asynchronous Generator-Based Isolated Wind Energy Conversion System,High-Efficiency Control for a Wind Energy Conversion System With Induction Generator,New Overall Control Strategy for Small-Scale WECS in MPPT and Stall Regions With Mode Transfer Control,Online Efficiency Optimization of a Vector Controlled Self-Excited Induction Generator,Coordination Control of an AC-to-DC Converter and a Switched Excitation Capacitor Bank for an Autonomous Self-Excited Induction Generator in Renewable-Energy Systems,Direct-drive low-speed wind energy conversion system incorporating axial-type permanent magnet generator and Z-source inverter with sensorless maximum power point tracking controller,A variable speed wind energy conversion scheme for connection to weak AC systems,Voltage stabilization system for induction generator in stand alone mode,Intelligent control of a class of wind energy conversion systems,Optimal Self Tuned Variable Structure Sliding Mode for Coordinated Wind-FC-Diesel Utilization Scheme,A Novel Coordinated Efficient GA-Self Regulating PID Controller for Hybrid PV-FC-Diesel-Battery Renewable Energy Scheme for Household Electricity Utilization
Online Adaptive Estimation of Sparse Signals: Where RLS Meets the $ell_1$ -Norm,"Daniele Angelosante, Juan Andr&eacute;s Bazerque, Georgios B. Giannakis, ",2010,145,Blind adaptive algorithm for sparse channel equalisation using projections onto ℓ<sub>p</sub>-ball,Improved ${bi l}_{bf 0}$l0-RLS adaptive filter,Recursive regularisation parameter selection for sparse RLS algorithm,Single-carrier underwater acoustic communication combined with channel shortening and dichotomous coordinate descent recursive least squares with variable forgetting factor,L<sub>1</sub>-regularised joint iterative optimisation space-time adaptive processing algorithm,Adaptive efficient sparse estimator achieving oracle properties,Low-Complexity DCD-Based Sparse Recovery Algorithms,Low complexity projection-based adaptive algorithm for sparse system identification and signal reconstruction,Bayesian sparse sensing of the Japanese 2011 earthquake,Sparse RLS adaptive filter with diagonal loading,Homotopy algorithm using dichotomous coordinate descent iterations for sparse recovery,An online parallel algorithm for spectrum sensing in cognitive radio networks,Time-recursive multi-pitch estimation using group sparse recursive least squares,Sparse adaptive filtering by iterative hard thresholding,Variable step-size strategy for distributed parameter estimation of compressible systems in WSNs,A novel method of DOA tracking by penalized least squares,Dynamic structural equation models for tracking topologies of social networksy,On non-differentiable time-varying optimization,Online topology estimation for vector autoregressive processes in data networks,Group Greedy RLS Sparsity Estimation via Information Theoretic Criteria,Density evolution of sparse source signals,Energy efficient telemonitoring of wheezes,Adaptive cyclic and randomized coordinate descent for the sparse total least squares problem,Cooperative compressed sensing schemes for telemonitoring of vital signals in WBANs,Online reconstruction from big data via compressive censoring,Switched dynamic structural equation models for tracking social network topologies,Adaptive sparsity-aware parameter vector reconstruction with application to compressed sensing,Sparse channel estimation with lp-norm and reweighted l1-norm penalized least mean squares,Penalized L1 minimization for reconstruction of time-varying sparse signals,Revisiting adaptive least-squares estimation and application to online sparse signal recovery
A readout chip for a 64&times;64 pixel matrix with 15-bit single photon counting,"M. Campbell, E. H. M. Heijne, G. Meddeler, E. Pernigotti, W. Snoeys, ",1998,144,A low noise small area self switched CMOS charge sensitive readout chain,Development of hybrid photon detectors with integrated silicon pixel readout for the RICH counters of LHCb,Low contrast imaging with a GaAs pixel digital detector,Cellular Neural Networks for high energy physics,Design of a CMOS readout circuit for dental X-ray imaging,A Multi-Spectral Analog Photon Counting Readout Circuit for X-Ray Hybrid Pixel Detectors,A SystemC extension for behavioral level quantification of noise coupling in mixed-signal systems,Gigasensors for an Attoscope: Catching Quanta in CMOS,Circuit implementation of mechanism for charge-sharing suppression for photon-counting pixel arrays,Development of hybrid photon detectors with integrated silicon pixel readout for the RICH counters of LHCb,An overview of current developments in position-sensitive hybrid photon detectors and photo-multiplier tubes,Low contrast imaging with a GaAs pixel digital detector,Pixel-level analog-to-digital converters for hybrid pixel detectors with energy sensitivity,A new read-out system for an imaging pixel detector,Medipix2 a 64k pixel read out chip with 55 /spl mu/m square elements working in single photon counting mode,Portable system for imaging of /spl alpha/ /spl beta/ and X-ray sources with silicon pixel detectors and Medipix 1 read out,Performance of a pixel readout chip with two counters for X-ray imaging,Preliminary test of Medisoft 4: control software for the Medipix2 read-out chip,Image quality of the Medipix pixel detector: detective quantum efficiency,Preliminary tests of a prototype system for optical and radionuclide imaging in small animals,Spectroscopic imaging of x-rays : a new look,Development of flip-chip bonding technology for (CdZn)Te,Signal variations in high granularity Si pixel detectors,First experimental tests with a CdTe photon counting pixel detector hybridized with a Medipix2 readout chip,3D Medipix - a new generation of X-ray detectors,Simulation study on a photon counting X-ray CT system,Development of a Mixed-Mode Pixel Array Detector for macromolecular crystallography,The Medipix3 Prototype a Pixel Readout Chip Working in Single Photon Counting Mode with Improved Spectrometric Performance,Optimal energy threshold arrangement in photon-counting spectral x-ray imaging,Photon Counting X-ray CT System with a Semiconductor Detector
A Monolithic High-Efficiency 2.4-GHz 20-dBm SiGe BiCMOS Envelope-Tracking OFDM Power Amplifier,"Feipeng Wang, Donald F. Kimball, Donald Y. Lie, Peter M. Asbeck, Lawrence E. Larson, ",2007,144
SCARF: a color vision system that tracks roads and intersections,"J. D. Crisman, C. E. Thorpe, ",1993,144,A real-time face tracker,Detection of lateral and longitudinal distances for driver assistant system,La orientación de la textura como evidencia para la detección de caminos laterales en imágenes,Adaptive unstructured road detection using close range stereo vision,Diffused Region of Hough Method Based Road Detection Algorithm,Lane Detection for Intelligent Vehicles in Challenging Scenarios,Mobile Device Based Outdoor Navigation with On-Line Learning Neural Network: A Comparison with Convolutional Neural Network,Automatic road extraction from mobile laser scanning data,Pedestrian Lane Detection in Unstructured Environments for Assistive Navigation,A Reinforced Road Detection Method in Complicated Environment,A Driver Assistance System Based on Mobile Device,Rough Set based Unstructured Road Detection through Feature Learning,On robot self-navigation in outdoor environments by color image processing,Pathway estimation for vision based road following suitable for unstructured roads,An adaptive detection approach for autonomous forest path following using stereo vision,Real-time road following in natural terrain,Automatic illumination invariant road detection with stereo vision,An image reorganization procedure for automotive road following systems,Robust rear-view ground surface detection with hidden state conditional random field and confidence propagation,Self-supervised road detection from a single image,Embodied computer vision for mobile robots,Recognition of road type for unmanned vehicle based on texture and color features,A robust neural network multi-lane recognition system,Generic vision based algorithm for driving space detection in diverse indoor and outdoor environments,Adapting Polynomial Mahalanobis Distance for Self-Supervised Learning in an Outdoor Environment,Knowledge-based region classification for rural road area in the color scene image,Road Curbs Detection Based on Laser Radar,Non-parametic model for robust road recognition,Road junction recognition and turn-offs for autonomous road vehicle navigation,KRUS: a knowledge-based road scene understanding system
Adaptive Fuzzy Output Feedback Dynamic Surface Control of Interconnected Nonlinear Pure-Feedback Systems,"Yongming Li, Shaocheng Tong, Tieshan Li, ",2015,144
A mixed-state condensation tracker with automatic model-switching,"M. Isard, A. Blake, ",1998,144,Fast reliable head tracking under varying illumination: an approach based on registration of texture-mapped 3D models,Learning and classification of complex dynamics,Summarization of videotaped presentations: automatic analysis of motion and gesture,Multi-View Face Tracking with Factorial and Switching HMM,Sequential Monte Carlo filtering for multi-aspect detection/tracking,Multiple object tracking using particle filters,Recognizing temporal trajectories using the condensation algorithm,Dual-state parametric eye tracking,A probabilistic framework for rigid and non-rigid appearance based tracking and recognition,Simultaneous tracking and facial expression recognition using multiperson and multiclass autoregressive models,Using social effects to guide tracking in complex scenes,Study particle filter tracking and detection algorithms based on DSP signal processors,Detecting Hand-Ball Events in Video Sequences,Joint probabilistic techniques for tracking multi-part objects,Detecting and tracking moving objects for video surveillance,Multidimensional motion segmentation and identification,Color tracking by transductive learning,Impact of dynamic model learning on classification of human motion,Temporal integration of multiple silhouette-based body-part hypotheses,Switching observation models for contour tracking in clutter,Video-based face recognition using probabilistic appearance manifolds,Tracking appearances with occlusions,Multi-scale visual tracking by sequential belief propagation,Real-time Hand Tracking With Variable-Length Markov Models of Behaviour,3D People Tracking with Gaussian Process Dynamical Models,Switching Gaussian Process Dynamic Models for simultaneous composite motion tracking and recognition,Abrupt motion tracking via adaptive stochastic approximation Monte Carlo sampling,Tracking objects using particle filters,Towards a unified framework for tracking and analysis of human motion,Visual Hand Tracking Algorithms
Channel quality estimation and rate adaptation for cellular mobile radio,"K. Balachandran, S. R. Kadaba, S. Nanda, ",1999,144,Joint rate adaptation and user scheduling in HARQ-based multi-user systems with heterogeneous mobility,SNR estimation of QAM-modulated transmissions over time-varying SIMO channels,MR-FQ: a fair scheduling algorithm for wireless networks with variable transmission rates,Adaptive downlink scheduling and rate selection: a cross-layer design,OR2: a path tuning algorithm for routing in ad hoc networks,Link-adaptation and transmit power control for unicast and multicast in IEEE 802.11 a/h/e WLANs,Adaptive stochastic iterative rate selection for wireless channels,On the impact of SNR estimation error on adaptive modulation,NDA estimation of SINR for QAM signals,Optimal Time-Frequency Diversity Exploitation for Multichannel System under Rayleigh Fading,Optimized video streaming over 802.11 by cross-layer signaling,Reliable wireless video transmission via fading channel estimation and adaptation,Energy efficient wireless scheduling: adaptive loading in time,Performance enhancement of joint adaptive modulation coding and power control using cochannel-interferer assistance and channel reallocation,A framework for adaptive voice communication over wireless channels,Collision-aware channel monitoring at the link layer of a wireless network,Pseudo-Error Probability-Based Estimation of SNR for BPSK and QPSK Modulated Signals,Cramer-Rao Bound for NDA SNR Estimates of Square QAM Modulated Signals,Investigation of the Noise Variance and the SNR Estimators for OFDM Systems with Imperfect Frequency Synchronization,Maximum likelihood SNR estimator for coded MAPSK signals in slow fading channels,Towards voice over ad hoc networks: an adaptive scheme for packet voice communications over wireless links,Rate-adaptive multicast in mobile ad-hoc networks,Analysis of an adaptive rate convolutionally coded multicarrier DS/CDMA system,Adaptation techniques in wireless packet data services,Cramer-Rao bounds of SNR estimates for BPSK and QPSK modulated signals,Statistical multiplexing and QoS provisioning for real-time traffic on wireless downlinks,Scalable video coding and transport over broadband wireless networks,Long-range prediction of fading signals,GPRS-136: high-rate packet data service for North American TDMA digital cellular systems,Doppler measurements rendering random routing
Supervisory control of families of linear set-point controllers. 2. Robustness,"A. S. Morse, ",1997,144,Adaptive Stabilization of ARMAX Systems Via Logic-Based Switching,Process operating mode monitoring: switching online the right controller,Adaptive control of discrete-time systems using multiple models,Improved transient performance of nonlinear adaptive backstepping using estimator resetting based on multiple models,On the analysis of uncertain hybrid systems with estimated-state feedback,Stability of unfalsified adaptive control using multiple controllers,L1 adaptive output feedback controller for nonlinear systems in the presence of unmodeled dynamics,Variable structure based switching adaptive control for a class of unknown switched linear systems,Multiple Model Adaptive Estimation and model identification usign a Minimum Energy criterion,Setting the hysteresis constant to zero in adaptive switching control,Dwell-time approach to input-output stability properties for discrete-time linear hybrid systems,Second level adaptation using multiple models,A set-valued observer approach to multiple-model adaptive control of neuromuscular blockade,Transient performance and asymptotic tracking with filtering robust adaptive control,A multiple-model adaptive tracking scheme for high-speed train motion control,Adaptive control: where to now?,Techniques for environment parameter estimation during telemanipulation,An approach of PI gain scheduling with hysteresis switching for the control of boiler drum level in the coal-fired power generation units,Adaptive control of functional electrical stimulation for upper limb stroke rehabilitation,Adaptive dwell-time switching in unfalsified control,Supervisory control of families of noise suppressing controllers,Stability of switched systems with average dwell-time,On a class of switched robustly stable adaptive systems,Supervisory switching control in robotic manipulation,Bounds on the number of switchings with scale-independent hysteresis: applications to supervisory control,Hierarchical hysteresis switching,ISS of Switched Systems and Applications to Switching Adaptive Control,A self-optimizing switching control scheme for uncertain ARMAX systems,l<sup>p</sup>Gain Bounds for Switched Adaptive Controllers,A Converse Lyapunov Theorem for Switched Linear Systems with Dwell Times
A decentralized model reference adaptive variable structure controller for large-scale time-varying delay systems,"Chien-Hsin Chou, Chih-Chiang Cheng, ",2003,144
Continuous Energy Minimization for Multitarget Tracking,"Anton Milan, Stefan Roth, Konrad Schindler, ",2014,143,A Survey on Gas Leakage Source Detection and Boundary Tracking with Wireless Sensor Networks,Learning Spatio-Temporal Information for Multi-Object Tracking,Robust global tracker based on an online estimation of tracklet descriptor reliability,Towards the evaluation of reproducible robustness in tracking-by-detection,Collaboration and spatialization for an efficient multi-person tracking via sparse representations,Multiple object tracking based on motion segmentation of point trajectories,Online multi-person tracking using Integral Channel Features,Assessing post-detection filters for a generic pedestrian detector in a tracking-by-detection scheme,Online pedestrian tracking with multi-stage re-identification,Multi-Pedestrian detection and tracking using unified multi-channel features,Multi-Object tracking using multi-channel part appearance representation,A Greedy Data Association Technique for Multiple Object Tracking,Trajectory data association based multiobject tracking,Adaptive fragment multi-target tracking in occlusion scene,A classification and clustering method for tracking multiple objects,Multi-object tracking using least absolute deviation,Data-Driven Probabilistic Occlusion Mask to Promote Visual Tracking,Multiple Target Tracking Based on Undirected Hierarchical Relation Hypergraph,Occlusion Geodesics for Online Multi-object Tracking,Learning to rank in person re-identification with metric ensembles,Joint tracking and segmentation of multiple targets,On pairwise costs for network flow multi-object tracking,Groupwise Tracking of Crowded Similar-Appearance Targets from Low-Continuity Image Sequences,Online Multi-object Tracking via Structural Constraint Event Aggregation,A Continuous Occlusion Model for Road Scene Understanding,VirtualWorlds as Proxy for Multi-object Tracking Analysis,Joint Graph Decomposition &amp; Node Labeling: Problem Algorithms Applications,Deep Network Flow for Multi-object Tracking,Multiple People Tracking by Lifted Multicut and Person Re-identification,Online Multi-object Tracking Based on Hierarchical Association Framework
Fast adaptive schemes for tracking voltage phasor and local frequency in power transmission and distribution systems,"I. Kamwa, R. Grondin, ",1992,138,Decoupled recursive-least-squares technique for extraction of instantaneous synchronized symmetrical components under fault conditions,A demodulation based technique for accurate estimation of real-time single-phase grid voltage fundamental parameters,Recurrent neural networks for phasor detection and adaptive identification in power system control and protection,Multistage adaptive filters for in-phase processing of line-frequency signals,Improved recursive Newton type algorithm for real-time frequency estimation in power systems,Implementation of Power Measurement System with Fourier Series and Zero-Crossing Algorithm,Low Cost Arduino DAQ Development and Implementation on an Android App for Power Frequency Measurement,Estimation of frequency amplitude and phase of sinusoidal signals,A Technique for Extracting Harmonics of Time-Varying Nature,Least squares based estimation of synchronous generator states and parameters with phasor measurement units,A novel adaptive power systems frequency estimation algorithm based on Complex Artificial Neural Network,Analysis and Simulation of Single Phase Composite Observer for Harmonics Extraction,A Novel Digital Signal Processing Algorithm for On-line Assessment of Power System Frequency,A simple algorithm for power system frequency estimation,Estimation of single-phase grid voltage fundamental parameters using fixed frequency tuned second-order generalized integrator based technique,Numerical differentiation based algorithm for power measurement,An evolutionary optimization approach to track voltage and current harmonics in electrical power systems,Frequency tracking techniques of power systems in noises,An effective method for power system frequency estimation,Wide-area monitoring and control at Hydro-Quebec: past present and future,An efficient control of the series compensator for sag mitigation and voltage regulation,A simplified configuration and implementation of a standalone microgrid,1999 SBMO/IEEE MTT-S International Microwave and Optoelectronics Conference,A smart method makes DFT more precise for power system frequency estimation,Harmonic frequency estimation of power systems,Frequency estimation of low-voltage distribution systems in transient processes,Frequency measurement in power networks in the presence of harmonics using fourier and zero crossing technique,A new technique based on genetic algorithms for tracking of power system harmonics,Numerical differentiation based algorithms for frequency estimation of multiple signals,A fast algorithm for frequency estimation of power systems in colored noises
Helicopter trimming and tracking control using direct neural dynamic programming,"R. Enns, Jennie Si, ",2003,138,Adaptive Learning in Tracking Control Based on the Dual Critic Network Design,Neural Network-Based Optimal Adaptive Output Feedback Control of a Helicopter UAV,Goal Representation Heuristic Dynamic Programming on Maze Navigation,Policy Iteration Adaptive Dynamic Programming Algorithm for Discrete-Time Nonlinear Systems,Infinite Horizon Self-Learning Optimal Control of Nonaffine Discrete-Time Nonlinear Systems,Model-Free Dual Heuristic Dynamic Programming,Air-Breathing Hypersonic Vehicle Tracking Control Based on Adaptive Dynamic Programming,Robustness Design of Fuzzy Control for Nonlinear Multiple Time-Delay Large-Scale Systems via Neural-Network-Based Approach,Direct Heuristic Dynamic Programming for Damping Oscillations in a Large Power System,Direct Heuristic Dynamic Programming for Nonlinear Tracking Control With Filtered Tracking Error,Finite-Approximation-Error-Based Optimal Control Approach for Discrete-Time Nonlinear Systems,Motion planning of wheeled mobile robots based on heuristic dynamic programming for WCICA 2014 proceedings published by IEEE,An approximate dynamic programming approach for path following control of an autonomous vehicle,Asymptotically stable adaptive critic design for uncertain nonlinear systems,Direct heuristic dynamic programming method for power system stability enhancement,N-step optimal time-invariant trajectory tracking control for a class of nonlinear systems,Real-time tracking on adaptive critic design with uniformly ultimately bounded condition,An integrated design for intensified direct heuristic dynamic programming,A model reference adaptive control with ADP-to-SMC strategy for unknown nonlinear systems,Neural network-based optimal control for trajectory tracking of a helicopter UAV,Design aspects of flight and navigation systems for small UAVs of different types,Adaptive dynamic attitude tracking controller design with dual-model structure for unmanned helicopter,Output feedback neural control of helicopters,Direct heuristic dynamic programming based on an improved PID neural network and initial weighs choosing method,Model reference adaptive control design for helicopters using gain scheduled reference models,Online optimal control for VTOL aircraft system based on DHP algorithm,Exponential Optimal Synchronization of Chaotic Cryptosystems: Neural-Network-Based Approach,Linear matrix inequalities based state feedback and reference feedforward actuator saturated H-infinity control of small-scale unmanned helicopter,Robust Stabilization of Fuzzy Control for Nonlinear Multiple Time-Delay Interconnected Systems via Neural-Network-based Approach,Modeling and Hover Control of a Novel Unmanned Coaxial Rotor/Ducted-Fan Helicopter
Better Exploiting Motion for Better Action Recognition,"Mihir Jain, Herv&eacute; J&eacute;gou, Patrick Bouthemy, ",2013,138,Multimodal depression recognition with dynamic visual and audio cues,Hierarchical motion evolution for action recognition,Mid-level parts mined by feature selection for action recognition,A new approach of action recognition based on Motion Stable Shape (MSS) features,Pose-invariant kinematic features for action recognition,Video event classification with temporal partitioning,Action Localization with Tubelets from Motion,Efficient Action Localization with Approximately Normalized Fisher Vectors,Towards Good Practices for Action Video Encoding,Efficient Feature Extraction Encoding and Classification for Action Recognition,3D Pose from Motion for Cross-View Action Recognition via Non-linear Circulant Temporal Encoding,A Cause and Effect Analysis of Motion Trajectories for Modeling Actions,Feature-Independent Action Spotting without Human Localization Segmentation or Frame-wise Tracking,Multi-view Super Vector for Action Recognition,Motion Part Regularization: Improving action recognition via trajectory group selection,Human action segmentation with hierarchical supervoxel consistency,Discriminative Hierarchical Rank Pooling for Activity Recognition,First Person Action Recognition Using Deep Learned Descriptors,Actions ~ Transformations,Detecting Events and Key Actors in Multi-person Videos,Spatio-Temporal Vector of Locally Max Pooled Features for Action Recognition in Videos,Dominant Codewords Selection with Topic Model for Action Recognition,Exploiting Temporal Information for DCNN-Based Fine-Grained Object Classification,Efficient and effective human action recognition in video through motion boundary description with a compact set of trajectories,Codebook enhancement of vlad representation for visual recognition,Multiple instance discriminative dictionary learning for action recognition,Spatiotemporal saliency and sub action segmentation for human action recognition,Action and Event Recognition with Fisher Vectors on a Compact Feature Set,Action Recognition with Improved Trajectories,Action Recognition with Actons
